,Date,Close
74,1981-07-31,153.70666666666668
75,1981-08-01,153.89333333333335
76,1981-08-03,154.11
77,1981-08-04,154.24333333333334
78,1981-08-05,154.1966666666667
79,1981-08-06,154.0366666666667
80,1981-08-07,153.93333333333337
81,1981-08-08,153.78333333333333
82,1981-08-10,153.48666666666668
83,1981-08-11,153.07000000000002
84,1981-08-12,152.45666666666668
85,1981-08-13,151.84
86,1981-08-14,151.12666666666667
87,1981-08-17,150.61666666666667
88,1981-08-18,150.00333333333336
89,1981-08-19,149.42666666666668
90,1981-08-20,148.98333333333332
91,1981-08-21,148.65
92,1981-08-22,148.25666666666666
93,1981-08-24,147.75
94,1981-08-25,147.27
95,1981-08-26,146.77
96,1981-08-27,146.34333333333333
97,1981-08-28,146.07333333333332
98,1981-08-29,145.86333333333332
99,1981-08-31,145.55333333333334
100,1981-09-01,145.33666666666667
101,1981-09-02,145.19666666666666
102,1981-09-03,145.07666666666668
103,1981-09-04,144.95
104,1981-09-05,144.82999999999998
105,1981-09-07,144.72333333333336
106,1981-09-08,144.49333333333334
107,1981-09-09,144.32333333333332
108,1981-09-10,144.17666666666665
109,1981-09-11,143.97666666666666
110,1981-09-14,143.75
111,1981-09-15,143.53333333333333
112,1981-09-16,143.33333333333334
113,1981-09-17,143.07666666666665
114,1981-09-18,142.92666666666665
115,1981-09-19,142.88666666666668
116,1981-09-21,142.87333333333333
117,1981-09-22,142.75666666666666
118,1981-09-23,142.67333333333332
119,1981-09-24,142.57333333333332
120,1981-09-25,142.41666666666666
121,1981-09-26,142.2133333333333
122,1981-09-28,141.98
123,1981-09-29,141.7
124,1981-09-30,141.41666666666666
125,1981-10-02,141.27666666666667
126,1981-10-05,141.29
127,1981-10-06,141.31333333333333
128,1981-10-07,141.34666666666666
129,1981-10-08,141.3033333333333
130,1981-10-10,141.24666666666664
131,1981-10-12,141.10333333333335
132,1981-10-13,140.84666666666666
133,1981-10-14,140.59
134,1981-10-15,140.21666666666667
135,1981-10-16,139.78
136,1981-10-17,139.37
137,1981-10-19,138.86999999999998
138,1981-10-20,138.42333333333332
139,1981-10-21,137.9
140,1981-10-22,137.40333333333334
141,1981-10-23,136.87666666666667
142,1981-10-24,136.41666666666666
143,1981-10-26,135.93666666666667
144,1981-10-27,135.35
145,1981-10-28,134.76666666666668
146,1981-10-29,134.16
147,1981-10-30,133.5
148,1981-10-31,132.95333333333335
149,1981-11-02,132.48
150,1981-11-03,132.15
151,1981-11-04,131.81666666666666
152,1981-11-05,131.48666666666665
153,1981-11-06,131.14666666666668
154,1981-11-07,130.89
155,1981-11-09,130.43
156,1981-11-10,129.80666666666667
157,1981-11-11,129.10333333333332
158,1981-11-12,128.43333333333334
159,1981-11-13,127.97666666666666
160,1981-11-14,127.51333333333334
161,1981-11-16,127.21333333333334
162,1981-11-17,126.95
163,1981-11-18,126.66000000000001
164,1981-11-19,126.48666666666666
165,1981-11-20,126.47333333333333
166,1981-11-21,126.54
167,1981-11-23,126.73666666666666
168,1981-11-24,126.83
169,1981-11-25,126.91666666666667
170,1981-11-26,126.94000000000001
171,1981-11-27,127.03333333333333
172,1981-11-28,127.13666666666667
173,1981-11-30,127.33999999999999
174,1981-12-01,127.53999999999999
175,1981-12-02,127.68333333333334
176,1981-12-03,127.92
177,1981-12-04,128.23333333333332
178,1981-12-05,128.47
179,1981-12-07,128.66333333333333
180,1981-12-08,128.72
181,1981-12-09,128.75666666666666
182,1981-12-10,128.79666666666668
183,1981-12-11,128.92333333333332
184,1981-12-12,129.07666666666668
185,1981-12-14,129.28666666666666
186,1981-12-15,129.53333333333333
187,1981-12-16,129.81666666666666
188,1981-12-17,130.05666666666667
189,1981-12-18,130.18666666666667
190,1981-12-19,130.31333333333333
191,1981-12-21,130.37666666666667
192,1981-12-22,130.49666666666667
193,1981-12-23,130.63
194,1981-12-24,130.73666666666665
195,1982-01-04,130.47
196,1982-01-05,130.06533333333334
197,1982-01-06,129.68866666666665
198,1982-01-07,129.43066666666667
199,1982-01-08,129.23866666666666
200,1982-01-09,129.18266666666665
201,1982-01-11,129.09066666666666
202,1982-01-12,128.89700000000002
203,1982-01-13,128.67166666666668
204,1982-01-14,128.47833333333332
205,1982-01-15,128.273
206,1982-01-16,128.10433333333333
207,1982-01-18,127.96866666666666
208,1982-01-19,127.824
209,1982-01-20,127.69066666666666
210,1982-01-21,127.57300000000001
211,1982-01-22,127.42966666666666
212,1982-01-23,127.34833333333333
213,1982-01-25,127.26066666666667
214,1982-01-26,127.17599999999999
215,1982-01-27,127.086
216,1982-01-28,126.94900000000001
217,1982-01-29,126.80466666666666
218,1982-01-30,126.673
219,1982-02-01,126.54366666666667
220,1982-02-02,126.39166666666668
221,1982-02-03,126.20633333333333
222,1982-02-04,125.971
223,1982-02-05,125.738
224,1982-02-06,125.49766666666667
225,1982-02-08,125.56433333333334
226,1982-02-09,125.70333333333333
227,1982-02-10,125.68266666666666
228,1982-02-11,125.61266666666666
229,1982-02-12,125.577
230,1982-02-13,125.48466666666668
231,1982-02-15,125.38933333333334
232,1982-02-16,125.37666666666665
233,1982-02-17,125.39233333333333
234,1982-02-18,125.412
235,1982-02-19,125.50500000000001
236,1982-02-20,125.506
237,1982-02-22,125.40499999999999
238,1982-02-23,125.37166666666667
239,1982-02-24,125.40133333333333
240,1982-02-25,125.44
241,1982-02-26,125.50800000000001
242,1982-02-27,125.60200000000002
243,1982-03-02,125.69866666666667
244,1982-03-03,125.786
245,1982-03-04,125.98933333333335
246,1982-03-05,126.26766666666666
247,1982-03-06,126.56133333333334
248,1982-03-08,126.80066666666667
249,1982-03-09,127.04566666666668
250,1982-03-11,127.27233333333332
251,1982-03-12,127.486
252,1982-03-13,127.71533333333333
253,1982-03-15,127.87333333333332
254,1982-03-16,128.001
255,1982-03-17,128.049
256,1982-03-18,128.09733333333332
257,1982-03-19,128.14166666666668
258,1982-03-20,128.17566666666667
259,1982-03-22,128.20433333333332
260,1982-03-23,128.2913333333333
261,1982-03-24,128.34266666666664
262,1982-03-25,128.40966666666665
263,1982-03-26,128.45966666666666
264,1982-03-27,128.53833333333333
265,1982-03-29,128.594
266,1982-03-30,128.618
267,1982-03-31,128.75900000000001
268,1982-04-01,128.812
269,1982-04-02,128.81433333333334
270,1982-04-03,128.7976666666667
271,1982-04-06,128.74933333333334
272,1982-04-07,128.63733333333332
273,1982-04-08,128.54266666666666
274,1982-04-09,128.39399999999998
275,1982-04-10,128.12933333333334
276,1982-04-12,127.798
277,1982-04-13,127.42433333333334
278,1982-04-14,127.13533333333334
279,1982-04-15,126.82366666666667
280,1982-04-16,126.53433333333334
281,1982-04-17,126.26766666666667
282,1982-04-19,125.97099999999999
283,1982-04-20,125.65966666666667
284,1982-04-21,125.38466666666666
285,1982-04-22,125.24433333333333
286,1982-04-23,125.08033333333333
287,1982-04-24,124.94166666666666
288,1982-04-26,124.799
289,1982-04-27,124.59833333333333
290,1982-04-28,124.345
291,1982-04-29,124.12966666666668
292,1982-04-30,123.909
293,1982-05-03,123.64733333333334
294,1982-05-04,123.285
295,1982-05-06,122.81333333333333
296,1982-05-07,122.42933333333333
297,1982-05-08,122.04866666666665
298,1982-05-10,121.60833333333333
299,1982-05-11,121.13933333333333
300,1982-05-12,120.59866666666667
301,1982-05-13,120.03166666666667
302,1982-05-14,119.384
303,1982-05-15,118.77766666666666
304,1982-05-17,118.35866666666668
305,1982-05-18,118.011
306,1982-05-19,117.71933333333332
307,1982-05-20,117.52366666666667
308,1982-05-21,117.29400000000001
309,1982-05-22,117.103
310,1982-05-24,116.87733333333334
311,1982-05-25,116.67566666666667
312,1982-05-26,116.50033333333334
313,1982-05-27,116.31533333333333
314,1982-05-28,116.15833333333333
315,1982-05-29,115.88833333333334
316,1982-05-31,115.62866666666667
317,1982-06-01,115.42133333333335
318,1982-06-02,115.28299999999999
319,1982-06-03,115.21000000000001
320,1982-06-04,115.13366666666667
321,1982-06-05,115.06199999999998
322,1982-06-07,115.04166666666667
323,1982-06-08,115.01
324,1982-06-09,115.00233333333334
325,1982-06-10,115.10133333333333
326,1982-06-11,115.17366666666666
327,1982-06-12,115.218
328,1982-06-14,115.37833333333333
329,1982-06-15,115.51466666666667
330,1982-06-16,115.70700000000001
331,1982-06-17,115.933
332,1982-06-18,116.27
333,1982-06-19,116.52333333333333
334,1982-06-21,116.61899999999999
335,1982-06-22,116.66633333333333
336,1982-06-23,116.653
337,1982-06-24,116.52233333333334
338,1982-06-25,116.37733333333334
339,1982-06-26,116.31366666666668
340,1982-06-28,116.52433333333333
341,1982-06-29,116.80566666666667
342,1982-06-30,117.075
343,1982-07-01,117.31133333333334
344,1982-07-02,117.62266666666667
345,1982-07-03,117.91266666666667
346,1982-07-05,118.08433333333332
347,1982-07-06,118.097
348,1982-07-07,118.16433333333335
349,1982-07-08,118.17866666666667
350,1982-07-09,118.163
351,1982-07-10,118.164
352,1982-07-12,118.12266666666667
353,1982-07-13,118.15666666666667
354,1982-07-14,118.258
355,1982-07-15,118.368
356,1982-07-16,118.52
357,1982-07-19,118.64766666666667
358,1982-07-20,118.72800000000001
359,1982-07-21,118.83366666666667
360,1982-07-22,118.98966666666666
361,1982-07-23,119.17366666666666
362,1982-07-24,119.38066666666667
363,1982-07-26,119.60633333333334
364,1982-07-27,119.84733333333334
365,1982-07-28,120.12933333333334
366,1982-07-29,120.43533333333333
367,1982-07-30,120.81366666666666
368,1982-07-31,121.219
369,1982-08-02,121.53533333333333
370,1982-08-03,121.625
371,1982-08-04,121.68433333333333
372,1982-08-05,121.74833333333332
373,1982-08-06,121.87933333333334
374,1982-08-07,121.901
375,1982-08-09,121.91866666666667
376,1982-08-10,122.06233333333334
377,1982-08-11,122.32533333333332
378,1982-08-12,122.59666666666665
379,1982-08-13,122.882
380,1982-08-14,123.16233333333334
381,1982-08-16,123.387
382,1982-08-17,123.56099999999999
383,1982-08-18,123.69966666666666
384,1982-08-19,123.80266666666668
385,1982-08-20,123.87999999999998
386,1982-08-21,123.94566666666667
387,1982-08-23,123.96933333333332
388,1982-08-24,124.009
389,1982-08-25,124.08933333333333
390,1982-08-26,124.12233333333332
391,1982-08-27,124.14266666666666
392,1982-08-28,124.16466666666666
393,1982-08-30,124.15666666666667
394,1982-08-31,124.143
395,1982-09-01,124.08566666666667
396,1982-09-02,123.98533333333333
397,1982-09-03,123.83266666666667
398,1982-09-04,123.647
399,1982-09-06,123.40599999999999
400,1982-09-07,123.238
401,1982-09-08,123.02066666666666
402,1982-09-09,122.79166666666667
403,1982-09-10,122.567
404,1982-09-11,122.33033333333333
405,1982-09-13,122.109
406,1982-09-14,121.89
407,1982-09-15,121.687
408,1982-09-16,121.36300000000001
409,1982-09-17,121.03366666666666
410,1982-09-18,120.69633333333334
411,1982-09-20,120.36733333333333
412,1982-09-21,120.08133333333333
413,1982-09-22,119.79866666666666
414,1982-09-23,119.55633333333331
415,1982-09-24,119.32733333333334
416,1982-09-25,119.08966666666667
417,1982-09-27,118.89366666666666
418,1982-09-28,118.76133333333333
419,1982-09-29,118.66233333333334
420,1982-09-30,118.58766666666666
421,1982-10-04,118.51633333333334
422,1982-10-05,118.39433333333334
423,1982-10-06,118.28133333333334
424,1982-10-07,118.19066666666667
425,1982-10-08,118.13366666666666
426,1982-10-11,118.10466666666666
427,1982-10-12,118.07533333333335
428,1982-10-13,118.03833333333333
429,1982-10-14,118.04466666666667
430,1982-10-15,117.98233333333333
431,1982-10-16,117.92566666666667
432,1982-10-18,117.86433333333335
433,1982-10-19,117.80266666666667
434,1982-10-20,117.75500000000001
435,1982-10-21,117.81766666666665
436,1982-10-22,117.83866666666667
437,1982-10-23,117.81166666666667
438,1982-10-25,117.88033333333333
439,1982-10-26,117.94433333333333
440,1982-10-27,118.06166666666668
441,1982-10-28,118.21266666666666
442,1982-10-29,118.30133333333333
443,1982-10-30,118.51466666666667
444,1982-11-01,118.74033333333334
445,1982-11-02,118.94633333333333
446,1982-11-03,119.161
447,1982-11-04,119.35266666666666
448,1982-11-05,119.489
449,1982-11-06,119.57400000000001
450,1982-11-08,119.628
451,1982-11-09,119.70533333333333
452,1982-11-10,119.80233333333332
453,1982-11-11,119.912
454,1982-11-12,120.02399999999999
455,1982-11-13,120.12966666666667
456,1982-11-15,120.25033333333334
457,1982-11-16,120.38633333333333
458,1982-11-17,120.54266666666668
459,1982-11-18,120.69766666666666
460,1982-11-19,120.86500000000001
461,1982-11-20,121.01433333333334
462,1982-11-22,121.19833333333332
463,1982-11-23,121.38366666666667
464,1982-11-24,121.56033333333333
465,1982-11-25,121.661
466,1982-11-26,121.801
467,1982-11-27,121.992
468,1982-11-29,122.133
469,1982-11-30,122.27666666666667
470,1982-12-01,122.41533333333334
471,1982-12-02,122.56833333333333
472,1982-12-03,122.78633333333333
473,1982-12-04,122.91933333333333
474,1982-12-06,123.00366666666667
475,1982-12-07,123.12266666666667
476,1982-12-08,123.25266666666668
477,1982-12-09,123.42566666666667
478,1982-12-10,123.605
479,1982-12-11,123.77966666666666
480,1982-12-13,123.99433333333333
481,1982-12-14,124.18633333333334
482,1982-12-15,124.364
483,1982-12-16,124.54033333333334
484,1982-12-17,124.70599999999999
485,1982-12-18,124.84033333333333
486,1982-12-20,124.962
487,1982-12-21,125.07966666666668
488,1982-12-22,125.19
489,1982-12-23,125.31
490,1982-12-24,125.526
491,1983-01-04,125.54066666666667
492,1983-01-05,125.547
493,1983-01-06,125.569
494,1983-01-07,125.548
495,1983-01-08,125.49766666666666
496,1983-01-10,125.44466666666668
497,1983-01-11,125.325
498,1983-01-12,125.19666666666666
499,1983-01-13,125.09433333333332
500,1983-01-14,124.98299999999999
501,1983-01-15,124.84400000000001
502,1983-01-17,124.70966666666668
503,1983-01-18,124.55300000000001
504,1983-01-19,124.36566666666667
505,1983-01-20,124.14666666666668
506,1983-01-21,123.877
507,1983-01-22,123.596
508,1983-01-24,123.30533333333332
509,1983-01-25,122.98833333333333
510,1983-01-26,122.65666666666667
511,1983-01-27,122.28733333333334
512,1983-01-28,121.94700000000002
513,1983-01-29,121.65233333333332
514,1983-01-31,121.343
515,1983-02-01,121.028
516,1983-02-02,120.75633333333332
517,1983-02-03,120.51233333333333
518,1983-02-04,120.29266666666668
519,1983-02-05,120.05933333333333
520,1983-02-07,119.72033333333334
521,1983-02-08,119.60833333333333
522,1983-02-09,119.509
523,1983-02-10,119.45366666666665
524,1983-02-11,119.46000000000001
525,1983-02-12,119.494
526,1983-02-14,119.529
527,1983-02-15,119.61933333333333
528,1983-02-16,119.67699999999999
529,1983-02-17,119.73833333333333
530,1983-02-18,119.79833333333335
531,1983-02-19,119.87966666666667
532,1983-02-21,119.925
533,1983-02-22,119.97833333333332
534,1983-02-23,120.06566666666666
535,1983-02-24,120.201
536,1983-02-25,120.35466666666666
537,1983-02-26,120.521
538,1983-02-28,120.69333333333334
539,1983-03-02,120.839
540,1983-03-03,120.97366666666667
541,1983-03-04,121.15166666666667
542,1983-03-05,121.32666666666665
543,1983-03-07,121.446
544,1983-03-08,121.57266666666666
545,1983-03-09,121.716
546,1983-03-11,121.812
547,1983-03-12,121.86966666666667
548,1983-03-14,121.91566666666667
549,1983-03-15,121.97533333333334
550,1983-03-16,122.02
551,1983-03-17,122.041
552,1983-03-18,122.055
553,1983-03-19,122.02400000000002
554,1983-03-21,121.95866666666666
555,1983-03-22,121.83766666666665
556,1983-03-23,121.73033333333333
557,1983-03-24,121.64466666666667
558,1983-03-25,121.57866666666668
559,1983-03-26,121.49933333333334
560,1983-03-28,121.38733333333333
561,1983-03-29,121.26466666666667
562,1983-03-30,121.15833333333333
563,1983-03-31,121.05833333333334
564,1983-04-01,120.97233333333334
565,1983-04-02,120.864
566,1983-04-04,120.73733333333332
567,1983-04-06,120.59533333333334
568,1983-04-07,120.46133333333334
569,1983-04-08,120.40266666666666
570,1983-04-09,120.369
571,1983-04-11,120.32933333333332
572,1983-04-12,120.27
573,1983-04-13,120.29333333333334
574,1983-04-14,120.35999999999999
575,1983-04-15,120.45833333333333
576,1983-04-16,120.61566666666667
577,1983-04-18,120.79333333333332
578,1983-04-19,121.01966666666667
579,1983-04-20,121.265
580,1983-04-21,121.593
581,1983-04-22,121.92466666666668
582,1983-04-23,122.211
583,1983-04-25,122.53066666666668
584,1983-04-26,122.86133333333333
585,1983-04-27,123.24266666666668
586,1983-04-28,123.58933333333334
587,1983-04-29,123.92233333333334
588,1983-04-30,124.31099999999999
589,1983-05-02,124.73966666666666
590,1983-05-03,125.16033333333333
591,1983-05-04,125.645
592,1983-05-06,126.12166666666666
593,1983-05-07,126.593
594,1983-05-09,127.074
595,1983-05-10,127.46233333333333
596,1983-05-11,127.80433333333333
597,1983-05-12,128.04733333333334
598,1983-05-13,128.31333333333333
599,1983-05-14,128.53533333333334
600,1983-05-16,128.63966666666667
601,1983-05-17,128.72
602,1983-05-18,128.854
603,1983-05-19,128.96033333333332
604,1983-05-21,129.0066666666667
605,1983-05-23,128.988
606,1983-05-24,128.943
607,1983-05-25,128.91166666666666
608,1983-05-26,128.83266666666665
609,1983-05-27,128.74333333333334
610,1983-05-28,128.61566666666667
611,1983-05-30,128.484
612,1983-05-31,128.38966666666667
613,1983-06-01,128.25733333333332
614,1983-06-02,128.10033333333334
615,1983-06-03,127.91933333333333
616,1983-06-04,127.77099999999999
617,1983-06-07,127.57133333333333
618,1983-06-08,127.28966666666666
619,1983-06-09,126.95566666666667
620,1983-06-10,126.619
621,1983-06-11,126.21000000000001
622,1983-06-13,125.81500000000001
623,1983-06-14,125.54366666666668
624,1983-06-15,125.20566666666667
625,1983-06-16,124.916
626,1983-06-17,124.70833333333333
627,1983-06-18,124.595
628,1983-06-20,124.46633333333334
629,1983-06-21,124.41033333333333
630,1983-06-22,124.43333333333334
631,1983-06-23,124.47466666666666
632,1983-06-24,124.463
633,1983-06-25,124.425
634,1983-06-27,124.412
635,1983-06-28,124.40533333333335
636,1983-06-29,124.33466666666666
637,1983-06-30,124.22333333333334
638,1983-07-01,124.119
639,1983-07-02,124.0
640,1983-07-04,123.84066666666666
641,1983-07-05,123.709
642,1983-07-06,123.589
643,1983-07-07,123.46866666666666
644,1983-07-08,123.38966666666666
645,1983-07-09,123.33633333333334
646,1983-07-11,123.259
647,1983-07-12,123.175
648,1983-07-13,123.11
649,1983-07-14,123.06733333333334
650,1983-07-15,123.04866666666666
651,1983-07-16,123.04899999999999
652,1983-07-18,123.09533333333334
653,1983-07-19,123.02099999999999
654,1983-07-20,122.97600000000001
655,1983-07-21,123.0
656,1983-07-22,123.00533333333334
657,1983-07-23,123.02566666666667
658,1983-07-25,123.03999999999999
659,1983-07-26,123.00333333333333
660,1983-07-27,122.975
661,1983-07-28,122.96166666666666
662,1983-07-29,122.97833333333332
663,1983-07-30,122.988
664,1983-08-01,122.97233333333334
665,1983-08-02,122.97399999999999
666,1983-08-03,123.01733333333333
667,1983-08-04,123.08666666666666
668,1983-08-05,123.16
669,1983-08-06,123.23299999999999
670,1983-08-08,123.30766666666666
671,1983-08-09,123.36533333333334
672,1983-08-10,123.39333333333335
673,1983-08-11,123.41266666666667
674,1983-08-12,123.43400000000001
675,1983-08-13,123.43833333333333
676,1983-08-16,123.45533333333334
677,1983-08-17,123.463
678,1983-08-18,123.50399999999999
679,1983-08-19,123.50366666666666
680,1983-08-20,123.50033333333333
681,1983-08-22,123.50800000000001
682,1983-08-23,123.43166666666666
683,1983-08-24,123.32866666666668
684,1983-08-25,123.227
685,1983-08-26,123.07333333333334
686,1983-08-27,122.91733333333332
687,1983-08-29,122.74066666666666
688,1983-08-30,122.58200000000001
689,1983-08-31,122.41066666666667
690,1983-09-01,122.20599999999999
691,1983-09-02,121.971
692,1983-09-03,121.72333333333334
693,1983-09-05,121.521
694,1983-09-06,121.368
695,1983-09-07,121.27
696,1983-09-08,121.162
697,1983-09-09,121.036
698,1983-09-10,120.88933333333334
699,1983-09-12,120.72933333333334
700,1983-09-13,120.577
701,1983-09-14,120.42699999999999
702,1983-09-15,120.28433333333332
703,1983-09-16,120.159
704,1983-09-17,120.04999999999998
705,1983-09-19,119.93533333333333
706,1983-09-20,119.83433333333332
707,1983-09-22,119.77466666666668
708,1983-09-23,119.675
709,1983-09-24,119.584
710,1983-09-26,119.46566666666668
711,1983-09-27,119.29933333333334
712,1983-09-28,119.17666666666668
713,1983-09-29,119.05
714,1983-09-30,118.97633333333333
715,1983-10-04,118.92566666666667
716,1983-10-05,118.85466666666667
717,1983-10-06,118.79366666666667
718,1983-10-07,118.70700000000001
719,1983-10-08,118.634
720,1983-10-10,118.56433333333334
721,1983-10-11,118.55933333333334
722,1983-10-12,118.55833333333334
723,1983-10-13,118.545
724,1983-10-14,118.53299999999999
725,1983-10-15,118.455
726,1983-10-17,118.38499999999999
727,1983-10-18,118.31133333333334
728,1983-10-19,118.259
729,1983-10-20,118.20766666666667
730,1983-10-21,118.18433333333334
731,1983-10-22,118.171
732,1983-10-24,118.148
733,1983-10-25,118.09733333333334
734,1983-10-26,118.04300000000002
735,1983-10-27,117.99600000000001
736,1983-10-28,117.98833333333333
737,1983-10-29,117.99333333333333
738,1983-10-31,118.06466666666667
739,1983-11-01,118.14733333333334
740,1983-11-02,118.27333333333334
741,1983-11-03,118.43299999999999
742,1983-11-04,118.568
743,1983-11-05,118.70700000000001
744,1983-11-07,118.82433333333333
745,1983-11-08,118.92399999999999
746,1983-11-09,119.02766666666666
747,1983-11-10,119.13566666666667
748,1983-11-11,119.27466666666668
749,1983-11-12,119.41066666666667
750,1983-11-14,119.56333333333332
751,1983-11-15,119.65333333333334
752,1983-11-16,119.77666666666666
753,1983-11-17,119.83966666666667
754,1983-11-18,119.84966666666668
755,1983-11-19,119.85300000000001
756,1983-11-21,119.84933333333333
757,1983-11-22,119.85966666666667
758,1983-11-23,119.84899999999999
759,1983-11-24,119.855
760,1983-11-25,119.83833333333334
761,1983-11-26,119.80733333333333
762,1983-11-28,119.79433333333333
763,1983-11-29,119.797
764,1983-11-30,119.788
765,1983-12-01,119.79266666666666
766,1983-12-02,119.72600000000001
767,1983-12-03,119.63233333333334
768,1983-12-05,119.49366666666667
769,1983-12-06,119.36766666666668
770,1983-12-07,119.20866666666666
771,1983-12-08,119.09266666666667
772,1983-12-09,119.00533333333333
773,1983-12-10,118.946
774,1983-12-12,118.89766666666667
775,1983-12-13,118.88133333333333
776,1983-12-14,118.87033333333333
777,1983-12-15,118.85533333333333
778,1983-12-16,118.83566666666665
779,1983-12-17,118.83333333333333
780,1983-12-19,118.87766666666668
781,1983-12-20,118.93266666666666
782,1983-12-21,118.925
783,1983-12-22,118.952
784,1983-12-23,118.99666666666666
785,1983-12-24,119.05733333333333
786,1984-01-04,118.934
787,1984-01-05,118.81433333333332
788,1984-01-06,118.70966666666666
789,1984-01-07,118.61433333333333
790,1984-01-09,118.52733333333332
791,1984-01-10,118.44433333333333
792,1984-01-11,118.45566666666667
793,1984-01-12,118.48566666666667
794,1984-01-13,118.51733333333333
795,1984-01-14,118.52466666666668
796,1984-01-16,118.56633333333333
797,1984-01-17,118.59566666666666
798,1984-01-18,118.60633333333334
799,1984-01-19,118.62833333333333
800,1984-01-20,118.66733333333335
801,1984-01-21,118.66499999999999
802,1984-01-23,118.68966666666667
803,1984-01-24,118.72366666666667
804,1984-01-25,118.735
805,1984-01-26,118.74499999999999
806,1984-01-27,118.78699999999999
807,1984-01-28,118.877
808,1984-01-30,118.98233333333334
809,1984-01-31,119.097
810,1984-02-01,119.27299999999998
811,1984-02-02,119.52766666666666
812,1984-02-03,119.71766666666667
813,1984-02-04,119.97733333333333
814,1984-02-06,120.278
815,1984-02-07,120.593
816,1984-02-08,121.09666666666666
817,1984-02-09,121.50600000000001
818,1984-02-10,121.95700000000001
819,1984-02-11,122.48466666666667
820,1984-02-13,123.055
821,1984-02-14,123.62833333333334
822,1984-02-15,124.11533333333334
823,1984-02-16,124.566
824,1984-02-17,124.98166666666665
825,1984-02-18,125.398
826,1984-02-20,125.75
827,1984-02-21,126.10566666666666
828,1984-02-22,126.48833333333333
829,1984-02-23,126.85333333333332
830,1984-02-24,127.24566666666668
831,1984-02-25,127.65066666666667
832,1984-02-27,127.96366666666667
833,1984-02-28,128.26866666666666
834,1984-02-29,128.58666666666667
835,1984-03-02,128.87333333333333
836,1984-03-03,129.11333333333334
837,1984-03-05,129.311
838,1984-03-06,129.47033333333331
839,1984-03-07,129.582
840,1984-03-08,129.567
841,1984-03-09,129.50466666666665
842,1984-03-12,129.51566666666665
843,1984-03-13,129.43133333333333
844,1984-03-14,129.345
845,1984-03-15,129.26466666666667
846,1984-03-16,129.21333333333334
847,1984-03-17,129.22666666666666
848,1984-03-19,129.20533333333336
849,1984-03-20,129.09900000000002
850,1984-03-21,128.97899999999998
851,1984-03-22,128.857
852,1984-03-23,128.736
853,1984-03-24,128.69266666666667
854,1984-03-26,128.727
855,1984-03-27,128.75666666666666
856,1984-03-28,128.873
857,1984-03-29,129.00333333333333
858,1984-03-30,129.105
859,1984-03-31,129.244
860,1984-04-02,129.35466666666667
861,1984-04-03,129.446
862,1984-04-04,129.60766666666666
863,1984-04-06,129.81433333333334
864,1984-04-07,130.00233333333333
865,1984-04-09,130.213
866,1984-04-10,130.423
867,1984-04-11,130.61466666666666
868,1984-04-12,130.773
869,1984-04-13,130.92466666666667
870,1984-04-14,131.159
871,1984-04-16,131.318
872,1984-04-17,131.46866666666668
873,1984-04-18,131.62066666666666
874,1984-04-19,131.767
875,1984-04-20,131.85133333333334
876,1984-04-21,131.93666666666667
877,1984-04-23,132.07666666666668
878,1984-04-24,132.24966666666666
879,1984-04-25,132.43133333333333
880,1984-04-26,132.56300000000002
881,1984-04-27,132.711
882,1984-04-28,132.89933333333335
