,Date,Close
97,1981-08-28,141.82777777777778
98,1981-08-29,142.0677777777778
99,1981-08-31,142.27444444444444
100,1981-09-01,142.48555555555555
101,1981-09-02,142.69333333333336
102,1981-09-03,142.92444444444445
103,1981-09-04,143.17777777777778
104,1981-09-05,143.43444444444444
105,1981-09-07,143.69777777777776
106,1981-09-08,143.95666666666668
107,1981-09-09,144.24222222222224
108,1981-09-10,144.50333333333336
109,1981-09-11,144.75444444444443
110,1981-09-14,144.98
111,1981-09-15,145.1888888888889
112,1981-09-16,145.3711111111111
113,1981-09-17,145.53111111111113
114,1981-09-18,145.71555555555557
115,1981-09-19,145.89000000000001
116,1981-09-21,146.02555555555557
117,1981-09-22,146.16333333333336
118,1981-09-23,146.2866666666667
119,1981-09-24,146.37444444444446
120,1981-09-25,146.4311111111111
121,1981-09-26,146.48999999999998
122,1981-09-28,146.51666666666668
123,1981-09-29,146.50333333333333
124,1981-09-30,146.44444444444446
125,1981-10-02,146.4088888888889
126,1981-10-05,146.38555555555556
127,1981-10-06,146.42
128,1981-10-07,146.50555555555556
129,1981-10-08,146.5077777777778
130,1981-10-10,146.49555555555557
131,1981-10-12,146.4633333333333
132,1981-10-13,146.4077777777778
133,1981-10-14,146.34555555555556
134,1981-10-15,146.2511111111111
135,1981-10-16,146.13222222222223
136,1981-10-17,145.9911111111111
137,1981-10-19,145.8122222222222
138,1981-10-20,145.5988888888889
139,1981-10-21,145.30444444444444
140,1981-10-22,145.0288888888889
141,1981-10-23,144.7311111111111
142,1981-10-24,144.41222222222223
143,1981-10-26,144.02777777777777
144,1981-10-27,143.57777777777778
145,1981-10-28,143.16444444444446
146,1981-10-29,142.72
147,1981-10-30,142.29111111111112
148,1981-10-31,141.8766666666667
149,1981-11-02,141.49333333333334
150,1981-11-03,141.18333333333334
151,1981-11-04,140.89333333333332
152,1981-11-05,140.57444444444445
153,1981-11-06,140.1988888888889
154,1981-11-07,139.85888888888888
155,1981-11-09,139.4922222222222
156,1981-11-10,139.14666666666668
157,1981-11-11,138.83
158,1981-11-12,138.54777777777778
159,1981-11-13,138.27777777777777
160,1981-11-14,138.03222222222223
161,1981-11-16,137.8377777777778
162,1981-11-17,137.62444444444446
163,1981-11-18,137.4
164,1981-11-19,137.17777777777778
165,1981-11-20,136.9922222222222
166,1981-11-21,136.80111111111108
167,1981-11-23,136.64333333333332
168,1981-11-24,136.47666666666666
169,1981-11-25,136.26444444444445
170,1981-11-26,136.03111111111113
171,1981-11-27,135.81444444444443
172,1981-11-28,135.6288888888889
173,1981-11-30,135.45111111111112
174,1981-12-01,135.2722222222222
175,1981-12-02,135.11222222222221
176,1981-12-03,134.98444444444445
177,1981-12-04,134.83
178,1981-12-05,134.6988888888889
179,1981-12-07,134.57222222222222
180,1981-12-08,134.4288888888889
181,1981-12-09,134.26222222222222
182,1981-12-10,134.08777777777777
183,1981-12-11,133.92333333333335
184,1981-12-12,133.79444444444445
185,1981-12-14,133.66444444444446
186,1981-12-15,133.54333333333332
187,1981-12-16,133.4111111111111
188,1981-12-17,133.2788888888889
189,1981-12-18,133.15555555555557
190,1981-12-19,133.02444444444444
191,1981-12-21,132.89777777777778
192,1981-12-22,132.76444444444445
193,1981-12-23,132.6266666666667
194,1981-12-24,132.48000000000002
195,1982-01-04,132.2411111111111
196,1982-01-05,131.99177777777777
197,1982-01-06,131.7651111111111
198,1982-01-07,131.56133333333332
199,1982-01-08,131.35177777777778
200,1982-01-09,131.17533333333333
201,1982-01-11,131.00022222222222
202,1982-01-12,130.8167777777778
203,1982-01-13,130.64944444444444
204,1982-01-14,130.4561111111111
205,1982-01-15,130.241
206,1982-01-16,130.06144444444442
207,1982-01-18,129.90066666666667
208,1982-01-19,129.74911111111112
209,1982-01-20,129.61133333333333
210,1982-01-21,129.48100000000002
211,1982-01-22,129.33433333333335
212,1982-01-23,129.21055555555557
213,1982-01-25,129.11022222222223
214,1982-01-26,129.04755555555556
215,1982-01-27,128.93422222222222
216,1982-01-28,128.763
217,1982-01-29,128.5748888888889
218,1982-01-30,128.3876666666667
219,1982-02-01,128.23566666666665
220,1982-02-02,128.0727777777778
221,1982-02-03,127.93211111111113
222,1982-02-04,127.8058888888889
223,1982-02-05,127.676
224,1982-02-06,127.57366666666668
225,1982-02-08,127.50255555555557
226,1982-02-09,127.43622222222223
227,1982-02-10,127.36933333333334
228,1982-02-11,127.29111111111112
229,1982-02-12,127.24411111111112
230,1982-02-13,127.20244444444444
231,1982-02-15,127.1711111111111
232,1982-02-16,127.13677777777777
233,1982-02-17,127.13466666666667
234,1982-02-18,127.14344444444444
235,1982-02-19,127.15377777777778
236,1982-02-20,127.17677777777777
237,1982-02-22,127.20233333333333
238,1982-02-23,127.22188888888888
239,1982-02-24,127.25177777777778
240,1982-02-25,127.24433333333333
241,1982-02-26,127.23144444444445
242,1982-02-27,127.249
243,1982-03-02,127.29422222222222
244,1982-03-03,127.34622222222222
245,1982-03-04,127.45400000000001
246,1982-03-05,127.58333333333333
247,1982-03-06,127.72755555555555
248,1982-03-08,127.84344444444444
249,1982-03-09,127.92533333333334
250,1982-03-11,127.99244444444446
251,1982-03-12,128.023
252,1982-03-13,128.061
253,1982-03-15,128.08044444444445
254,1982-03-16,128.07844444444447
255,1982-03-17,128.02777777777777
256,1982-03-18,127.95533333333334
257,1982-03-19,127.83766666666668
258,1982-03-20,127.73966666666668
259,1982-03-22,127.67333333333333
260,1982-03-23,127.6528888888889
261,1982-03-24,127.60755555555556
262,1982-03-25,127.56111111111112
263,1982-03-26,127.5078888888889
264,1982-03-27,127.47622222222223
265,1982-03-29,127.45733333333334
266,1982-03-30,127.40944444444445
267,1982-03-31,127.37755555555555
268,1982-04-01,127.3358888888889
269,1982-04-02,127.30211111111112
270,1982-04-03,127.27022222222222
271,1982-04-06,127.22900000000001
272,1982-04-07,127.1958888888889
273,1982-04-08,127.16733333333333
274,1982-04-09,127.11866666666667
275,1982-04-10,127.06822222222222
276,1982-04-12,127.0048888888889
277,1982-04-13,126.93011111111112
278,1982-04-14,126.86966666666667
279,1982-04-15,126.80433333333333
280,1982-04-16,126.73277777777777
281,1982-04-17,126.65333333333332
282,1982-04-19,126.55244444444446
283,1982-04-20,126.42366666666666
284,1982-04-21,126.29444444444445
285,1982-04-22,126.28588888888888
286,1982-04-23,126.29366666666667
287,1982-04-24,126.25533333333335
288,1982-04-26,126.19577777777779
289,1982-04-27,126.12655555555556
290,1982-04-28,126.04033333333332
291,1982-04-29,125.95388888888887
292,1982-04-30,125.89844444444445
293,1982-05-03,125.83311111111111
294,1982-05-04,125.7451111111111
295,1982-05-06,125.63744444444443
296,1982-05-07,125.51777777777778
297,1982-05-08,125.40422222222222
298,1982-05-10,125.264
299,1982-05-11,125.11833333333333
300,1982-05-12,124.94544444444445
301,1982-05-13,124.763
302,1982-05-14,124.54111111111109
303,1982-05-15,124.33966666666666
304,1982-05-17,124.17955555555555
305,1982-05-18,124.04322222222221
306,1982-05-19,123.92833333333334
307,1982-05-20,123.83644444444445
308,1982-05-21,123.74333333333333
309,1982-05-22,123.65744444444445
310,1982-05-24,123.56133333333332
311,1982-05-25,123.47644444444444
312,1982-05-26,123.39555555555555
313,1982-05-27,123.28277777777778
314,1982-05-28,123.18133333333333
315,1982-05-29,123.06055555555554
316,1982-05-31,122.93544444444443
317,1982-06-01,122.83488888888888
318,1982-06-02,122.75255555555555
319,1982-06-03,122.67088888888888
320,1982-06-04,122.59
321,1982-06-05,122.51144444444445
322,1982-06-07,122.45344444444446
323,1982-06-08,122.37233333333333
324,1982-06-09,122.27522222222221
325,1982-06-10,122.16955555555556
326,1982-06-11,122.07366666666668
327,1982-06-12,122.00855555555556
328,1982-06-14,121.93288888888888
329,1982-06-15,121.82277777777779
330,1982-06-16,121.70111111111112
331,1982-06-17,121.57133333333333
332,1982-06-18,121.43044444444445
333,1982-06-19,121.28122222222224
334,1982-06-21,121.12388888888889
335,1982-06-22,120.93555555555554
336,1982-06-23,120.72344444444445
337,1982-06-24,120.49011111111112
338,1982-06-25,120.2688888888889
339,1982-06-26,120.08011111111111
340,1982-06-28,119.97866666666667
341,1982-06-29,119.91633333333333
342,1982-06-30,119.84877777777777
343,1982-07-01,119.7621111111111
344,1982-07-02,119.72188888888888
345,1982-07-03,119.68177777777778
346,1982-07-05,119.59777777777776
347,1982-07-06,119.48666666666666
348,1982-07-07,119.41544444444443
349,1982-07-08,119.32900000000001
350,1982-07-09,119.21388888888889
351,1982-07-10,119.11855555555556
352,1982-07-12,119.02444444444443
353,1982-07-13,118.93799999999997
354,1982-07-14,118.84844444444445
355,1982-07-15,118.76088888888889
356,1982-07-16,118.70766666666667
357,1982-07-19,118.63811111111112
358,1982-07-20,118.57155555555553
359,1982-07-21,118.49588888888889
360,1982-07-22,118.43177777777778
361,1982-07-23,118.37944444444445
362,1982-07-24,118.34488888888887
363,1982-07-26,118.30244444444443
364,1982-07-27,118.275
365,1982-07-28,118.2688888888889
366,1982-07-29,118.26922222222221
367,1982-07-30,118.28655555555555
368,1982-07-31,118.29677777777776
369,1982-08-02,118.31733333333332
370,1982-08-03,118.34222222222223
371,1982-08-04,118.38855555555557
372,1982-08-05,118.44122222222221
373,1982-08-06,118.50200000000001
374,1982-08-07,118.56066666666668
375,1982-08-09,118.57322222222223
376,1982-08-10,118.59177777777778
377,1982-08-11,118.61455555555555
378,1982-08-12,118.68133333333333
379,1982-08-13,118.75688888888888
380,1982-08-14,118.81966666666668
381,1982-08-16,118.87100000000001
382,1982-08-17,118.90844444444443
383,1982-08-18,118.95544444444447
384,1982-08-19,119.02100000000002
385,1982-08-20,119.11644444444444
386,1982-08-21,119.21311111111112
387,1982-08-23,119.27833333333335
388,1982-08-24,119.37177777777777
389,1982-08-25,119.47922222222222
390,1982-08-26,119.60633333333332
391,1982-08-27,119.7497777777778
392,1982-08-28,119.93844444444446
393,1982-08-30,120.09544444444444
394,1982-08-31,120.20311111111111
395,1982-09-01,120.29377777777778
396,1982-09-02,120.35788888888888
397,1982-09-03,120.38955555555555
398,1982-09-04,120.41444444444444
399,1982-09-06,120.41833333333332
400,1982-09-07,120.46244444444446
401,1982-09-08,120.50355555555555
402,1982-09-09,120.53833333333334
403,1982-09-10,120.58588888888889
404,1982-09-11,120.61800000000001
405,1982-09-13,120.64677777777779
406,1982-09-14,120.67888888888889
407,1982-09-15,120.7031111111111
408,1982-09-16,120.708
409,1982-09-17,120.6981111111111
410,1982-09-18,120.67388888888888
411,1982-09-20,120.63944444444444
412,1982-09-21,120.58833333333332
413,1982-09-22,120.55166666666666
414,1982-09-23,120.539
415,1982-09-24,120.52511111111109
416,1982-09-25,120.51844444444444
417,1982-09-27,120.50355555555555
418,1982-09-28,120.49944444444445
419,1982-09-29,120.52844444444443
420,1982-09-30,120.56655555555555
421,1982-10-04,120.61088888888891
422,1982-10-05,120.64655555555557
423,1982-10-06,120.68144444444444
424,1982-10-07,120.727
425,1982-10-08,120.7828888888889
426,1982-10-11,120.84177777777778
427,1982-10-12,120.90722222222222
428,1982-10-13,120.9681111111111
429,1982-10-14,120.99533333333333
430,1982-10-15,120.94844444444443
431,1982-10-16,120.87688888888889
432,1982-10-18,120.80144444444446
433,1982-10-19,120.74966666666668
434,1982-10-20,120.66211111111112
435,1982-10-21,120.61511111111109
436,1982-10-22,120.597
437,1982-10-23,120.60799999999999
438,1982-10-25,120.61333333333334
439,1982-10-26,120.61999999999999
440,1982-10-27,120.6401111111111
441,1982-10-28,120.65566666666668
442,1982-10-29,120.6478888888889
443,1982-10-30,120.67100000000002
444,1982-11-01,120.69977777777777
445,1982-11-02,120.7178888888889
446,1982-11-03,120.73211111111111
447,1982-11-04,120.73855555555555
448,1982-11-05,120.75311111111112
449,1982-11-06,120.77522222222223
450,1982-11-08,120.77933333333333
451,1982-11-09,120.78811111111112
452,1982-11-10,120.78711111111112
453,1982-11-11,120.78333333333333
454,1982-11-12,120.78588888888888
455,1982-11-13,120.78299999999999
456,1982-11-15,120.7801111111111
457,1982-11-16,120.76477777777778
458,1982-11-17,120.74266666666666
459,1982-11-18,120.71611111111112
460,1982-11-19,120.6951111111111
461,1982-11-20,120.65355555555556
462,1982-11-22,120.61811111111112
463,1982-11-23,120.58444444444444
464,1982-11-24,120.54855555555554
465,1982-11-25,120.52922222222222
466,1982-11-26,120.50988888888888
467,1982-11-27,120.49688888888888
468,1982-11-29,120.45877777777778
469,1982-11-30,120.41822222222224
470,1982-12-01,120.39111111111112
471,1982-12-02,120.38277777777776
472,1982-12-03,120.38966666666668
473,1982-12-04,120.41088888888888
474,1982-12-06,120.43344444444445
475,1982-12-07,120.46544444444446
476,1982-12-08,120.50111111111111
477,1982-12-09,120.55733333333333
478,1982-12-10,120.61844444444445
479,1982-12-11,120.672
480,1982-12-13,120.73666666666666
481,1982-12-14,120.80266666666667
482,1982-12-15,120.85355555555556
483,1982-12-16,120.91122222222222
484,1982-12-17,120.97355555555555
485,1982-12-18,121.03455555555556
486,1982-12-20,121.10566666666666
487,1982-12-21,121.18044444444445
488,1982-12-22,121.257
489,1982-12-23,121.35077777777778
490,1982-12-24,121.45777777777779
491,1983-01-04,121.49355555555556
492,1983-01-05,121.53655555555557
493,1983-01-06,121.5851111111111
494,1983-01-07,121.6211111111111
495,1983-01-08,121.65877777777777
496,1983-01-10,121.69477777777779
497,1983-01-11,121.70955555555557
498,1983-01-12,121.73666666666668
499,1983-01-13,121.77177777777779
500,1983-01-14,121.82000000000001
501,1983-01-15,121.875
502,1983-01-17,121.93244444444444
503,1983-01-18,121.99566666666668
504,1983-01-19,122.03655555555557
505,1983-01-20,122.0718888888889
506,1983-01-21,122.09688888888888
507,1983-01-22,122.12477777777778
508,1983-01-24,122.1331111111111
509,1983-01-25,122.114
510,1983-01-26,122.093
511,1983-01-27,122.05966666666666
512,1983-01-28,122.03777777777778
513,1983-01-29,122.03488888888889
514,1983-01-31,122.02433333333335
515,1983-02-01,121.99933333333334
516,1983-02-02,121.98955555555555
517,1983-02-03,121.99277777777777
518,1983-02-04,122.00844444444445
519,1983-02-05,122.02233333333334
520,1983-02-07,122.03711111111112
521,1983-02-08,122.05444444444444
522,1983-02-09,122.08477777777777
523,1983-02-10,122.13544444444445
524,1983-02-11,122.18944444444443
525,1983-02-12,122.21755555555555
526,1983-02-14,122.25822222222222
527,1983-02-15,122.31211111111111
528,1983-02-16,122.33555555555554
529,1983-02-17,122.36977777777778
530,1983-02-18,122.39888888888889
531,1983-02-19,122.43066666666667
532,1983-02-21,122.47366666666666
533,1983-02-22,122.48355555555555
534,1983-02-23,122.47833333333332
535,1983-02-24,122.49011111111112
536,1983-02-25,122.49477777777778
537,1983-02-26,122.51422222222223
538,1983-02-28,122.53455555555556
539,1983-03-02,122.53566666666667
540,1983-03-03,122.54155555555555
541,1983-03-04,122.54177777777778
542,1983-03-05,122.5458888888889
543,1983-03-07,122.54622222222224
544,1983-03-08,122.54055555555557
545,1983-03-09,122.52811111111112
546,1983-03-11,122.51011111111113
547,1983-03-12,122.48722222222223
548,1983-03-14,122.46611111111112
549,1983-03-15,122.44822222222223
550,1983-03-16,122.42211111111111
551,1983-03-17,122.39666666666668
552,1983-03-18,122.37033333333335
553,1983-03-19,122.34888888888888
554,1983-03-21,122.32222222222222
555,1983-03-22,122.27644444444445
556,1983-03-23,122.23466666666667
557,1983-03-24,122.19633333333333
558,1983-03-25,122.15077777777778
559,1983-03-26,122.11066666666666
560,1983-03-28,122.05622222222222
561,1983-03-29,121.99611111111113
562,1983-03-30,121.93099999999998
563,1983-03-31,121.86322222222223
564,1983-04-01,121.80122222222221
565,1983-04-02,121.7372222222222
566,1983-04-04,121.65633333333334
567,1983-04-06,121.57077777777776
568,1983-04-07,121.48666666666668
569,1983-04-08,121.41000000000001
570,1983-04-09,121.33311111111111
571,1983-04-11,121.2561111111111
572,1983-04-12,121.18122222222222
573,1983-04-13,121.13055555555556
574,1983-04-14,121.09188888888889
575,1983-04-15,121.06744444444445
576,1983-04-16,121.06133333333334
577,1983-04-18,121.05844444444445
578,1983-04-19,121.07600000000001
579,1983-04-20,121.09988888888891
580,1983-04-21,121.11111111111111
581,1983-04-22,121.19133333333335
582,1983-04-23,121.25833333333334
583,1983-04-25,121.33611111111111
584,1983-04-26,121.42666666666666
585,1983-04-27,121.5247777777778
586,1983-04-28,121.6162222222222
587,1983-04-29,121.72877777777778
588,1983-04-30,121.85555555555555
589,1983-05-02,121.99244444444444
590,1983-05-03,122.11533333333333
591,1983-05-04,122.26311111111112
592,1983-05-06,122.40166666666666
593,1983-05-07,122.54322222222221
594,1983-05-09,122.70400000000001
595,1983-05-10,122.84244444444444
596,1983-05-11,122.96544444444446
597,1983-05-12,123.05455555555555
598,1983-05-13,123.156
599,1983-05-14,123.259
600,1983-05-16,123.32744444444444
601,1983-05-17,123.40033333333334
602,1983-05-18,123.48355555555555
603,1983-05-19,123.56655555555555
604,1983-05-21,123.64644444444444
605,1983-05-23,123.72077777777777
606,1983-05-24,123.79022222222221
607,1983-05-25,123.85822222222222
608,1983-05-26,123.92266666666667
609,1983-05-27,123.99455555555556
610,1983-05-28,124.07622222222223
611,1983-05-30,124.14988888888888
612,1983-05-31,124.21855555555555
613,1983-06-01,124.27066666666666
614,1983-06-02,124.30677777777778
615,1983-06-03,124.33322222222225
616,1983-06-04,124.36355555555556
617,1983-06-07,124.37944444444445
618,1983-06-08,124.39311111111112
619,1983-06-09,124.39822222222223
620,1983-06-10,124.38888888888889
621,1983-06-11,124.37322222222222
622,1983-06-13,124.36500000000001
623,1983-06-14,124.39833333333331
624,1983-06-15,124.41733333333335
625,1983-06-16,124.4141111111111
626,1983-06-17,124.41666666666667
627,1983-06-18,124.41255555555554
628,1983-06-20,124.41366666666666
629,1983-06-21,124.44944444444444
630,1983-06-22,124.48066666666666
631,1983-06-23,124.508
632,1983-06-24,124.52899999999998
633,1983-06-25,124.55955555555555
634,1983-06-27,124.59288888888888
635,1983-06-28,124.61722222222221
636,1983-06-29,124.6311111111111
637,1983-06-30,124.64277777777778
638,1983-07-01,124.6571111111111
639,1983-07-02,124.66944444444445
640,1983-07-04,124.6831111111111
641,1983-07-05,124.70588888888888
642,1983-07-06,124.72988888888888
643,1983-07-07,124.75222222222223
644,1983-07-08,124.78377777777779
645,1983-07-09,124.83277777777779
646,1983-07-11,124.87311111111111
647,1983-07-12,124.88955555555555
648,1983-07-13,124.90355555555556
649,1983-07-14,124.9208888888889
650,1983-07-15,124.94266666666667
651,1983-07-16,124.96799999999999
652,1983-07-18,125.01066666666668
653,1983-07-19,125.05255555555556
654,1983-07-20,125.08522222222223
655,1983-07-21,125.12611111111111
656,1983-07-22,125.17266666666667
657,1983-07-23,125.22266666666668
658,1983-07-25,125.27322222222223
659,1983-07-26,125.31633333333333
660,1983-07-27,125.34933333333333
661,1983-07-28,125.38544444444445
662,1983-07-29,125.43177777777778
663,1983-07-30,125.45777777777779
664,1983-08-01,125.46366666666667
665,1983-08-02,125.45577777777778
666,1983-08-03,125.43166666666667
667,1983-08-04,125.40722222222225
668,1983-08-05,125.37055555555554
669,1983-08-06,125.32544444444443
670,1983-08-08,125.25466666666667
671,1983-08-09,125.18611111111112
672,1983-08-10,125.124
673,1983-08-11,125.04622222222223
674,1983-08-12,124.97466666666666
675,1983-08-13,124.898
676,1983-08-16,124.82844444444446
677,1983-08-17,124.73644444444446
678,1983-08-18,124.63455555555556
679,1983-08-19,124.50888888888888
680,1983-08-20,124.38933333333334
681,1983-08-22,124.25566666666667
682,1983-08-23,124.114
683,1983-08-24,123.96444444444444
684,1983-08-25,123.80288888888887
685,1983-08-26,123.66311111111112
686,1983-08-27,123.54366666666665
687,1983-08-29,123.45377777777777
688,1983-08-30,123.36277777777778
689,1983-08-31,123.27477777777777
690,1983-09-01,123.20477777777778
691,1983-09-02,123.13577777777778
692,1983-09-03,123.0548888888889
693,1983-09-05,122.97800000000001
694,1983-09-06,122.91744444444444
695,1983-09-07,122.8831111111111
696,1983-09-08,122.838
697,1983-09-09,122.78200000000001
698,1983-09-10,122.72277777777776
699,1983-09-12,122.65411111111112
700,1983-09-13,122.57511111111111
701,1983-09-14,122.50044444444445
702,1983-09-15,122.42222222222222
703,1983-09-16,122.34677777777779
704,1983-09-17,122.29122222222222
705,1983-09-19,122.23666666666666
706,1983-09-20,122.18288888888888
707,1983-09-22,122.13755555555556
708,1983-09-23,122.09633333333333
709,1983-09-24,122.05166666666666
710,1983-09-26,122.0048888888889
711,1983-09-27,121.9521111111111
712,1983-09-28,121.90122222222223
713,1983-09-29,121.79988888888889
714,1983-09-30,121.72644444444444
715,1983-10-04,121.66633333333334
716,1983-10-05,121.59244444444444
717,1983-10-06,121.52000000000001
718,1983-10-07,121.44300000000001
719,1983-10-08,121.34933333333333
720,1983-10-10,121.24844444444444
721,1983-10-11,121.164
722,1983-10-12,121.08666666666667
723,1983-10-13,121.01800000000001
724,1983-10-14,120.95777777777779
725,1983-10-15,120.89966666666668
726,1983-10-17,120.85477777777778
727,1983-10-18,120.81133333333332
728,1983-10-19,120.76944444444445
729,1983-10-20,120.72333333333334
730,1983-10-21,120.68966666666667
731,1983-10-22,120.65444444444444
732,1983-10-24,120.60855555555555
733,1983-10-25,120.55633333333333
734,1983-10-26,120.509
735,1983-10-27,120.45655555555554
736,1983-10-28,120.426
737,1983-10-29,120.41033333333334
738,1983-10-31,120.41455555555555
739,1983-11-01,120.41166666666666
740,1983-11-02,120.41311111111112
741,1983-11-03,120.41344444444445
742,1983-11-04,120.3921111111111
743,1983-11-05,120.36188888888888
744,1983-11-07,120.34255555555555
745,1983-11-08,120.30766666666668
746,1983-11-09,120.26655555555556
747,1983-11-10,120.22333333333334
748,1983-11-11,120.18788888888889
749,1983-11-12,120.15177777777778
750,1983-11-14,120.11122222222222
751,1983-11-15,120.06122222222223
752,1983-11-16,120.01944444444445
753,1983-11-17,119.96855555555555
754,1983-11-18,119.91688888888889
755,1983-11-19,119.85933333333331
756,1983-11-21,119.79877777777777
757,1983-11-22,119.73566666666666
758,1983-11-23,119.66577777777778
759,1983-11-24,119.59733333333334
760,1983-11-25,119.53322222222222
761,1983-11-26,119.46844444444444
762,1983-11-28,119.40888888888888
763,1983-11-29,119.35111111111111
764,1983-11-30,119.29366666666667
765,1983-12-01,119.24133333333333
766,1983-12-02,119.18288888888888
767,1983-12-03,119.13344444444445
768,1983-12-05,119.07777777777778
769,1983-12-06,119.03300000000002
770,1983-12-07,118.98255555555556
771,1983-12-08,118.94166666666666
772,1983-12-09,118.91666666666667
773,1983-12-10,118.901
774,1983-12-12,118.89944444444446
775,1983-12-13,118.91033333333334
776,1983-12-14,118.91755555555555
777,1983-12-15,118.92822222222223
778,1983-12-16,118.93911111111112
779,1983-12-17,118.95933333333333
780,1983-12-19,119.00177777777778
781,1983-12-20,119.04844444444446
782,1983-12-21,119.08666666666666
783,1983-12-22,119.11222222222223
784,1983-12-23,119.12644444444443
785,1983-12-24,119.1217777777778
786,1984-01-04,119.05611111111112
787,1984-01-05,118.9951111111111
788,1984-01-06,118.93922222222223
789,1984-01-07,118.89233333333333
790,1984-01-09,118.85
791,1984-01-10,118.80755555555555
792,1984-01-11,118.79933333333334
793,1984-01-12,118.79333333333332
794,1984-01-13,118.78277777777778
795,1984-01-14,118.77111111111111
796,1984-01-16,118.76022222222223
797,1984-01-17,118.74044444444444
798,1984-01-18,118.72155555555554
799,1984-01-19,118.71444444444444
800,1984-01-20,118.71644444444443
801,1984-01-21,118.73022222222224
802,1984-01-23,118.75433333333332
803,1984-01-24,118.79222222222224
804,1984-01-25,118.81899999999999
805,1984-01-26,118.85011111111112
806,1984-01-27,118.895
807,1984-01-28,118.95599999999999
808,1984-01-30,119.03088888888888
809,1984-01-31,119.11366666666666
810,1984-02-01,119.238
811,1984-02-02,119.37122222222222
812,1984-02-03,119.47311111111111
813,1984-02-04,119.58966666666666
814,1984-02-06,119.70811111111111
815,1984-02-07,119.83444444444443
816,1984-02-08,119.96
817,1984-02-09,120.06000000000002
818,1984-02-10,120.17188888888889
819,1984-02-11,120.31799999999998
820,1984-02-13,120.47355555555556
821,1984-02-14,120.62666666666668
822,1984-02-15,120.78844444444445
823,1984-02-16,120.94955555555555
824,1984-02-17,121.09566666666667
825,1984-02-18,121.23844444444445
826,1984-02-20,121.34744444444443
827,1984-02-21,121.44455555555555
828,1984-02-22,121.52944444444444
829,1984-02-23,121.61644444444444
830,1984-02-24,121.70722222222221
831,1984-02-25,121.80277777777778
832,1984-02-27,121.88622222222223
833,1984-02-28,121.97944444444444
834,1984-02-29,122.0731111111111
835,1984-03-02,122.16655555555555
836,1984-03-03,122.25688888888888
837,1984-03-05,122.34777777777776
838,1984-03-06,122.42944444444444
839,1984-03-07,122.50411111111111
840,1984-03-08,122.57255555555557
841,1984-03-09,122.65499999999999
842,1984-03-12,122.71944444444445
843,1984-03-13,122.78688888888888
844,1984-03-14,122.87322222222222
845,1984-03-15,122.97166666666668
846,1984-03-16,123.08133333333333
847,1984-03-17,123.18233333333333
848,1984-03-19,123.29066666666667
849,1984-03-20,123.39933333333335
850,1984-03-21,123.52044444444445
851,1984-03-22,123.64322222222222
852,1984-03-23,123.769
853,1984-03-24,123.91477777777777
854,1984-03-26,124.07533333333335
855,1984-03-27,124.22644444444445
856,1984-03-28,124.39644444444444
857,1984-03-29,124.56822222222222
858,1984-03-30,124.73322222222222
859,1984-03-31,124.90855555555554
860,1984-04-02,125.0892222222222
861,1984-04-03,125.2538888888889
862,1984-04-04,125.42033333333333
863,1984-04-06,125.60222222222222
864,1984-04-07,125.77466666666666
865,1984-04-09,125.94377777777777
866,1984-04-10,126.10777777777778
867,1984-04-11,126.26755555555556
868,1984-04-12,126.40855555555557
