일시,광진구,동대문구,성동구,중랑구
20220316,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220317,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220318,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220319,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220320,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220321,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220322,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220323,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220324,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220325,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220326,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220327,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220328,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220329,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220330,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220331,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220401,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220402,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220403,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220404,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220405,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220406,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220407,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220408,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220409,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220410,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220411,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220412,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220413,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220414,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220415,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220416,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220417,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220418,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220419,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220420,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220421,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220422,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220423,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220424,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220425,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220426,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220427,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220428,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220429,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220430,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220501,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220502,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220503,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220504,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220505,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220506,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220507,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220508,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220509,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220510,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220511,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220512,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220513,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220514,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220515,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220516,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220517,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220518,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220519,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220520,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220521,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220522,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220523,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220524,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220525,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220526,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220527,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220528,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220529,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220530,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220531,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220601,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220602,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220603,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220604,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220605,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220606,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220607,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220608,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220609,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220610,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220611,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220612,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220613,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220614,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220615,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220616,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220617,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220618,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220619,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220620,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220621,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220622,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220623,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220624,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220625,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220626,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220627,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220628,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220629,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220630,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220701,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220702,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220703,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220704,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220705,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220706,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220707,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220708,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220709,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220710,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220711,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220712,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220713,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220714,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220715,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220716,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220717,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220718,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220719,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220720,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220721,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220722,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220723,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220724,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220725,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220726,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220727,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220728,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220729,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220730,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220731,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220801,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220802,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220803,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220804,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220805,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220806,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220807,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220808,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220809,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220810,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220811,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220812,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220813,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220814,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220815,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220816,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220817,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220818,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220819,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220820,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220821,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220822,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220823,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220824,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220825,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220826,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220827,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220828,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220829,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220830,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220831,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220901,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220902,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220903,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220904,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220905,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220906,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220907,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220908,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220909,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220910,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220911,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220912,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220913,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220914,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220915,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220916,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220917,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220918,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220919,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220920,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220921,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220922,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220923,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220924,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220925,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220926,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220927,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220928,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220929,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20220930,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221001,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221002,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221003,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221004,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221005,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221006,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221007,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221008,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221009,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221010,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221011,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221012,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221013,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221014,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221015,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221016,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221017,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221018,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221019,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221020,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221021,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221022,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221023,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221024,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221025,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221026,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221027,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221028,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221029,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221030,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221031,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221101,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221102,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221103,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221104,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221105,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221106,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221107,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221108,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221109,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221110,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221111,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221112,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221113,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221114,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221115,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221116,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221117,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221118,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221119,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221120,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221121,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221122,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221123,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221124,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221125,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221126,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221127,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221128,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221129,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
20221130,7.535185146331787,4.418487310409546,6.433491039276123,3.2518140792846677
