ID,monthlyRent(us_dollar)
Test_0085,112.56448672209727
Test_0086,268.03163479224486
Test_0087,346.34488149921214
Test_0088,374.92465598924593
Test_0089,199.42030938114684
Test_0090,195.39861363748054
Test_0091,482.5045365034766
Test_0092,251.56336333543038
Test_0093,277.6078459810006
Test_0094,186.15904994720427
Test_0095,88.33067462448257
Test_0096,178.73678530530387
Test_0097,318.9601839391371
Test_0098,442.24757628568733
Test_0099,913.340164200296
Test_0100,113.81411927090542
Test_0101,315.83331020586843
Test_0102,133.5769210360523
Test_0103,255.23529399185884
Test_0104,268.03163479224486
Test_0105,105.23021172529803
Test_0106,359.42308016088
Test_0107,170.37369958465843
Test_0108,281.2793555542299
Test_0109,170.7321905951068
Test_0110,809.95787080223
Test_0111,110.19961508013154
Test_0112,194.58964288736252
Test_0113,274.2479520612348
Test_0114,245.78002108626492
Test_0115,442.24757628568733
Test_0116,361.9076306024212
Test_0117,304.2365788835893
Test_0118,185.57988411543636
Test_0119,382.08056851931946
Test_0120,396.9462360166295
Test_0121,206.2413532802042
Test_0122,359.42308016088
Test_0123,114.55812718390735
Test_0124,256.1589345341365
Test_0125,244.6356985514195
Test_0126,374.92465598924593
Test_0127,221.3488442697003
Test_0128,864.9000137886286
Test_0129,193.7020325838206
Test_0130,229.6691719683578
Test_0131,417.6883874665162
Test_0132,873.5665609898901
Test_0133,336.33003175948795
Test_0134,246.87230957734735
Test_0135,387.23765277934575
Test_0136,348.0376268713217
Test_0137,188.42244374708582
Test_0138,600.5166189917863
Test_0139,95.70828760024243
Test_0140,294.17263177563035
Test_0141,459.8068564382203
Test_0142,221.3488442697003
Test_0143,220.47504719127164
Test_0144,151.75864693777882
Test_0145,367.53266507440156
Test_0146,196.79971022767268
Test_0147,280.09491097671554
Test_0148,393.64993834002706
Test_0149,351.3559526735043
Test_0150,699.1605716557434
Test_0151,185.7632121122972
Test_0152,153.35810995655595
Test_0153,164.8320247541268
Test_0154,108.52504066638193
Test_0155,189.90799834500675
Test_0156,365.7558496141682
Test_0157,183.08496463082128
Test_0158,294.20679055278123
Test_0159,198.78397517490916
Test_0160,492.69203404118787
Test_0161,174.8043527499563
Test_0162,224.28281488535407
Test_0163,402.7632101055554
Test_0164,197.7349571307035
Test_0165,279.44567274566145
Test_0166,492.64698786776495
Test_0167,374.92465598924593
Test_0168,129.42767888135418
Test_0169,401.46011430825314
Test_0170,193.07212289451266
Test_0171,197.6099016947989
Test_0172,205.3653725269276
Test_0173,483.4713499494322
Test_0174,113.60372691698501
Test_0175,367.1559991320935
Test_0176,180.9407417397509
Test_0177,873.5665609898901
Test_0178,227.35256925348386
Test_0179,164.8320247541268
Test_0180,925.1652042707827
Test_0181,378.94803971816464
Test_0182,649.2783491889323
Test_0183,163.42470484206308
Test_0184,425.7365399519085
Test_0185,266.7334443409078
Test_0186,837.3787961068317
Test_0187,130.64188741186226
Test_0188,173.48013663821789
Test_0189,234.10999544989787
Test_0190,315.138727538094
Test_0191,157.0382357745136
Test_0192,255.23529399185884
Test_0193,241.24302015025953
Test_0194,562.5550946495274
Test_0195,390.2514571886936
Test_0196,589.4736424726636
Test_0197,237.5131209400784
Test_0198,538.4725576733113
Test_0199,158.79684597296804
Test_0200,434.95587398527164
Test_0201,229.9949958426477
Test_0202,190.74332289930805
Test_0203,317.0303234302941
Test_0204,180.9407417397509
Test_0205,161.02810237673495
Test_0206,210.07731963865862
Test_0207,192.69619919026454
Test_0208,273.0234491740987
Test_0209,188.15969601041286
Test_0210,328.54638217395217
Test_0211,362.6059575441849
Test_0212,324.7852097069162
Test_0213,243.42734131811133
Test_0214,353.4950412574218
Test_0215,281.65373560146924
Test_0216,459.75270946905573
Test_0217,186.4870650385116
Test_0218,712.6335012808833
Test_0219,183.8202912848182
Test_0220,215.10643278498625
Test_0221,283.3562655715435
Test_0222,349.2952333826603
Test_0223,266.88731225739946
Test_0224,169.55894879058076
Test_0225,132.10652349018739
Test_0226,371.65130354908274
Test_0227,80.43030716335562
Test_0228,139.58070425528808
Test_0229,315.40994479620633
Test_0230,363.93500192152294
Test_0231,281.69599814637525
Test_0232,205.3653725269276
Test_0233,117.2976937177908
Test_0234,106.00141547747198
Test_0235,281.69599814637525
Test_0236,205.3653725269276
Test_0237,91.74762913866273
Test_0238,127.52486528091198
Test_0239,229.04018306390486
Test_0240,272.1893729017849
Test_0241,211.71303344980967
Test_0242,164.8320247541268
Test_0243,534.1406416415914
Test_0244,376.06897852409134
Test_0245,359.42308016088
Test_0246,330.90705872825197
Test_0247,290.9939414139708
Test_0248,485.11140258895716
Test_0249,256.25099519972326
Test_0250,404.5752140124133
Test_0251,330.16907471632925
Test_0252,106.00141547747198
Test_0253,155.64007055772606
Test_0254,160.57102531698862
Test_0255,398.261923820526
Test_0256,301.12252408292187
Test_0257,141.70311049837608
Test_0258,539.2264959519673
Test_0259,351.76853686459475
Test_0260,517.5016686266499
Test_0261,810.6969326294951
Test_0262,926.0457204966727
Test_0263,372.67735501591477
Test_0264,176.29708228565022
Test_0265,160.9577285149474
Test_0266,176.30872558327349
Test_0267,110.94216584250367
Test_0268,167.62290444472262
Test_0269,350.9126005081772
Test_0270,321.58370948967183
Test_0271,322.2004458495904
Test_0272,90.8652156486507
Test_0273,359.14493340613933
Test_0274,292.19373430727006
Test_0275,166.02615924810573
Test_0276,126.46488804692497
Test_0277,335.3764832462053
Test_0278,822.9357892345665
Test_0279,191.53254337135812
Test_0280,268.03163479224486
Test_0281,426.13045545907664
Test_0282,98.88229310482443
Test_0283,210.55825823616908
Test_0284,321.83686173908416
Test_0285,195.66356731986554
Test_0286,202.3686393536254
Test_0287,536.9351680175479
Test_0288,263.30800330346824
Test_0289,418.94636582142914
Test_0290,744.1943614206667
Test_0291,835.4794747669487
Test_0292,109.61578092540942
Test_0293,205.3653725269276
Test_0294,242.19627885621097
Test_0295,484.12300789976445
Test_0296,362.3001368902161
Test_0297,399.91159193278156
Test_0298,279.44567274566145
Test_0299,227.67864650664254
Test_0300,930.4847065547602
Test_0301,281.65373560146924
Test_0302,212.8121112143865
Test_0303,255.23529399185884
Test_0304,225.8027977031849
Test_0305,647.2293063997267
Test_0306,411.324819637049
Test_0307,184.53174632348538
Test_0308,170.83623598831008
Test_0309,221.76700760701567
Test_0310,186.75793653429818
Test_0311,362.0461572101537
Test_0312,383.93890716643165
Test_0313,316.3451916992372
Test_0314,179.83403836794264
Test_0315,358.3252524295793
Test_0316,359.42308016088
Test_0317,466.4180520900955
Test_0318,117.80192651964454
Test_0319,138.82479508873988
Test_0320,167.39406415437435
Test_0321,170.7321905951068
Test_0322,324.7852097069162
Test_0323,181.16812030010658
Test_0324,557.9461611528257
Test_0325,296.37392322766266
Test_0326,294.7908455834911
Test_0327,191.85472901579234
Test_0328,254.5255555196249
Test_0329,101.44940156207876
Test_0330,236.48726649868865
Test_0331,147.34521533076992
Test_0332,292.19373430727006
Test_0333,1043.6772823126291
Test_0334,387.8666155389587
Test_0335,324.7852097069162
Test_0336,207.69933284946575
Test_0337,374.92465598924593
Test_0338,464.7568293074544
Test_0339,398.261923820526
Test_0340,138.86898110416848
Test_0341,376.06897852409134
Test_0342,161.5621802536809
Test_0343,264.12740812476954
Test_0344,362.3001368902161
Test_0345,380.8253145274546
Test_0346,224.28281488535407
Test_0347,353.6117979458348
Test_0348,117.80192651964454
Test_0349,265.3644977178023
Test_0350,244.6356985514195
Test_0351,399.17458941615735
Test_0352,310.01080979231915
Test_0353,231.72790716697054
Test_0354,309.74329292174224
Test_0355,170.0551194634687
Test_0356,387.62700764609184
Test_0357,485.3155861318038
Test_0358,889.2533560664323
Test_0359,374.92465598924593
Test_0360,169.55894879058076
Test_0361,295.21643648321583
Test_0362,559.7657397335756
Test_0363,171.72704971035242
Test_0364,655.8989048292724
Test_0365,916.8649857032392
Test_0366,442.9488537851514
Test_0367,308.8509699224354
Test_0368,300.5593551449693
Test_0369,213.02051054984605
Test_0370,326.60928888397234
Test_0371,1236.2667914519084
Test_0372,248.44491440037925
Test_0373,290.42954459595296
Test_0374,422.00103643646236
Test_0375,277.1216376530073
Test_0376,236.889500419479
Test_0377,257.2995443567183
Test_0378,167.62290444472262
Test_0379,354.49081540965756
Test_0380,580.8166907688919
Test_0381,231.3807151356312
Test_0382,832.2867230192529
Test_0383,141.54937231887374
Test_0384,740.8197518062561
Test_0385,324.7852097069162
Test_0386,335.20243799772584
Test_0387,396.4757168497296
Test_0388,161.50775463241823
Test_0389,362.02199013547545
Test_0390,130.59488373640323
Test_0391,149.1709185032539
Test_0392,204.53966022091214
Test_0393,164.8320247541268
Test_0394,112.36542896656843
Test_0395,140.72042971393435
Test_0396,267.9537652505009
Test_0397,132.05892536842023
Test_0398,402.13966355941307
Test_0399,507.7798735513112
Test_0400,271.1030396377504
Test_0401,403.32495110114155
Test_0402,217.26198298962373
Test_0403,210.19613968812536
Test_0404,330.13968367853914
Test_0405,843.7396943063263
Test_0406,114.7540913016368
Test_0407,219.0347889265833
Test_0408,149.82504234386295
Test_0409,490.92137007585177
Test_0410,635.8212263203162
Test_0411,86.08561118788228
Test_0412,1053.1920607272227
Test_0413,169.55894879058076
Test_0414,427.5918039923819
Test_0415,376.06897852409134
Test_0416,611.7688301166971
Test_0417,283.81410808855503
Test_0418,381.47375723058127
Test_0419,394.22689665586563
Test_0420,281.2793555542299
Test_0421,375.45159549874114
Test_0422,257.2995443567183
Test_0423,380.39780115719617
Test_0424,144.38895064693136
Test_0425,93.50516715728824
Test_0426,479.11074941184455
Test_0427,1058.235141895082
Test_0428,374.92465598924593
Test_0429,151.37534607065254
Test_0430,106.00141547747198
Test_0431,224.28281488535407
Test_0432,962.5894211747574
Test_0433,216.91562225179464
Test_0434,444.11765748613044
Test_0435,92.11693487777647
Test_0436,356.68251136929456
Test_0437,482.7609874556493
Test_0438,221.3488442697003
Test_0439,117.80192651964454
Test_0440,167.94612617977205
Test_0441,1208.9009947305155
Test_0442,237.8182992867885
Test_0443,376.06897852409134
Test_0444,213.56305026760484
Test_0445,934.8220538654813
Test_0446,265.3644977178023
Test_0447,781.003115240148
Test_0448,224.28281488535407
Test_0449,164.8320247541268
Test_0450,164.69888407106387
Test_0451,117.80192651964454
Test_0452,385.98644957281294
Test_0453,139.02759263692064
Test_0454,134.64843950406566
Test_0455,109.35130566360326
Test_0456,398.0844536216297
Test_0457,1169.7517031406485
Test_0458,930.4847065547602
Test_0459,139.58070425528808
Test_0460,184.53174632348538
Test_0461,205.3653725269276
Test_0462,397.9837770657854
Test_0463,490.7475932963719
Test_0464,393.3547210217493
Test_0465,171.10582755339604
Test_0466,135.79750250274037
Test_0467,324.7852097069162
Test_0468,154.58682970153012
Test_0469,196.95162694848844
Test_0470,443.59531664696027
Test_0471,267.5896203685754
Test_0472,303.3626885284144
Test_0473,482.7005386101784
Test_0474,382.0785615427152
Test_0475,332.52987831122834
Test_0476,230.1789591078217
Test_0477,87.4642653501616
Test_0478,185.59584919169
Test_0479,153.67613439300158
Test_0480,493.85189958149357
Test_0481,222.86034559576802
Test_0482,143.73384064837805
Test_0483,312.69034663086677
Test_0484,334.1166581110094
Test_0485,732.1359700621358
Test_0486,822.030919070063
Test_0487,187.6565294131328
Test_0488,490.7475932963719
Test_0489,410.01913465735146
Test_0490,165.50329006821104
Test_0491,128.69020954667462
Test_0492,160.96822046789973
Test_0493,421.30431073655615
Test_0494,256.89106250287415
Test_0495,489.75892351134195
Test_0496,457.26905563171897
Test_0497,264.20069384987863
Test_0498,143.26619125020517
Test_0499,194.14542330699837
Test_0500,334.68231033563654
Test_0501,324.7852097069162
Test_0502,422.22367436156054
Test_0503,164.56001466138144
Test_0504,277.1216376530073
Test_0505,160.96822046789973
Test_0506,401.61888757071
Test_0507,224.28281488535407
Test_0508,139.65366828325918
Test_0509,161.02810237673495
Test_0510,334.85841018430244
Test_0511,224.94484321677507
Test_0512,113.60372691698501
Test_0513,166.02615924810573
Test_0514,424.6265270238952
Test_0515,568.4438660592141
Test_0516,374.92465598924593
Test_0517,137.50164808900308
Test_0518,140.19075104427182
Test_0519,189.01253941322267
Test_0520,401.6322326728953
Test_0521,169.55894879058076
Test_0522,376.06897852409134
Test_0523,135.62964404940018
Test_0524,100.29794697407566
Test_0525,298.1907718509336
Test_0526,155.80315865768293
Test_0527,164.8320247541268
Test_0528,124.95221779177785
Test_0529,321.1801476299522
Test_0530,123.12994923380812
Test_0531,201.8989818716686
Test_0532,309.1122169134846
Test_0533,202.49317875105615
Test_0534,376.06897852409134
Test_0535,342.2572761941452
Test_0536,265.9817565519676
Test_0537,189.32413229600917
Test_0538,316.28579889824465
Test_0539,200.3283505188645
Test_0540,437.69053848627505
Test_0541,324.99232007116416
Test_0542,246.08403518610433
Test_0543,170.63391006967893
Test_0544,772.8981255747525
Test_0545,176.4940163706137
Test_0546,211.71303344980967
Test_0547,120.9783842629421
Test_0548,605.8589309362706
Test_0549,519.0469270866316
Test_0550,537.8478564735511
Test_0551,336.011367475879
Test_0552,207.7346299669794
Test_0553,858.3512200104905
Test_0554,455.2512141881069
Test_0555,271.1030396377504
Test_0556,321.05709572023505
Test_0557,207.5210598505191
Test_0558,154.1855163976614
Test_0559,637.7015254265841
Test_0560,394.0106864885152
Test_0561,261.33715195806985
Test_0562,187.0539218594212
Test_0563,177.8053757940865
Test_0564,317.6633037925785
Test_0565,426.4474814575365
Test_0566,374.6465092345053
Test_0567,202.39360575164338
Test_0568,266.88731225739946
Test_0569,606.7536326489568
Test_0570,522.4219186576587
Test_0571,91.74762913866273
Test_0572,442.24757628568733
Test_0573,804.7928506976176
Test_0574,165.7504390868682
Test_0575,298.1907718509336
Test_0576,170.7321905951068
Test_0577,155.80315865768293
Test_0578,239.16221552538323
Test_0579,300.27202599374283
Test_0580,110.19961508013154
Test_0581,215.87104631879038
Test_0582,265.3644977178023
Test_0583,401.62572268345656
Test_0584,372.8334187447839
Test_0585,292.99230747080327
Test_0586,108.25733929706114
Test_0587,366.1525757634691
Test_0588,333.00448835457684
Test_0589,205.160507352621
Test_0590,212.34496895540752
Test_0591,295.9529202794961
Test_0592,228.04131470524797
Test_0593,265.2084862202132
Test_0594,298.1907718509336
Test_0595,225.0477769917192
Test_0596,394.9885713803628
Test_0597,386.86943667207345
Test_0598,834.6144798561457
Test_0599,164.77553062673394
Test_0600,199.42030938114684
Test_0601,154.86050195839414
Test_0602,198.19721892847105
Test_0603,160.63382515146725
Test_0604,118.13088390611878
Test_0605,405.7195365472587
Test_0606,221.18932449129682
Test_0607,160.63382515146725
Test_0608,499.7509526340136
Test_0609,168.10098447875419
Test_0610,211.98239415288896
Test_0611,406.0867067697635
Test_0612,244.18916367085947
Test_0613,324.7852097069162
Test_0614,351.4903901098541
Test_0615,240.2666002584361
Test_0616,372.20744297296994
Test_0617,246.08403518610433
Test_0618,349.4234462230514
Test_0619,223.13849235050864
Test_0620,221.087498923427
Test_0621,335.9146536228885
Test_0622,199.42030938114684
Test_0623,376.06897852409134
Test_0624,238.82684552048394
Test_0625,180.2728978875475
Test_0626,328.72599341936393
Test_0627,239.3484636303206
Test_0628,92.67735402431965
Test_0629,136.99119011964265
Test_0630,130.33964989894992
Test_0631,214.43060750035346
Test_0632,302.2128350943154
Test_0633,374.92465598924593
Test_0634,167.62290444472262
Test_0635,133.52899277977343
Test_0636,209.2375742493696
Test_0637,169.55894879058076
Test_0638,293.96363682212797
Test_0639,374.6465092345053
Test_0640,160.63382515146725
Test_0641,386.86943667207345
Test_0642,91.38999345717414
Test_0643,181.31785539654092
Test_0644,349.3400871846347
Test_0645,316.63293022021486
Test_0646,361.84753147390677
Test_0647,388.149348485262
Test_0648,269.322356156983
Test_0649,376.06897852409134
Test_0650,285.7677892259547
Test_0651,1192.4679684863074
Test_0652,425.7365399519085
Test_0653,851.8205541142518
Test_0654,92.29133308606227
Test_0655,426.13045545907664
Test_0656,1010.4372514338243
Test_0657,111.99090430617629
Test_0658,721.3437182351707
Test_0659,169.55894879058076
Test_0660,258.0178467296353
Test_0661,393.20286089855824
Test_0662,168.18972665273384
Test_0663,268.03163479224486
Test_0664,653.0754355907433
Test_0665,180.9407417397509
Test_0666,151.75864693777882
Test_0667,374.9907553511054
Test_0668,239.29628947947393
Test_0669,207.5444522523479
Test_0670,529.1600181587453
Test_0671,341.43569780145805
Test_0672,199.53087790412482
Test_0673,450.3807137769813
Test_0674,308.02156274544006
Test_0675,147.34521533076992
Test_0676,399.51615109044553
Test_0677,374.92465598924593
Test_0678,194.58964288736252
Test_0679,164.77553062673394
Test_0680,224.28281488535407
Test_0681,801.2059017115796
Test_0682,267.5896203685754
Test_0683,108.52504066638193
Test_0684,140.19075104427182
Test_0685,348.433426093157
Test_0686,324.7852097069162
Test_0687,118.13088390611878
Test_0688,293.2859143233855
Test_0689,229.89879546856537
Test_0690,321.05709572023505
Test_0691,310.48327641250467
Test_0692,203.75254991611888
Test_0693,328.02049454382046
Test_0694,260.7416760316323
Test_0695,170.71130781103423
Test_0696,542.605826080306
Test_0697,199.42030938114684
Test_0698,843.7897907511812
Test_0699,240.60112984435565
Test_0700,159.5171599077028
Test_0701,374.92465598924593
Test_0702,136.30472309284693
Test_0703,258.2593748837868
Test_0704,429.87211539483604
Test_0705,459.2944140129379
Test_0706,378.5525994215504
Test_0707,199.42030938114684
Test_0708,596.503485845434
Test_0709,133.8159420901558
Test_0710,308.9056589733854
Test_0711,132.384670244928
Test_0712,143.0557686909495
Test_0713,179.9384877901565
Test_0714,273.3609891825133
Test_0715,1110.200285933034
Test_0716,154.86050195839414
Test_0717,283.88769463184826
Test_0718,342.2276120214366
Test_0719,163.42470484206308
Test_0720,221.5987034410272
Test_0721,316.35231797088414
Test_0722,257.62673029497535
Test_0723,213.65976412059527
Test_0724,188.42244374708582
Test_0725,398.7752454095889
Test_0726,265.9817565519676
Test_0727,269.3155715300288
Test_0728,363.4086019813884
Test_0729,163.27822225934912
Test_0730,114.54599903701978
Test_0731,196.86969477293
Test_0732,263.9563074917587
Test_0733,185.515321077355
Test_0734,170.7321905951068
Test_0735,453.71594364493603
Test_0736,281.2793555542299
Test_0737,491.9482936039519
Test_0738,401.34074081596935
Test_0739,270.4603567366116
Test_0740,397.9837770657854
Test_0741,285.7677892259547
Test_0742,249.36947400395172
Test_0743,179.59595606020392
Test_0744,167.38587726305926
Test_0745,548.9293648763734
Test_0746,287.2979535694868
Test_0747,514.5208630186065
Test_0748,207.5143024616232
Test_0749,232.31107776077502
Test_0750,215.31826532590406
Test_0751,360.1405453326168
Test_0752,1092.4940538643918
Test_0753,316.8610979826191
Test_0754,234.22730710207395
Test_0755,241.83763826544674
Test_0756,129.61774248749626
Test_0757,568.3829139168624
Test_0758,1235.3953406973312
Test_0759,249.3697348455442
Test_0760,351.76853686459475
Test_0761,151.75864693777882
Test_0762,266.88731225739946
Test_0763,331.4743240110447
Test_0764,350.9126005081772
Test_0765,159.28042582464664
Test_0766,203.31100680474728
Test_0767,115.17389254254503
Test_0768,240.2666002584361
Test_0769,267.5896203685754
Test_0770,181.16812030010658
Test_0771,472.6362173449476
Test_0772,1131.5594407897233
Test_0773,193.7020325838206
Test_0774,361.1168581899569
Test_0775,150.67397801529987
Test_0776,164.69888407106387
Test_0777,645.2123030217563
Test_0778,1216.6211534830802
Test_0779,91.29667148023893
Test_0780,332.52535397982825
Test_0781,117.80192651964454
Test_0782,336.10118022320023
Test_0783,493.85189958149357
Test_0784,349.2952333826603
Test_0785,588.8503320875138
Test_0786,135.88882547819438
Test_0787,120.38938468093542
Test_0788,376.06897852409134
Test_0789,138.50430138282707
Test_0790,233.9997408967586
Test_0791,346.34488149921214
Test_0792,621.5106077712127
Test_0793,347.6139107600188
Test_0794,551.4785874991903
Test_0795,91.74762913866273
Test_0796,809.178104783381
Test_0797,164.8320247541268
Test_0798,375.5015396752912
Test_0799,316.69210150362056
Test_0800,364.70495755816756
Test_0801,494.3724518282295
Test_0802,292.26005988199563
Test_0803,489.434224606485
Test_0804,164.8320247541268
Test_0805,145.17252291036579
Test_0806,179.70107982970106
Test_0807,384.74710967074446
Test_0808,158.9983415312067
Test_0809,384.26988911808826
Test_0810,194.14542330699837
Test_0811,459.8068564382203
Test_0812,294.7698731624711
Test_0813,201.94789662379608
Test_0814,98.4445584874369
Test_0815,238.45086047251607
Test_0816,719.3969875643852
Test_0817,129.52154811977294
Test_0818,260.4771997916786
Test_0819,286.76368430781145
Test_0820,324.24353968143026
Test_0821,103.14860873512954
Test_0822,436.53838397091624
Test_0823,294.20679055278123
Test_0824,348.21987617596307
Test_0825,1229.5408807501367
Test_0826,398.261923820526
Test_0827,374.6465092345053
Test_0828,215.02934932943262
Test_0829,199.32128454566532
Test_0830,160.00135826034247
Test_0831,263.8237716453002
Test_0832,461.492484553346
Test_0833,261.43772008969285
Test_0834,462.08070477937434
Test_0835,104.7050203886749
Test_0836,164.8320247541268
Test_0837,207.5444522523479
Test_0838,225.8027977031849
Test_0839,374.6465092345053
Test_0840,136.33812026464523
Test_0841,250.802875390561
Test_0842,168.68849613850867
Test_0843,559.2726494771595
Test_0844,169.55894879058076
Test_0845,377.38921210653086
Test_0846,300.788471177728
Test_0847,548.1507702211513
Test_0848,199.42030938114684
Test_0849,393.64993834002706
Test_0850,135.2241484515328
Test_0851,186.69702143695855
Test_0852,357.17565679902805
Test_0853,113.81411927090542
Test_0854,831.2386034807935
Test_0855,143.33060730630547
Test_0856,116.53780212466071
Test_0857,506.0526451675264
Test_0858,346.986235926601
Test_0859,80.43030716335562
Test_0860,205.3653725269276
Test_0861,665.6275934531003
Test_0862,310.6533466542321
Test_0863,352.8768717695454
Test_0864,146.3140264682129
Test_0865,534.1406416415914
Test_0866,149.48125984220056
Test_0867,461.1993365340849
Test_0868,198.68651528332666
Test_0869,95.04245807974662
Test_0870,181.4332042314531
Test_0871,276.62678745599294
Test_0872,336.96892964801816
Test_0873,276.39201738807105
Test_0874,304.43784574249554
Test_0875,268.03163479224486
Test_0876,234.91225252345743
Test_0877,363.4444594250615
Test_0878,322.2004458495904
Test_0879,107.54479278804962
Test_0880,245.2715790499984
Test_0881,801.2059017115796
Test_0882,146.38003881265806
Test_0883,185.7632121122972
Test_0884,393.20286089855824
Test_0885,161.0745316028231
Test_0886,285.7677892259547
Test_0887,279.84598132858014
Test_0888,113.09949411513124
Test_0889,910.0793874130876
Test_0890,134.53784950160943
Test_0891,164.8320247541268
Test_0892,220.99308083949862
Test_0893,115.17389254254503
Test_0894,333.8385113562687
Test_0895,207.01295596392163
Test_0896,293.10420890180586
Test_0897,255.23529399185884
Test_0898,278.5357098982139
Test_0899,310.01080979231915
Test_0900,194.58964288736252
Test_0901,399.32625261867395
Test_0902,372.9555017706554
Test_0903,109.29624441855587
Test_0904,155.80315865768293
Test_0905,957.1395269007083
Test_0906,398.261923820526
Test_0907,201.3097138045579
Test_0908,131.32498622974418
Test_0909,415.45892770370995
Test_0910,351.76853686459475
Test_0911,312.24782009816784
Test_0912,180.9407417397509
Test_0913,335.20243799772584
Test_0914,374.92465598924593
Test_0915,180.9407417397509
Test_0916,167.80532112462333
Test_0917,176.30872558327349
Test_0918,255.62896947082092
Test_0919,249.33824138002265
Test_0920,351.6094631125792
Test_0921,831.093632533385
Test_0922,310.01080979231915
Test_0923,239.568597593777
Test_0924,719.3969875643852
Test_0925,649.812216204684
Test_0926,624.9131629778478
Test_0927,172.5613246288294
Test_0928,184.53174632348538
Test_0929,260.4001876918571
Test_0930,331.4743240110447
Test_0931,367.2521455361181
Test_0932,198.85637318652468
Test_0933,157.83523422384667
Test_0934,294.20679055278123
Test_0935,140.19075104427182
Test_0936,168.21890067252352
Test_0937,491.7870657298972
Test_0938,181.40771887514808
Test_0939,95.5881930598337
Test_0940,588.8503320875138
Test_0941,228.25613832121812
Test_0942,176.4940163706137
Test_0943,865.7651753140659
Test_0944,184.53174632348538
Test_0945,299.23016244204865
Test_0946,238.62403615932305
Test_0947,219.49882745190513
Test_0948,397.575491146501
Test_0949,244.18916367085947
Test_0950,306.0155152877628
Test_0951,204.42682075698528
Test_0952,166.54272661357246
Test_0953,374.92465598924593
Test_0954,106.10081583536349
Test_0955,306.6252086283906
Test_0956,205.18697213082694
Test_0957,249.83212184639737
Test_0958,520.5343845687964
Test_0959,265.3644977178023
Test_0960,291.27143245383166
Test_0961,176.7297142477222
Test_0962,185.7632121122972
Test_0963,262.68879394540147
Test_0964,491.58948564679315
Test_0965,309.2515824596924
Test_0966,90.21746479513062
Test_0967,168.3169823164201
Test_0968,1192.4679684863074
Test_0969,310.01080979231915
Test_0970,781.1071793536892
Test_0971,213.5138093608182
Test_0972,853.6428726426567
Test_0973,464.7568293074544
Test_0974,521.1496958837587
Test_0975,149.1599103538964
Test_0976,367.2521455361181
Test_0977,229.04018306390486
Test_0978,124.71004990399271
Test_0979,91.57358503536923
Test_0980,216.29708505976348
Test_0981,205.3653725269276
Test_0982,349.3400871846347
Test_0983,359.42308016088
Test_0984,360.74117094379875
Test_0985,482.97868536491904
Test_0986,175.34904011277115
Test_0987,371.1367137728689
Test_0988,470.9439245133934
Test_0989,368.84006751156494
Test_0990,526.0557133088167
Test_0991,182.11398354427695
Test_0992,374.6465092345053
Test_0993,160.9577285149474
Test_0994,277.1945916804227
Test_0995,260.3411038660649
Test_0996,221.18932449129682
Test_0997,478.48454789342117
Test_0998,140.80096289904577
