id,Class
219326,0.0062496588
219327,0.00040020625
219328,0.00038207058
219329,0.0021253424
219330,0.00063385966
219331,0.0043278933
219332,0.0006292472
219333,0.001758557
219334,0.000351702
219335,0.0040692547
219336,0.0010678994
219337,0.00036811017
219338,0.00023363445
219339,0.00048522317
219340,0.00012567519
219341,0.00014098523
219342,0.003903215
219343,0.00041862382
219344,0.00026761641
219345,0.0015498314
219346,0.0031930427
219347,0.00032098038
219348,0.00015830547
219349,0.007298912
219350,0.000530426
219351,0.00045615452
219352,0.0025143768
219353,0.0006109931
219354,0.00034734732
219355,0.002017374
219356,0.0015392628
219357,0.0007332968
219358,0.0006283033
219359,0.0001263328
219360,0.00084227195
219361,0.00049551565
219362,0.006944594
219363,0.0032711618
219364,0.0011290746
219365,0.00020581139
219366,0.00024313424
219367,0.0008125079
219368,0.00040208228
219369,0.0019018356
219370,0.0018153585
219371,0.0008917397
219372,0.0009437258
219373,0.0020099003
219374,0.00075003284
219375,0.0002424916
219376,0.00030221674
219377,0.00047836016
219378,0.0002849099
219379,0.00040579276
219380,0.0009974653
219381,0.0009317482
219382,0.00026881052
219383,0.0005369858
219384,0.0002714404
219385,0.0008031316
219386,0.0011257745
219387,0.0004853843
219388,0.00029995083
219389,0.0012307876
219390,0.0007611831
219391,0.00013372864
219392,0.001504177
219393,0.0018548655
219394,0.00032032616
219395,0.00370317
219396,0.00013806914
219397,0.0004846113
219398,0.0010892234
219399,0.00064862444
219400,0.0004004927
219401,0.0019077053
219402,0.00012366883
219403,0.0010388304
219404,0.0001786475
219405,0.00016884095
219406,0.00034554867
219407,0.00095359917
219408,0.0007816487
219409,0.00059719716
219410,0.0002433981
219411,0.00091940287
219412,0.0010957688
219413,0.0013022127
219414,9.235485e-05
219415,0.00091314985
219416,0.0026039293
219417,0.00077265775
219418,0.00018250887
219419,0.003225845
219420,0.0014482618
219421,0.0013725198
219422,0.0005411937
219423,0.00051823317
219424,0.0008748531
219425,0.000741518
219426,0.0016912579
219427,0.00033661208
219428,0.0002619852
219429,0.0005803078
219430,0.0012123331
219431,0.00043982928
219432,0.0004434295
219433,0.0003393931
219434,0.00048748573
219435,0.0011307339
219436,0.0030529066
219437,0.0011849431
219438,0.0035809688
219439,0.0022641378
219440,0.0024804375
219441,0.0026069225
219442,0.0010481917
219443,0.00011942779
219444,0.00078260823
219445,0.0041655903
219446,0.0009550468
219447,0.0023654804
219448,0.0010216143
219449,0.00079019915
219450,0.004120979
219451,0.00017218475
219452,0.0016622534
219453,0.0009672412
219454,0.0017171565
219455,0.00017119627
219456,0.0014379552
219457,0.00025336398
219458,0.00058679853
219459,8.170528e-05
219460,0.0006006718
219461,0.004510485
219462,3.9208484e-05
219463,0.0011840616
219464,0.001931694
219465,0.00041119335
219466,0.00095783884
219467,0.0004288692
219468,0.00087576604
219469,0.00021135651
219470,0.0027656439
219471,0.001483083
219472,0.0007067573
219473,0.0036915909
219474,0.004203497
219475,0.00065156125
219476,0.00029270048
219477,0.0011051028
219478,0.0020360262
219479,0.00012434695
219480,0.002881137
219481,0.0044049574
219482,0.0029252316
219483,0.004488052
219484,0.0009276347
219485,0.00041244767
219486,0.00024896936
219487,0.0018782348
219488,0.003971159
219489,0.00045336032
219490,0.00062578346
219491,0.00047674085
219492,0.0025679318
219493,0.0014243994
219494,0.00039181515
219495,0.00024358451
219496,0.00035412298
219497,0.00018589369
219498,0.00044404995
219499,0.0010781616
219500,0.0017554061
219501,0.00043660123
219502,0.00052461866
219503,0.00043392376
219504,0.00027452453
219505,0.0010822959
219506,0.005784595
219507,0.00010010039
219508,0.0018709389
219509,0.003376878
219510,0.00082936074
219511,0.0013685245
219512,0.00021235256
219513,0.0018977843
219514,0.0020382155
219515,0.0023158041
219516,0.0017646039
219517,0.00050891703
219518,0.002951297
219519,0.00050660415
219520,0.00095407304
219521,0.0013108201
219522,0.0007415245
219523,0.0025719781
219524,0.00039290948
219525,0.0013611529
219526,0.0003292015
219527,0.0006513722
219528,0.00015208851
219529,0.001549968
219530,0.0038241534
219531,0.0004229568
219532,0.0045236973
219533,0.0018417791
219534,0.001872442
219535,0.00017566382
219536,0.00047691906
219537,0.00058877683
219538,0.00038437525
219539,0.00047550965
219540,0.00017474874
219541,0.0018587364
219542,0.0005818087
219543,0.002159627
219544,0.000121802426
219545,0.0010277319
219546,0.00053248694
219547,0.0001506325
219548,0.00042207818
219549,0.00022139706
219550,0.00019570312
219551,0.000606484
219552,0.0022217766
219553,0.0008239209
219554,0.0002513711
219555,0.00021657572
219556,0.00023801702
219557,0.0059442194
219558,0.00010664169
219559,0.00036550488
219560,0.0065422887
219561,0.0007053332
219562,0.00029222062
219563,0.0021033497
219564,0.004517694
219565,0.00022942983
219566,0.000100111865
219567,0.0011436244
219568,0.00057368836
219569,0.001042911
219570,0.0037767913
219571,0.0012672333
219572,0.0016739143
219573,0.0017466651
219574,0.00023569891
219575,0.00041262218
219576,0.0004649185
219577,0.00026843004
219578,0.0019522797
219579,0.0022133128
219580,0.0014571461
219581,0.00075116556
219582,0.0012874745
219583,0.0004975581
219584,0.0018290955
219585,0.0011094982
219586,0.0011411627
219587,0.0017680849
219588,0.006292128
219589,0.0033950699
219590,0.00036689383
219591,0.00041790662
219592,0.0064690793
219593,0.0013758665
219594,0.00062852324
219595,0.0017160352
219596,0.0004659764
219597,0.0013590988
219598,0.00015626378
219599,0.00095552474
219600,0.002095599
219601,0.00056423096
219602,0.008539123
219603,0.0010400099
219604,0.00025138323
219605,0.0023414153
219606,0.00058166974
219607,0.0004846799
219608,0.0023062632
219609,0.0013957948
219610,0.00022150727
219611,0.0027490933
219612,0.000986061
219613,0.0002837298
219614,0.00051782787
219615,0.0002877478
219616,0.00059184845
219617,0.001461563
219618,0.00025571304
219619,0.001030167
219620,0.000868008
219621,0.00044403714
219622,0.00043915646
219623,0.00033865817
219624,0.0025276653
219625,0.001738453
219626,0.002064415
219627,0.00027793203
219628,0.001604346
219629,0.00037015602
219630,0.0003866121
219631,0.007881253
219632,0.001237286
219633,0.0005896013
219634,0.001038797
219635,0.00072991673
219636,0.00017092164
219637,0.0027185613
219638,0.00016122776
219639,0.005743203
219640,0.00059202185
219641,0.00047659237
219642,0.00010588105
219643,0.0019129891
219644,0.00059998233
219645,0.0014274025
219646,0.0019510731
219647,0.0008168958
219648,0.0025319753
219649,0.0029276533
219650,0.002537637
219651,0.0008785814
219652,0.00020363042
219653,0.0006121065
219654,0.0016842615
219655,0.001454633
219656,0.0006277933
219657,0.0019265739
219658,0.0009772566
219659,0.00041653757
219660,0.0005555291
219661,0.0011416711
219662,0.000923362
219663,0.00015250362
219664,0.00089780067
219665,6.177457e-05
219666,0.0020486976
219667,0.0035844888
219668,0.00010637996
219669,0.00089401176
219670,0.00039009907
219671,0.0015293532
219672,0.0021048882
219673,0.0011295471
219674,0.0012888189
219675,0.0002557319
219676,0.00039954315
219677,0.00017256581
219678,0.0014708247
219679,8.044678e-05
219680,0.0005549721
219681,0.00043777976
219682,0.0013196762
219683,0.0005918577
219684,0.00027480416
219685,0.0013649159
219686,0.00034591727
219687,0.00496246
219688,6.827854e-05
219689,0.00011652229
219690,0.0009553813
219691,0.0021097686
219692,0.004333675
219693,0.0016623589
219694,0.00088750536
219695,0.00025538105
219696,0.0023531686
219697,0.00036097452
219698,0.00057114026
219699,0.0006385136
219700,0.0002124107
219701,0.0028811034
219702,0.00037275392
219703,0.0028687175
219704,0.0013100381
219705,0.0005924035
219706,0.009428553
219707,0.0015422066
219708,0.00055335194
219709,0.0010520779
219710,0.0006775157
219711,0.0050310655
219712,0.0010028525
219713,0.00053220475
219714,0.0017369051
219715,0.0014861047
219716,0.001143974
219717,0.00030083716
219718,0.00060936407
219719,0.00019851462
219720,0.0021653965
219721,0.0006342938
219722,0.0011121568
219723,0.00037729257
219724,0.0007599518
219725,0.00040455852
219726,0.0011560392
219727,0.002464661
219728,0.0006493903
219729,0.0014238406
219730,0.00051731576
219731,0.0026645523
219732,0.00013211908
219733,0.0006971417
219734,0.00020789278
219735,0.00014145554
219736,0.0014882111
219737,0.000100278565
219738,0.0005349502
219739,0.00036718976
219740,0.0026256056
219741,0.0011768149
219742,0.00021236837
219743,0.000111061054
219744,0.00059272925
219745,0.0002822556
219746,0.0007325911
219747,0.000579288
219748,0.00027322295
219749,0.0012683675
219750,0.00095490104
219751,0.0014927433
219752,0.0020125876
219753,0.00076359406
219754,0.0010228545
219755,0.00474744
219756,0.0006950172
219757,0.00042479657
219758,0.0026721894
219759,0.008490184
219760,0.00083468825
219761,0.0022107826
219762,0.003637055
219763,0.00061779673
219764,0.002316175
219765,0.0026238647
219766,0.0009851499
219767,0.0049663596
219768,0.0008486031
219769,0.00060117594
219770,0.0004651673
219771,0.00079729233
219772,0.0003706682
219773,0.0018216958
219774,0.00083992956
219775,0.0018750314
219776,0.0014506245
219777,0.0010363711
219778,0.0006415654
219779,0.0019557758
219780,0.0015089664
219781,0.0010841173
219782,0.0013586783
219783,0.005034594
219784,0.00046380804
219785,0.0039339312
219786,0.0029153377
219787,0.00097379286
219788,0.0030294755
219789,0.0021432298
219790,0.0010358861
219791,0.0003130846
219792,0.0009924304
219793,0.0018374916
219794,0.0011885012
219795,0.00026648625
219796,0.0005560744
219797,0.00035633115
219798,0.0010619047
219799,0.0018699871
219800,0.000573294
219801,0.0002986248
219802,0.0016854238
219803,0.0008381972
219804,0.00036826395
219805,0.0002410851
219806,0.0017501138
219807,0.00040642935
219808,0.00057058514
219809,0.00041875857
219810,0.00043568568
219811,0.0019357497
219812,0.0012313274
219813,0.00029040067
219814,0.0008227392
219815,0.00089970353
219816,0.0028494105
219817,0.0052794265
219818,0.00257152
219819,0.00052956596
219820,0.0003515577
219821,0.006641825
219822,0.0009923073
219823,0.0022994273
219824,0.0011057245
219825,6.930971e-05
219826,0.00024479238
219827,0.00038682864
219828,0.0013825505
219829,0.00024985644
219830,0.00046706008
219831,0.0007400877
219832,0.0009882797
219833,0.0016260312
219834,0.0015024228
219835,0.0007578149
219836,0.0026351307
219837,0.0011675231
219838,0.00034222577
219839,0.00029556628
219840,0.0001017803
219841,0.00017694931
219842,0.002742356
219843,0.0014395191
219844,0.00020589578
219845,0.0049282466
219846,0.0014968261
219847,0.00023451548
219848,2.8738714e-05
219849,0.0037172239
219850,0.0023986204
219851,0.0011453892
219852,0.0005234509
219853,0.0018922068
219854,0.0010521756
219855,0.00019441289
219856,0.0006875729
219857,0.002186825
219858,0.023145733
219859,0.002093512
219860,0.00073738256
219861,0.00035785028
219862,0.0017812401
219863,0.002071175
219864,0.0005408641
219865,0.0009960224
219866,0.0043241857
219867,0.002582141
219868,0.0009993971
219869,0.0023065652
219870,5.2785654e-05
219871,0.00056280266
219872,5.6732002e-05
219873,0.0008783719
219874,0.0003157701
219875,0.0010495171
219876,0.00042857946
219877,8.9328256e-05
219878,0.00039200406
219879,0.00010670662
219880,0.00037658107
219881,0.00017427903
219882,0.0007861509
219883,0.0006862702
219884,0.001455234
219885,0.005497626
219886,0.0020713722
219887,0.00185192
219888,0.000851693
219889,0.0006433666
219890,0.001290008
219891,0.00041570622
219892,0.0010905177
219893,0.0010864007
219894,0.01143253
219895,0.00035747729
219896,0.0022851885
219897,0.0070595653
219898,0.002537777
219899,0.0021920386
219900,0.000239452
219901,0.0011861494
219902,0.0014988547
219903,0.00044679487
219904,0.0015441305
219905,0.00051687984
219906,0.0005722446
219907,0.00086115225
219908,0.00039967056
219909,0.00042533837
219910,0.0010792408
219911,0.00018497996
219912,0.0012679327
219913,0.0005929995
219914,0.00062160194
219915,0.013646515
219916,0.00033739884
219917,0.002255905
219918,0.0003359897
219919,0.0008473291
219920,0.00049195194
219921,0.0006108132
219922,0.0009444583
219923,0.00036207493
219924,0.0013172086
219925,0.00034217225
219926,0.0044769514
219927,0.00032596992
219928,0.00029276707
219929,0.001137658
219930,0.00042802622
219931,0.0001327905
219932,0.0010782009
219933,0.00037101147
219934,0.0012659234
219935,0.0026564035
219936,0.0011616062
219937,0.0019245461
219938,0.00045620502
219939,0.0021403432
219940,0.002127181
219941,0.0010402014
219942,0.0002708316
219943,0.00041296822
219944,0.0010679204
219945,0.0018791972
219946,0.0006770963
219947,0.0009260564
219948,5.9846305e-05
219949,0.00031721138
219950,0.0010216127
219951,0.005069614
219952,0.00338171
219953,0.0019550927
219954,0.0011924102
219955,0.00023108539
219956,0.00043839723
219957,7.928726e-05
219958,0.0002981249
219959,0.0015362938
219960,0.00013899105
219961,0.0003756636
219962,0.00014637416
219963,0.009144694
219964,0.0022276514
219965,0.0017851436
219966,6.507465e-05
219967,0.000554718
219968,0.00083922903
219969,0.00022010382
219970,0.0011486671
219971,0.0003060979
219972,0.0011445791
219973,0.00015817932
219974,0.0005514843
219975,0.0023251867
219976,0.0005279229
219977,0.0016233202
219978,0.0003502427
219979,0.00015004026
219980,0.00019945178
219981,0.0017174532
219982,0.0007614676
219983,0.0012438543
219984,0.00017693816
219985,0.00021600218
219986,0.013042234
219987,0.00078574836
219988,0.0003095552
219989,0.0012706136
219990,0.00031517018
219991,0.0038118947
219992,0.001726424
219993,0.028236717
219994,9.505357e-05
219995,0.0037288629
219996,0.0007684288
219997,0.0017990861
219998,0.0013517446
219999,0.0009153099
220000,0.0014125544
220001,0.0023254887
220002,0.003049437
220003,0.00042141648
220004,0.0027301875
220005,0.0008278767
220006,0.0018114003
220007,0.00028160866
220008,0.002249014
220009,0.0008205314
220010,0.00046234406
220011,0.0012957476
220012,0.00081112643
220013,0.00026204754
220014,0.0005861472
220015,0.0009550024
220016,0.0010964228
220017,0.0008906176
220018,0.002805445
220019,0.0009743535
220020,0.002845506
220021,0.0003014737
220022,0.0008966595
220023,0.0045395
220024,0.00027555498
220025,0.00020955208
220026,0.0032186583
220027,0.00046528946
220028,0.0011983316
220029,0.0007427386
220030,0.018798957
220031,0.00031284065
220032,0.0022301914
220033,0.00022470346
220034,0.00030585617
220035,0.0006256898
220036,0.0010717844
220037,0.0006950831
220038,0.0035812906
220039,0.00018142567
220040,0.0004184974
220041,0.00025791308
220042,0.00068505603
220043,0.0022993258
220044,0.0012649837
220045,0.00021554863
220046,0.00068467885
220047,0.00022224928
220048,8.680586e-05
220049,0.0042429985
220050,0.0018646962
220051,0.005065436
220052,0.00033414568
220053,8.966465e-05
220054,0.0006174996
220055,4.9009297e-05
220056,0.00016184628
220057,0.0011121769
220058,0.00048784786
220059,0.0017099807
220060,0.0010286429
220061,0.0009527205
220062,0.0013062273
220063,9.515039e-05
220064,0.0010194709
220065,0.001699347
220066,0.00044707116
220067,0.001438559
220068,0.0055222576
220069,0.0009831431
220070,0.0011884635
220071,0.0005157598
220072,0.0005107495
220073,0.0020374586
220074,0.008696086
220075,0.0002588103
220076,0.0021778408
220077,0.00018219615
220078,0.0038762435
220079,0.0002571867
220080,0.0006079845
220081,0.00020412588
220082,0.0025727353
220083,0.0010013671
220084,0.0032950449
220085,0.0011517296
220086,0.0013916537
220087,0.0009619805
220088,0.00089410273
220089,0.0005137956
220090,0.0007347391
220091,0.00028134955
220092,0.00049631094
220093,0.0010907146
220094,0.0007005591
220095,0.0012105461
220096,0.0007721281
220097,0.0049613197
220098,0.0002281853
220099,0.0019706434
220100,0.0002860694
220101,0.0019745505
220102,0.00073653244
220103,0.0003516979
220104,0.0033866982
220105,0.0018429896
220106,0.0015673818
220107,0.0012583213
220108,0.00094653654
220109,0.0012630795
220110,0.0003549399
220111,0.0039252597
220112,0.0013975769
220113,0.0015927206
220114,0.0006841731
220115,0.001854239
220116,0.00034421438
220117,0.0013752172
220118,0.00065631873
220119,0.00095842424
220120,0.00013358794
220121,0.0003604141
220122,0.004297209
220123,0.0012111239
220124,0.0018680161
220125,0.0005485007
220126,0.0011069981
220127,0.0009455229
220128,0.00021331955
220129,0.00046570023
220130,0.0036564493
220131,0.002172856
220132,0.0035895922
220133,0.0014025723
220134,0.00025495532
220135,0.0001504829
220136,0.0011925354
220137,0.0001826847
220138,0.00016807273
220139,0.0009008225
220140,0.0002832872
220141,0.0014768422
220142,0.00055526895
220143,0.00014351655
220144,0.00030505468
220145,0.0006338667
220146,0.0025766867
220147,0.00043252343
220148,0.0008020293
220149,0.0021595226
220150,0.00036699517
220151,0.0018130245
220152,0.0024574474
220153,0.0013952942
220154,0.0001995801
220155,0.00015723016
220156,0.0019716502
220157,0.002731486
220158,0.0012646144
220159,0.0015384245
220160,0.0013100907
220161,0.00096640654
220162,0.0018453517
220163,0.0031002448
220164,0.00039854628
220165,0.0010116902
220166,0.0029560092
220167,0.00013235975
220168,0.0009175403
220169,0.0022278752
220170,0.0021844343
220171,0.001198367
220172,0.00040136493
220173,0.00017850574
220174,0.00013545777
220175,0.0029063392
220176,0.0011023872
220177,0.00020003653
220178,0.00036755833
220179,0.00034990167
220180,0.00046046916
220181,0.0015132113
220182,0.00037365183
220183,0.0006715108
220184,0.0010359347
220185,0.0005227714
220186,0.00068078336
220187,0.0013892795
220188,0.00056530576
220189,0.00095618673
220190,0.00036965936
220191,8.5577536e-05
220192,0.0003180785
220193,0.003024246
220194,0.0001724081
220195,0.0015548909
220196,0.0014666364
220197,0.0019299093
220198,0.016021106
220199,0.0003988014
220200,0.0019527941
220201,0.00094072276
220202,0.00089631614
220203,0.00063141837
220204,0.0016112908
220205,0.0012474672
220206,0.0007262211
220207,0.0008772531
220208,0.00029971806
220209,0.00045029336
220210,0.000531784
220211,0.0005260315
220212,0.0012976339
220213,0.005757623
220214,0.00042474485
220215,0.0008835844
220216,0.0010387175
220217,0.0001322673
220218,0.0013334266
220219,0.0012913499
220220,0.0034392632
220221,0.0010352962
220222,0.0002540989
220223,0.0036297005
220224,0.00043767615
220225,0.0001898791
220226,0.0010365611
220227,0.0001998839
220228,0.0019338329
220229,0.00042212335
220230,0.00035648473
220231,9.970763e-05
220232,0.00048994296
220233,0.0009621393
220234,0.00027365744
220235,0.00013543465
220236,0.0008869603
220237,0.00039826854
220238,0.00015738393
220239,8.526711e-05
220240,0.000106460764
220241,0.0013480054
220242,0.00083431107
220243,0.000931208
220244,0.0007585003
220245,0.0069037466
220246,9.591646e-05
220247,0.00073277316
220248,0.00031843403
220249,0.00689132
220250,0.00033944877
220251,0.00040103597
220252,7.415668e-05
220253,0.0021549931
220254,0.0015651667
220255,0.00062317366
220256,0.0018600676
220257,0.00760471
220258,0.00028565
220259,0.0016800137
220260,0.0005994996
220261,0.000520005
220262,0.0024331552
220263,0.0003649282
220264,0.00083721866
220265,0.00026561753
220266,0.00083372544
220267,0.00045234096
220268,0.0011821329
220269,0.0011800943
220270,0.00015005996
220271,0.0013051914
220272,9.0992056e-05
220273,0.0013340374
220274,0.014548768
220275,0.00046772888
220276,0.0014603467
220277,0.00079165597
220278,0.00083830266
220279,0.0005235373
220280,0.00037443865
220281,0.0016717473
220282,0.0029078436
220283,0.00010388979
220284,0.00037986488
220285,0.00017584102
220286,0.0007427398
220287,0.00020952043
220288,0.00039706682
220289,0.0002749011
220290,0.0002718231
220291,0.00023122548
220292,0.00014723276
220293,0.00075099216
220294,0.0015344213
220295,0.0017206024
220296,0.00018572173
220297,0.0022618338
220298,0.00048077473
220299,0.000421629
220300,0.0014883784
220301,5.1763385e-05
220302,0.0022257357
220303,0.0011908573
220304,0.0074253217
220305,0.0013018717
220306,0.00019171243
220307,0.0020544801
220308,0.0025523447
220309,0.0005400623
220310,0.0010508264
220311,0.0004858644
220312,0.0014315943
220313,0.000908872
220314,0.0021498268
220315,0.0005283469
220316,5.9907015e-05
220317,0.0033219424
220318,0.001023707
220319,0.003810747
220320,0.00040983618
220321,0.00095262815
220322,0.0007158059
220323,0.0001286669
220324,0.0008765038
220325,0.0004116823
220326,0.00012297295
220327,0.0023461967
220328,0.0036300004
220329,0.0007804404
220330,0.00015689009
220331,0.0005874484
220332,0.0002911245
220333,0.00068688655
220334,0.0021241899
220335,0.0006430188
220336,0.0010535317
220337,0.0010790328
220338,0.0010676177
220339,0.0040531754
220340,0.00023250448
220341,0.0010581163
220342,0.0019626268
220343,0.0005591467
220344,0.0013986977
220345,0.00038703874
220346,0.0006807927
220347,0.00035887706
220348,0.010641141
220349,0.00066173205
220350,0.000315746
220351,0.00060228753
220352,0.0010389222
220353,0.0017021094
220354,0.0005468692
220355,0.0014727187
220356,0.00095986883
220357,0.0014480404
220358,0.005215918
220359,0.0005581096
220360,0.0014209108
220361,0.00044263285
220362,0.0010164393
220363,0.006959622
220364,0.00010669821
220365,0.004713161
220366,6.825019e-05
220367,0.00062178023
220368,5.9331982e-05
220369,0.0008775581
220370,0.0007095945
220371,0.00065646635
220372,0.0020936653
220373,0.00070714246
220374,0.0012432403
220375,0.0012119475
220376,0.0015969435
220377,0.0002821079
220378,0.0013870194
220379,0.002529233
220380,0.0003968159
220381,0.0013935475
220382,0.0011422023
220383,0.0010430862
220384,0.0022549846
220385,0.00035194232
220386,0.0028925207
220387,0.0019179586
220388,0.0002551132
220389,0.0043373634
220390,0.0042180847
220391,0.0023904503
220392,0.0010051096
220393,0.0012235411
220394,0.0006613203
220395,0.0021313175
220396,0.00025456338
220397,0.0018641762
220398,0.00038991738
220399,0.00063209655
220400,0.00079866266
220401,0.0006448879
220402,0.000851832
220403,0.003084409
220404,0.0003255533
220405,0.054014087
220406,0.00028527385
220407,0.0012344281
220408,0.0004962472
220409,0.002374488
220410,0.000119642806
220411,0.003278322
220412,0.0053384667
220413,0.0013842811
220414,0.0033029746
220415,0.00039697913
220416,0.00055932393
220417,0.0019579255
220418,0.0014349342
220419,0.00092790497
220420,0.0020964448
220421,0.0015781634
220422,0.00053569744
220423,0.0010254462
220424,0.00019557704
220425,0.0031348548
220426,0.0010809724
220427,0.003952122
220428,7.364189e-05
220429,0.0009910081
220430,0.0003354254
220431,0.0013599147
220432,0.00014519235
220433,0.0015377129
220434,0.0037968133
220435,0.0015019348
220436,0.0007365767
220437,0.0014789499
220438,8.938452e-05
220439,0.00024955688
220440,0.0008796087
220441,0.0006168891
220442,0.0023690113
220443,0.00029995127
220444,0.0013983253
220445,0.010443082
220446,0.00030122075
220447,0.0026978762
220448,0.0007250835
220449,0.00076571415
220450,0.0008458089
220451,0.00054405065
220452,0.00022825347
220453,0.0006283781
220454,0.0011446228
220455,0.00024758166
220456,0.0007178371
220457,0.00040386972
220458,0.00047405885
220459,0.0015339705
220460,0.001443286
220461,0.00022617448
220462,0.0011955072
220463,9.133601e-05
220464,0.0010349047
220465,9.5602416e-05
220466,0.00043003252
220467,6.4973094e-05
220468,0.0001272309
220469,0.0006861889
220470,0.00015293814
220471,0.00019576692
220472,0.00058966666
220473,0.00044881218
220474,0.0005489313
220475,0.0032196317
220476,0.001380346
220477,0.0006573972
220478,0.0015509654
220479,0.0008816879
220480,0.0014513221
220481,0.0003162433
220482,0.002011133
220483,0.00033004684
220484,0.00072584755
220485,0.008266687
220486,0.00046655317
220487,0.00014344405
220488,0.00037930385
220489,0.00025451375
220490,0.0003728484
220491,0.001974991
220492,0.00079568895
220493,0.0012657694
220494,0.00038689352
220495,0.00013810386
220496,0.0011267938
220497,0.00040449918
220498,0.0004448789
220499,0.0034053058
220500,0.0014204562
220501,0.001268281
220502,4.3958014e-05
220503,0.00030535506
220504,0.0023251423
220505,0.0006411283
220506,0.00016063298
220507,0.0027399512
220508,0.0030971218
220509,0.0014353441
220510,0.00015027472
220511,0.00034903226
220512,0.0020272736
220513,0.00010261395
220514,0.00018788243
220515,0.0018903601
220516,2.6504324e-05
220517,0.0010156377
220518,0.00052497094
220519,0.00078179344
220520,0.0045209914
220521,0.0017332617
220522,0.0006643472
220523,0.00047985226
220524,0.0041224686
220525,0.0026686077
220526,0.0016088517
220527,0.00039992481
220528,0.00048631703
220529,0.0005317618
220530,0.0001861389
220531,0.0019160475
220532,0.0038115513
220533,0.0007500981
220534,0.0015715945
220535,0.00015595196
220536,0.00082219904
