,ANONYMOUS_1,YEAR,ANONYMOUS_2,AG,CO,CR,CU,FE,H2O,MN,MO,NI,PQINDEX,TI,V,V40,ZN,Y_LABEL
2056,4872,2016,200,0,0,0,9,2,0.0,0,0,0,6,0,0,45.7,654,0
7327,2046,2008,550,1,0,1,127,34,0.0,1,0,0,11,0,0,44.5,716,0
1728,1364,2010,200,0,0,0,0,3,0.0,0,0,0,24,0,0,67.3,61,0
11429,2325,2009,200,0,0,1,167,13,0.0,0,0,0,23,0,0,46.6,517,0
2227,1674,2009,200,0,0,0,204,55,0.0,0,6,0,15,0,0,44.0,649,1
4754,2125,2017,625,0,0,0,19,0,0.0,0,0,0,12,0,0,46.5,678,0
3940,1379,2010,200,0,0,0,192,54,0.0,0,0,0,6,0,0,48.2,696,0
1544,3419,2016,200,0,0,0,2,1,0.0,0,0,0,11,0,0,62.1,396,0
4882,1797,2011,200,0,0,1,163,22,0.0,0,4,0,17,0,1,43.7,667,0
3567,1175,2012,200,0,0,0,152,1,0.0,0,0,0,9,0,0,45.3,668,0
6100,1632,2016,200,1,0,0,32,0,0.0,0,0,0,7,0,0,38.2,663,0
13210,4519,2011,200,0,0,0,0,3,0.0,0,0,0,18,0,0,65.3,306,0
3372,4844,2021,1014,0,0,0,4,0,0.0,0,0,0,6,0,0,47.2,652,0
13549,1345,2015,200,0,0,0,6,6,0.0,0,0,0,16,0,0,77.0,1055,0
4832,2057,2013,200,0,0,0,9,2,0.0,0,1,0,16,0,0,44.7,633,0
13783,1364,2007,375,0,0,0,135,1,0.0,0,2,0,12,0,0,42.8,674,0
14073,6626,2018,200,0,0,0,12,13,0.0,0,1,0,13,0,0,46.8,640,0
4329,1355,2014,200,0,0,0,8,8,0.0,0,0,0,3,0,0,47.1,552,0
6048,1660,2008,550,0,0,0,166,50,0.0,1,0,0,28,0,0,42.3,618,0
8920,3974,2021,1697,0,0,0,4,9,0.0,0,0,0,8,0,0,69.4,103,0
5938,3423,2014,550,0,0,2,9,12,0.0,0,0,0,15,0,0,54.2,466,0
10546,2927,2010,200,0,0,0,43,64,0.0,0,0,0,39,0,0,45.1,64,0
8813,2052,2014,200,0,0,0,11,10,0.0,0,0,0,14,0,0,51.0,478,1
13275,2482,2011,200,0,0,2,22,16,0.0,0,21,0,17,0,0,69.5,819,0
13560,1269,2012,469,0,0,0,4,5,0.2,0,6,0,9,0,0,49.2,507,0
9258,1000,2009,200,1,0,0,158,49,0.0,1,0,0,28,0,0,42.2,443,0
13410,1762,2011,200,0,0,0,3,0,0.0,0,0,0,15,0,0,45.9,722,0
5242,2085,2012,200,0,0,0,92,2,0.0,0,0,0,3,0,0,45.8,694,0
6733,1406,2008,375,1,0,0,141,3,0.0,0,0,0,15,0,0,44.3,584,1
6198,8957,2013,200,0,0,2,4,8,0.0,0,0,0,17,0,0,62.4,74,0
7899,2078,2007,550,1,0,0,201,1,0.0,0,0,0,14,0,0,43.4,654,0
12075,1506,2014,200,0,0,0,36,8,0.0,0,0,0,6,0,0,48.6,633,0
12731,1549,2008,749,0,0,0,127,5,0.0,0,0,0,13,0,0,53.1,496,0
3651,2168,2008,200,0,0,4,46,29,0.0,0,0,0,40,0,0,61.4,460,0
10853,4637,2018,200,0,0,0,11,2,0.0,0,0,0,5,0,0,61.5,297,0
3664,3569,2017,2300,0,0,0,7,4,0.0,0,0,0,45,0,0,46.2,572,0
12961,8024,2018,200,0,0,1,19,9,0.0,0,0,0,5,0,0,68.8,102,0
4276,8121,2013,200,0,0,4,122,90,0.0,0,0,0,29,0,0,53.9,616,0
1411,1647,2007,550,0,0,0,158,24,0.0,0,0,0,13,0,0,43.2,674,0
8433,1968,2014,200,0,0,0,149,2,0.0,0,0,0,19,0,0,45.0,624,0
7559,2456,2020,920,0,0,0,12,4,0.0,0,0,0,40,0,0,53.8,304,0
4559,1910,2013,200,0,0,5,1,7,0.0,0,0,0,25,2,0,62.0,378,0
10247,2358,2019,200,0,0,0,123,2,0.0,0,1,0,85,0,0,47.3,482,0
11474,2246,2009,200,0,0,1,22,32,0.0,1,0,1,94,0,0,54.8,356,0
13493,2224,2008,375,0,0,0,137,17,0.0,0,0,0,21,0,0,41.0,585,0
12530,2400,2015,200,0,0,0,2,2,0.0,0,0,0,5,0,0,47.8,700,0
7234,2166,2022,1366,0,0,0,19,12,0.0,0,0,0,26,0,0,66.6,98,0
7025,2487,2011,200,0,0,0,6,7,0.0,0,0,0,11,0,0,44.0,662,0
5202,4137,2015,200,0,0,0,5,13,0.0,0,2,0,26,0,0,43.5,656,0
6652,2756,2008,550,0,0,0,148,1,0.0,0,0,0,13,0,0,43.1,597,0
5315,1354,2013,200,0,0,0,4,2,0.0,0,0,0,18,0,0,47.6,677,0
511,2008,2011,200,0,0,1,6,8,0.0,0,0,0,18,0,0,68.2,278,0
3105,1179,2008,379,0,0,0,126,2,0.0,0,0,0,7,0,0,44.2,601,1
7050,4985,2015,200,0,0,3,0,13,0.0,0,0,0,16,0,0,69.0,376,0
6425,3702,2012,200,0,0,0,7,3,0.0,0,0,0,18,0,0,47.7,617,0
11951,3490,2015,200,0,0,3,3,4,0.0,0,0,0,5,0,0,66.3,307,0
13846,1702,2018,902,0,0,0,3,3,0.0,0,0,0,7,0,0,45.5,400,0
13665,2737,2016,200,0,0,0,5,3,0.0,0,0,0,15,0,0,56.1,420,0
1577,5514,2013,200,0,0,0,146,64,0.0,2,44,0,31,0,0,38.2,836,0
8747,1379,2009,200,0,0,0,225,103,0.0,1,0,0,23,0,0,44.6,673,0
12782,7309,2017,200,0,0,0,7,5,0.0,0,0,0,10,0,0,63.6,70,0
12299,2498,2013,200,0,0,0,8,2,0.0,0,0,0,5,0,0,47.8,642,0
9399,1336,2010,536,0,0,0,115,4,0.0,0,0,0,5,0,0,44.6,741,0
3176,7624,2017,200,0,0,0,8,10,0.0,0,0,0,42,0,0,64.2,401,0
9195,1635,2008,480,0,0,0,89,151,0.0,2,0,0,33,0,0,57.2,362,0
718,3480,2018,375,0,0,0,9,4,0.0,0,0,0,5,0,0,44.8,746,0
6932,1326,2019,200,0,0,1,3,3,0.0,0,0,0,5,0,0,45.4,349,0
6635,2138,2015,200,0,0,0,7,3,0.0,0,0,0,12,0,0,47.2,707,0
3186,1501,2007,200,0,0,1,162,6,0.0,1,0,0,192,0,0,45.5,254,0
711,4969,2014,200,0,0,0,4,4,0.0,0,0,0,12,0,0,52.8,538,0
3478,16413,2021,900,0,0,0,35,2,0.0,0,0,0,10,0,0,46.1,621,0
4639,4567,2015,200,0,0,0,14,2,0.0,0,0,0,5,0,0,45.7,697,0
8814,2047,2012,1247,0,0,0,5,4,0.0,0,0,0,2,0,0,44.6,685,0
5009,4176,2013,200,0,0,0,1,0,0.0,0,0,0,5,0,0,44.5,467,0
1666,2175,2021,418,0,0,0,4,0,0.0,0,0,0,9,0,0,63.3,138,0
2708,6880,2017,200,0,0,0,11,6,0.0,0,0,0,15,0,0,47.3,560,0
8309,5545,2011,550,0,0,0,160,5,0.0,0,0,0,3,0,0,51.6,510,0
13697,4838,2020,1008,0,0,0,29,6,0.0,0,0,0,17,0,0,63.0,195,0
6069,4514,2013,200,0,0,0,11,15,0.0,0,1,0,8,0,0,55.9,485,0
4379,1486,2012,200,0,0,0,5,6,0.0,0,0,0,13,0,0,54.5,401,0
11682,1350,2007,375,1,0,0,191,18,0.0,0,0,0,10,0,0,43.2,575,0
11309,4149,2022,554,0,0,0,25,7,0.0,0,0,0,8,0,0,61.6,321,0
1714,2770,2012,200,0,0,0,29,4,0.0,0,0,0,26,0,0,46.8,513,0
1307,1406,2013,200,0,0,0,5,5,0.0,0,0,0,8,0,0,44.2,584,0
9235,2421,2008,200,0,0,0,45,5,0.0,0,0,0,5,0,0,63.8,420,0
1589,1418,2007,375,0,0,0,87,2,0.0,0,0,0,11,0,0,44.7,537,0
10171,8909,2015,200,0,0,0,7,1,0.0,0,0,0,14,0,0,44.9,693,0
4347,3811,2015,200,0,0,1,14,11,0.0,0,0,0,13,0,0,69.5,278,0
6319,2152,2014,200,0,0,4,0,7,0.0,0,0,0,17,0,0,65.0,326,0
3283,1377,2009,550,0,1,1,266,124,0.0,2,1,1,15,0,0,43.3,590,0
10470,2039,2011,200,0,0,1,5,8,0.0,0,0,0,8,0,0,67.1,301,0
8339,2456,2008,375,0,0,0,739,88,0.0,1,0,0,10,0,0,43.6,634,0
9517,1727,2008,200,0,0,1,14,11,0.0,0,3,0,14,0,0,69.6,658,0
8667,5411,2014,200,0,0,0,4,18,0.3,0,0,0,17,0,0,64.3,120,1
1306,1739,2021,560,0,0,1,5,18,0.0,0,0,0,8,0,0,68.4,113,0
6282,1693,2019,200,0,0,0,4,2,0.0,0,0,0,18,0,0,58.23,452,0
6483,1275,2007,475,0,0,0,362,425,0.0,4,0,0,76,0,0,44.8,626,0
11394,2752,2020,552,0,0,0,17,4,0.0,0,0,0,8,0,0,67.3,101,0
4838,5540,2010,200,0,0,0,161,33,0.0,0,0,0,27,0,0,44.2,481,0
8174,4425,2011,200,0,0,0,2,3,0.0,0,0,0,2,0,0,69.2,212,0
5870,4214,2018,550,0,0,0,6,6,0.0,0,0,0,5,0,0,50.3,622,0
14009,1727,2008,200,0,0,1,1,5,0.0,0,19,0,60,0,0,73.0,590,0
11057,1000,2009,200,0,0,0,189,36,0.0,1,0,0,5,0,0,44.1,611,0
1997,1188,2009,200,0,0,0,138,21,0.0,0,0,0,16,0,0,44.2,687,0
10612,1697,2022,897,0,0,0,19,3,0.0,0,0,0,5,0,0,45.8,680,0
6459,8672,2017,522,0,0,3,12,10,0.0,0,0,0,22,0,0,48.7,280,1
3784,1675,2013,200,0,0,0,44,3,0.0,0,0,0,5,0,0,46.3,680,0
13553,1695,2012,200,0,0,0,3,6,0.0,0,2,0,20,0,0,69.7,412,0
9554,2007,2015,200,0,0,5,19,7,0.0,0,0,0,5,0,0,62.8,297,0
10380,1177,2016,377,0,0,0,5,4,0.0,0,0,0,10,0,0,64.9,666,0
11173,1000,2017,200,0,0,1,2,5,0.0,0,0,0,17,0,0,70.8,30,0
4473,3088,2011,200,0,0,1,11,4,0.0,0,1,0,12,0,0,44.5,725,0
4143,2896,2014,200,0,0,0,6,6,0.0,0,0,0,15,0,0,44.1,719,0
13784,1697,2016,550,0,0,3,167,178,0.0,4,0,6,783,0,0,150.1,152,0
12238,1527,2016,375,0,0,1,17,7,0.0,0,0,0,30,0,0,48.2,612,0
6342,2519,2021,1719,0,0,0,3,1,0.0,0,0,0,5,0,0,42.0,697,0
3475,1867,2009,200,0,0,0,157,25,0.0,0,0,0,23,0,0,42.0,690,0
9448,1179,2012,379,0,0,0,72,53,0.0,0,0,0,20,0,0,48.3,495,0
5566,2466,2016,200,0,0,0,2,1,0.0,0,0,0,7,0,0,3.4,4,0
10659,5191,2017,520,0,0,0,4,0,0.0,0,0,0,16,0,0,45.8,758,0
6471,2302,2009,200,0,0,0,218,53,0.0,0,0,0,12,0,0,46.3,620,0
7396,1366,2012,200,0,0,0,110,5,0.0,0,0,0,1,0,0,54.4,476,0
1474,6282,2016,375,0,0,1,1,8,0.0,0,0,0,23,0,0,68.4,268,0
7031,1914,2013,200,0,0,0,13,6,0.0,0,0,0,9,0,0,46.7,646,0
1730,1382,2011,582,0,0,0,128,2,0.0,0,0,0,9,0,0,43.0,676,0
10191,2399,2015,200,0,0,1,7,5,0.0,0,0,0,22,0,0,53.3,583,0
7871,3105,2017,200,0,0,0,4,21,0.0,0,0,0,19,0,0,46.7,235,0
878,2394,2018,1594,0,0,1,15,0,0.0,0,0,0,13,0,0,60.4,357,0
6449,1183,2008,383,0,0,0,64,149,0.0,1,0,0,58,0,0,63.4,265,0
13519,1781,2013,200,0,0,0,9,5,0.0,0,0,0,7,0,0,62.0,600,0
10799,3098,2018,1600,0,0,1,27,55,0.0,1,0,0,53,0,0,68.8,288,0
2513,1687,2013,200,0,0,0,91,2,0.0,0,0,0,8,0,0,44.1,628,0
4809,2467,2008,200,0,0,1,177,102,0.0,1,0,0,37,0,0,45.0,650,0
13634,5963,2014,200,0,0,0,12,11,0.0,0,0,0,28,0,0,58.5,414,0
36,1364,2007,375,0,0,0,111,7,0.0,0,0,0,1,0,0,53.4,578,0
6559,1796,2016,200,0,0,1,191,13,0.0,0,0,0,11,1,0,61.6,824,0
10031,1366,2013,200,0,0,0,4,4,0.0,0,0,0,10,0,0,44.9,689,0
5554,1342,2014,200,0,0,0,145,4,0.0,0,0,0,9,0,0,44.9,624,0
5793,3819,2011,200,0,0,0,3,3,0.0,0,0,0,9,0,0,55.6,423,0
6224,2901,2015,200,0,0,0,0,3,0.0,0,0,0,10,0,0,71.3,436,0
12069,1179,2017,379,0,0,0,8,18,0.0,0,3,0,84,0,0,44.7,633,0
11594,2941,2014,200,0,0,0,10,2,0.0,0,0,0,7,0,0,44.9,673,0
483,1486,2011,200,0,0,1,334,117,0.0,2,2,0,19,0,0,43.1,662,0
7356,1735,2018,568,0,0,1,10,9,0.0,0,0,0,13,0,0,49.7,419,0
9579,1664,2007,550,0,0,0,198,3,0.0,0,0,0,20,1,0,44.4,674,0
3263,3448,2017,548,0,0,0,34,1,0.0,0,0,0,5,0,0,53.6,582,0
2061,1738,2014,200,0,0,0,4,5,0.0,0,0,0,11,0,0,44.0,713,0
3357,5333,2016,200,0,0,0,14,5,0.0,0,0,0,18,0,0,44.4,705,0
3056,3974,2017,200,0,0,0,15,19,0.0,0,0,0,26,0,0,56.5,224,0
2663,1715,2010,200,0,0,0,176,5,0.0,0,0,0,5,0,0,44.3,708,0
7120,2325,2009,1525,0,0,1,153,22,0.0,0,1,0,10,0,0,48.9,464,0
2545,1401,2013,200,0,0,0,3,2,0.0,0,0,0,18,0,0,62.8,271,0
13093,7249,2016,200,0,0,3,3,14,0.0,0,0,0,18,0,0,67.2,310,0
6825,2225,2014,200,0,0,1,2,8,0.0,0,0,0,44,0,0,68.9,190,0
11016,1358,2008,375,0,0,0,134,2,0.0,0,0,0,4,0,0,44.4,797,0
12842,1424,2009,624,0,0,0,154,26,0.0,0,0,0,11,0,0,44.0,622,0
6872,8839,2012,200,0,0,0,3,0,0.0,0,0,0,15,0,0,45.1,552,1
5700,3095,2013,200,0,0,0,150,4,0.0,0,0,0,6,0,0,45.5,636,0
13189,1648,2015,200,0,0,0,5,4,0.0,0,0,0,9,0,0,47.4,608,0
1929,1415,2022,615,0,0,0,35,4,0.0,0,0,0,14,0,0,42.6,703,0
4993,1777,2008,550,0,0,0,136,2,0.0,0,0,0,133,0,0,44.0,702,0
13684,1436,2012,200,0,0,0,10,3,0.0,0,0,0,8,0,0,46.0,659,0
2632,1000,2014,200,0,0,6,61,3,0.0,0,0,0,8,0,0,63.0,340,0
7524,1705,2008,905,0,0,2,151,85,0.0,1,0,0,22,0,0,55.9,463,0
10733,2729,2016,200,0,0,5,13,8,0.0,0,5,0,12,0,0,62.3,84,0
5893,9425,2015,200,0,0,0,2,2,0.0,0,0,0,6,0,0,43.9,631,0
11652,1000,2013,200,0,0,0,4,2,0.0,0,0,0,12,0,0,43.9,565,0
10287,4302,2014,200,0,0,0,9,8,0.0,0,0,0,13,0,0,67.6,319,0
10565,1972,2015,200,0,0,1,70,7,0.0,0,0,0,12,0,0,56.5,627,0
