,ANONYMOUS_1,YEAR,ANONYMOUS_2,AG,CO,CR,CU,FE,H2O,MN,MO,NI,PQINDEX,TI,V,V40,ZN,Y_LABEL
10216,5139,2015,200,0,0,1,3,23,0.0,0,0,0,23,0,0,103.1,1174,0
6840,7081,2014,200,0,0,0,6,92,0.0,0,1,0,54,0,0,136.5,30,0
4396,2247,2013,200,0,0,0,0,53,0.0,0,0,0,61,0,0,128.3,5,0
7826,2901,2015,200,0,0,0,0,34,0.0,0,0,0,262,0,0,132.7,5,0
3261,1772,2016,200,0,0,1,5,128,0.0,1,0,0,22,0,0,173.7,36,0
13900,1364,2008,564,0,0,1,2,8,0.0,0,119,0,12,0,0,106.5,1235,0
1176,3599,2009,200,0,0,0,279,37,0.0,0,0,0,104,0,0,43.7,639,0
2016,2130,2011,200,0,0,0,284,16,0.0,0,3,0,3,0,0,70.0,1169,0
5110,5588,2014,200,0,0,8,67,625,0.0,8,5,3,280,0,0,150.4,154,0
7398,5956,2020,393,0,0,1,13,94,0.0,1,0,0,34,0,0,131.0,29,0
880,2639,2008,200,0,0,0,4,105,0.0,1,3,0,103,0,0,58.6,1213,0
10730,4381,2019,704,0,0,0,4,71,0.0,0,2,0,49,0,0,37.4,23,0
5870,4214,2018,550,0,0,0,6,6,0.0,0,0,0,5,0,0,50.3,622,0
13233,34863,2016,200,0,1,6,52,532,0.0,4,1,3,759,8,1,152.5,20,0
3298,2794,2008,200,0,0,6,9,462,0.0,9,11,1,530,0,0,70.6,1360,0
3252,1184,2011,384,0,0,1,8,33,0.0,2,61,1,5,0,0,91.7,1235,0
777,7440,2016,375,0,0,2,2,266,0.0,3,2,0,65,0,0,169.5,33,0
6983,1768,2010,350,0,0,0,360,29,0.0,0,5,0,17,0,0,70.5,1160,0
166,6083,2012,200,0,0,0,23,70,0.0,0,0,0,49,0,0,45.7,307,0
12363,1319,2013,200,0,0,0,8,39,0.0,0,2,0,70,0,0,148.2,60,0
3553,1600,2015,200,0,0,0,0,14,0.0,0,0,0,16,0,0,97.0,980,0
9218,1337,2013,200,0,0,4,36,67,0.0,1,18,0,2,0,0,97.9,992,0
2407,2002,2007,1202,0,0,0,100,8,0.0,0,1,0,12,0,0,64.0,1231,0
3607,1648,2015,200,0,0,0,0,8,0.0,0,3,0,7,0,0,110.6,1252,0
5092,7298,2013,200,0,0,4,8,26,0.0,1,144,0,8,0,0,115.5,964,0
7101,2169,2017,669,0,0,0,4,17,0.0,0,0,0,9,0,0,63.4,1137,0
6142,1743,2007,943,0,0,3,12,87,0.0,1,31,1,27,1,0,94.6,1256,0
12435,1138,2015,200,0,0,0,7,5,0.0,0,0,0,6,0,0,61.3,144,0
6323,2414,2009,200,0,0,4,4,257,0.0,3,0,1,1331,0,0,140.4,15,0
6168,8163,2015,200,0,0,3,0,113,0.0,2,0,0,767,2,0,133.3,12,0
3216,2048,2011,200,0,0,1,8,43,0.0,0,203,0,24,0,0,118.1,1351,0
7067,1392,2008,200,0,0,0,133,27,0.0,0,0,0,10,0,0,43.8,699,0
2259,3062,2011,200,0,0,5,1,158,0.0,2,0,0,703,0,0,125.7,26,0
8134,2125,2010,691,0,0,0,128,17,0.0,0,0,0,9,0,0,49.6,534,0
106,2402,2008,550,1,1,17,74,1006,0.0,12,3,5,3440,4,0,144.2,60,0
11970,5531,2019,200,0,0,0,3,23,0.0,0,5,0,5,0,0,98.1,1033,0
11238,2419,2019,542,0,0,1,3,19,0.0,0,4,0,5,0,0,95.5,1278,0
3759,1712,2018,550,0,0,2,5,44,0.0,1,45,0,6,0,0,102.1,1300,1
12876,2367,2014,200,0,0,3,6,146,0.0,5,5,0,711,0,0,56.2,1341,1
12495,2067,2014,200,0,0,7,96,89,0.0,3,49,0,15,0,0,86.9,1256,0
9273,1708,2010,908,0,0,0,80,0,0.0,0,0,0,9,0,0,44.7,630,0
2413,4476,2019,994,0,0,3,2,12,0.0,0,0,0,10,0,0,103.5,1043,0
12245,2805,2011,200,0,0,3,9,29,0.0,0,220,0,7,0,0,114.3,1326,0
335,5011,2008,200,0,0,2,15,55,0.0,1,0,0,139,0,0,196.5,705,0
1903,1730,2008,930,0,0,7,3,49,0.0,0,0,0,7,0,0,98.8,1169,0
1262,1172,2012,372,0,0,2,2,9,0.0,0,0,0,11,0,0,67.6,264,0
2084,1140,2011,200,0,0,2,0,76,0.0,2,0,0,118,0,0,140.2,19,0
9865,1697,2020,514,0,0,2,27,15,0.0,0,0,0,9,0,0,102.6,1103,0
8051,2442,2009,200,0,0,5,7,34,0.0,0,129,0,25,0,0,99.5,1533,0
9950,2568,2020,362,0,0,14,3,2140,0.0,15,2,6,1221,1,0,164.7,52,0
12261,1796,2016,200,0,0,4,4,32,0.0,1,0,1,16,0,0,94.1,1086,0
11535,2358,2019,200,0,0,1,2,104,0.0,10,47,1,667,0,0,176.8,100,0
3549,2852,2016,200,0,0,0,0,65,0.0,1,0,1,102,0,0,154.5,15,0
580,2443,2012,200,0,0,0,12,40,0.0,0,0,0,33,0,0,129.2,13,0
8611,1353,2013,200,0,0,0,1,13,0.0,0,2,0,5,0,0,85.1,1216,0
913,5188,2013,200,0,0,20,5,670,0.0,13,0,1,1929,1,0,140.2,19,0
12263,4106,2014,200,0,0,0,0,34,0.0,0,0,0,75,0,0,145.6,5,1
5725,1204,2012,404,0,0,14,1,19,0.0,0,54,0,14,0,0,97.1,940,0
887,2799,2021,598,0,0,5,9,753,0.0,21,28,1,1063,0,0,47.0,967,0
2348,1352,2008,550,1,0,2,0,118,0.0,0,8,0,132,0,0,131.2,69,0
8729,9832,2015,200,0,0,0,3,79,0.0,0,0,0,79,0,0,126.7,9,0
8764,2400,2016,200,0,0,2,0,96,0.0,0,0,0,177,0,0,132.9,100,0
4368,2041,2013,510,0,0,0,6,16,0.0,4,1,0,15,0,0,61.6,929,0
7716,2130,2011,200,0,0,0,155,10,0.0,0,0,0,5,0,0,44.9,687,0
12560,2054,2011,564,0,0,2,50,74,0.0,2,14,0,11,0,0,95.6,1096,0
6375,2037,2009,200,0,0,2,4,15,0.0,0,0,0,11,0,0,65.6,403,0
1908,2444,2013,200,0,0,0,6,5,0.0,0,0,0,8,0,0,60.3,216,0
10000,2117,2013,200,0,0,0,3,4,0.0,0,0,0,9,0,0,48.9,560,0
6702,1373,2016,200,0,0,0,0,8,0.0,0,5,0,13,0,0,115.7,1321,0
11880,2190,2016,200,0,0,0,1,30,0.0,0,0,0,33,0,0,151.7,19,0
12821,3295,2018,375,0,0,12,5,1233,0.1,15,0,3,1596,3,0,169.8,25,0
10425,8424,2018,550,0,0,0,0,16,0.0,0,0,0,81,0,0,142.3,14,0
4837,1364,2015,375,0,0,2,12,234,0.0,2,13,0,225,0,0,256.3,155,0
12858,1569,2015,375,0,0,0,2,5,0.0,0,4,0,12,0,0,101.4,1221,0
6333,1000,2020,425,0,0,0,0,7,0.0,0,2,0,11,0,0,101.2,1043,0
12186,1646,2011,200,0,0,0,1,10,0.0,0,1,0,2,0,0,98.7,1300,0
12098,1405,2011,605,0,0,3,2,334,0.0,3,0,0,1512,0,0,127.0,17,0
2982,1000,2019,613,0,0,0,1,15,0.0,0,198,0,27,0,0,83.7,1162,0
3620,1385,2012,200,0,0,2,5,20,0.0,1,163,0,9,0,0,116.0,1076,0
10504,1721,2011,200,0,0,6,4,467,0.0,4,0,0,1657,0,0,163.9,46,0
5099,1988,2008,375,0,0,1,2,22,0.0,1,2,0,14,0,0,115.0,1269,0
11666,1162,2015,362,0,0,7,170,359,0.0,7,0,5,476,0,0,121.2,116,0
3423,1732,2014,200,0,0,0,5,12,0.0,0,0,0,10,0,0,60.5,1050,0
2037,3086,2013,200,0,0,2,2,21,0.0,0,8,0,24,0,1,94.3,1334,0
8547,2921,2019,200,0,0,4,13,662,0.0,5,5,2,1720,4,0,122.3,122,0
8050,2258,2020,354,0,0,0,0,35,0.0,0,0,0,64,0,0,108.1,967,0
9330,2416,2010,200,0,0,10,17,79,0.0,2,100,1,76,0,0,95.8,1366,0
11530,1690,2011,200,0,0,0,0,48,0.0,0,0,0,136,0,0,135.9,33,0
5901,5546,2016,200,0,0,1,2,68,0.0,1,0,0,55,0,0,142.0,23,0
18,1000,2017,200,0,0,1,4,70,0.0,1,0,0,56,0,0,170.2,125,1
11877,1263,2010,463,0,0,0,8,4,0.0,0,240,0,8,0,0,115.1,1290,0
9397,1434,2012,200,0,0,0,22,19,0.0,0,0,0,54,0,0,57.5,440,0
796,1632,2008,832,0,0,0,0,6,0.0,0,135,0,7,0,0,105.2,1394,0
8746,1612,2014,200,0,0,3,1,240,0.0,2,0,0,462,0,0,124.5,948,0
7040,1170,2007,370,0,0,28,234,1023,0.0,28,2,5,761,1,0,136.6,164,0
13901,3928,2012,200,0,0,2,10,14,0.0,0,168,0,21,0,0,122.2,1091,0
12598,3361,2014,200,0,0,0,0,20,0.0,0,0,0,44,0,0,137.2,23,0
5041,2048,2013,200,0,0,0,0,48,0.0,0,0,0,188,0,0,151.2,51,0
4000,1721,2008,200,0,0,0,1,25,0.0,1,223,0,5,0,0,117.6,1301,1
13303,1413,2018,200,0,0,1,2,27,0.0,0,48,0,7,0,0,97.2,1131,0
2079,1350,2011,200,0,0,2,5,403,0.0,7,0,0,13,0,0,142.0,93,0
7840,16535,2011,200,0,0,4,1,138,0.0,4,2,0,262,0,0,163.5,37,0
12258,6961,2014,200,0,0,0,10,69,0.0,1,2,0,29,0,0,135.8,29,0
13314,4882,2011,200,0,0,10,37,883,0.0,10,0,2,780,0,0,139.3,56,1
2042,2060,2018,200,0,0,0,38,21,0.0,0,0,0,6,0,0,87.0,1002,0
6719,3455,2021,1206,0,0,0,1,15,0.0,0,2,0,11,0,0,72.8,1036,0
13877,5317,2015,200,0,0,0,0,87,0.0,7,0,0,85,0,0,128.9,64,0
4039,1865,2021,406,0,0,14,3,809,0.0,6,1,1,676,5,0,124.6,26,0
11738,1698,2008,200,0,0,4,2,599,0.0,21,1,1,1128,0,0,142.3,61,0
1487,4927,2016,200,2,0,22,7,1972,0.1,33,0,4,2569,7,0,154.6,36,0
824,1380,2022,396,0,0,0,0,78,0.0,0,0,0,398,0,0,145.3,18,0
2276,9710,2013,200,0,0,3,9,42,0.0,0,0,0,18,0,0,88.3,943,0
5133,5001,2011,200,0,0,3,4,24,0.0,1,153,0,3,0,0,117.7,1017,0
12504,1308,2015,200,0,0,0,0,9,0.0,0,67,0,9,0,0,77.3,1185,0
10495,8073,2016,200,0,0,0,10,50,0.0,3,0,0,39,0,0,59.8,1249,0
8555,5368,2016,200,0,0,28,8,1720,1.2,18,0,8,1883,8,0,148.1,28,0
6956,2484,2020,1600,0,0,0,4,10,0.0,0,0,0,7,0,0,101.5,1074,0
5801,5615,2020,756,0,0,1,80,37,0.0,0,0,0,7,0,0,54.9,295,0
12623,2244,2009,1444,0,0,0,137,1,0.0,0,0,0,1,0,0,47.6,690,1
6341,1401,2015,375,0,0,1,1,94,0.0,2,23,1,1521,1,1,64.4,850,0
3178,2688,2010,200,0,0,4,35,196,0.0,5,1,2,3285,0,0,188.6,42,1
6256,2081,2008,375,0,0,0,215,34,0.0,1,0,1,12,0,0,44.2,581,0
3339,3876,2019,1648,0,0,1,1,20,0.0,0,2,0,6,0,0,102.5,1178,0
12881,2140,2019,1340,0,0,2,24,400,0.0,14,3,0,419,0,0,107.2,1395,0
11258,6887,2020,200,0,0,5,9,43,0.0,1,1,1,30,0,0,106.7,787,0
13801,1373,2012,573,0,0,0,1,11,0.0,0,201,0,3,0,0,120.7,1213,0
2374,1751,2009,951,0,0,1,3,156,0.0,2,7,0,45,0,0,185.8,61,0
5712,1401,2015,601,0,0,0,5,12,0.0,0,1,0,18,0,0,38.7,260,0
3836,4967,2010,200,0,0,6,22,66,0.0,2,0,0,16,1,1,102.9,1077,1
4893,3774,2015,200,0,0,0,3,16,0.0,0,216,0,18,0,0,101.9,1125,0
827,2913,2015,200,0,0,0,82,48,0.0,0,0,0,363,0,0,140.0,7,0
1713,1676,2008,550,0,0,2,5,517,0.0,4,4,0,605,0,0,143.7,93,0
189,5960,2014,200,0,0,0,5,22,0.0,2,2,0,13,0,0,69.7,1200,0
11561,1666,2021,866,0,0,0,2,15,0.0,0,42,0,10,0,0,89.2,942,0
1493,4701,2015,200,0,0,0,5,13,0.0,0,41,0,19,0,0,109.7,1113,0
923,2147,2014,200,0,0,0,2,33,0.0,0,0,0,32,0,0,177.2,7,0
2026,7693,2018,200,0,0,0,0,44,0.0,0,0,0,170,0,0,131.4,11,0
5982,3641,2014,200,0,0,0,1,17,0.0,1,0,0,12,0,0,134.4,76,0
2482,1352,2016,552,0,0,2,28,25,0.0,2,0,1,5,0,0,81.8,1138,0
3993,3592,2020,718,0,0,0,4,10,0.0,0,0,0,10,0,0,51.6,528,0
2940,1357,2008,557,0,0,1,1,273,0.0,10,1,1,81,0,0,132.1,108,0
7719,2410,2011,1610,0,0,1,3,272,0.0,3,2,0,194,0,0,140.6,29,0
6064,1371,2012,417,0,0,0,10,5,0.0,0,0,0,10,0,0,74.2,829,0
1015,7489,2014,200,0,0,0,2,184,0.0,0,0,0,585,0,0,178.9,58,0
3324,2067,2014,200,0,0,0,7,3,0.0,0,3,0,13,0,2,44.8,698,0
5606,3511,2021,200,0,0,0,2,13,0.0,0,2,0,6,0,0,101.2,987,0
10773,1891,2015,200,0,0,0,0,14,0.0,0,29,0,9,0,0,70.0,1073,0
2808,2490,2014,200,0,0,0,73,49,0.0,0,0,0,137,0,0,139.8,9,0
1952,1981,2009,396,0,0,2,10,54,0.0,0,2,0,18,0,0,107.2,1303,0
13665,2737,2016,200,0,0,0,5,3,0.0,0,0,0,15,0,0,56.1,420,0
13879,5550,2015,200,0,0,0,24,56,0.0,5,16,0,134,2,0,73.2,806,0
12468,5802,2011,200,0,0,0,46,8,0.0,0,98,0,14,0,0,101.6,1204,0
12929,1368,2012,568,0,1,2,86,155,0.0,3,0,2,57,1,1,135.1,182,0
6806,3807,2016,3007,0,0,3,5,58,0.0,0,2,0,5,0,0,92.1,1139,0
1715,3067,2014,200,0,0,1,43,61,0.0,0,5,0,93,0,0,144.5,43,0
10642,1287,2010,487,0,0,0,209,23,0.0,0,130,0,12,0,0,77.6,1126,1
11225,1525,2007,269,0,1,2,1,142,0.0,3,0,0,2612,0,0,190.9,29,1
12332,5575,2017,200,0,0,0,5,20,0.0,0,0,0,157,0,0,55.5,366,0
1495,2057,2009,571,0,0,0,186,3,0.0,0,0,0,9,0,0,44.7,684,0
12991,2436,2012,200,0,0,0,6,87,0.0,0,3,0,38,0,0,144.0,7,0
3844,3124,2009,200,0,0,4,2,796,0.0,8,1,1,183,1,0,62.9,754,1
13084,6321,2014,200,0,0,0,0,24,0.0,0,95,0,25,0,0,79.4,1535,0
5013,2309,2014,200,0,0,3,35,57,0.0,0,1,0,18,0,0,92.7,1019,0
192,5612,2014,200,0,0,0,2,18,0.0,0,164,0,13,0,0,82.3,1433,0
4393,5953,2018,200,0,0,0,21,65,0.0,1,0,0,211,0,0,138.3,964,0
8236,2833,2014,200,0,0,0,8,3,0.0,0,0,0,11,0,0,50.0,626,0
11790,3772,2018,200,0,0,0,0,9,0.0,0,43,0,10,0,0,80.5,1125,0
12208,1400,2013,200,0,0,2,0,9,0.0,0,0,0,5,0,0,99.6,989,0
11521,1378,2012,200,0,0,0,3,11,0.0,0,249,0,11,0,0,104.2,1344,0
1458,1336,2010,536,0,0,3,5,300,0.0,3,4,0,219,0,0,61.6,1197,0
2230,1000,2014,200,0,0,0,4,156,0.0,2,3,0,397,0,0,123.5,25,0
4558,2307,2010,200,0,0,10,30,477,0.0,7,1,1,164,1,0,139.3,29,1
12674,1717,2017,900,0,0,1,12,90,0.0,1,4,1,78,0,0,168.2,34,0
7046,2663,2021,784,0,0,5,39,58,0.0,3,38,1,10,0,0,81.4,972,1
4957,1084,2015,200,0,0,0,1,16,0.0,0,248,0,17,0,0,124.0,1304,0
7663,1704,2014,200,0,0,2,15,171,0.0,3,0,0,285,0,0,126.3,28,0
6059,4904,2022,604,0,0,0,0,44,0.0,0,0,0,83,0,0,126.8,17,0
441,1413,2016,200,0,0,0,1,0,0.0,0,0,0,18,0,0,44.6,412,0
1595,1460,2015,660,0,0,0,9,8,0.0,0,0,0,20,0,0,56.8,367,0
2322,1207,2014,200,0,0,0,0,25,0.0,0,155,0,8,0,0,84.1,1392,0
7593,3074,2016,200,0,0,1,1,163,0.0,1,0,0,43,0,0,142.2,21,0
3081,1703,2012,200,0,0,0,5,16,0.0,0,0,0,93,2,0,57.8,575,1
11299,6397,2020,200,0,0,0,17,4,0.0,0,0,0,23,0,0,53.1,384,0
13752,4921,2012,200,0,0,5,15,376,0.0,4,0,1,299,0,0,303.3,48,1
5893,9425,2015,200,0,0,0,2,2,0.0,0,0,0,6,0,0,43.9,631,0
11486,8004,2017,200,0,0,0,0,11,0.0,0,207,0,13,0,0,76.9,1149,0
9242,2015,2010,200,0,0,0,0,19,0.0,0,273,1,9,0,0,132.6,1571,0
6713,2073,2009,200,0,0,4,1,205,0.0,3,1,1,822,1,0,130.0,21,0
6429,1361,2017,200,0,0,3,1,12,0.0,0,0,0,21,0,0,69.2,804,0
4652,5826,2022,200,0,0,0,8,35,0.0,0,1,0,38,0,0,116.1,1486,0
10518,2075,2016,200,0,0,3,3,35,0.0,0,2,0,4,0,0,95.4,1126,0
6006,2901,2019,200,0,0,0,0,63,0.0,0,0,0,126,0,0,137.5,10,0
3967,4516,2018,375,0,0,0,13,20,0.0,0,0,0,17,0,0,93.1,1092,0
9422,2526,2019,200,0,0,2,26,242,0.0,16,6,0,161,0,0,65.0,1132,0
5771,4426,2020,200,0,0,1,2,126,0.0,3,3,0,107,0,0,180.2,38,0
2244,1800,2015,200,0,0,0,3,9,0.0,0,210,0,7,0,0,116.0,1188,0
5414,2052,2007,550,0,0,3,1155,616,0.0,5,2,1,133,0,0,132.9,148,0
13041,3096,2015,375,0,0,0,1,8,0.0,0,0,0,22,0,0,92.6,1231,0
187,2095,2018,200,0,0,1,2,12,0.0,0,254,0,15,0,0,119.2,1399,0
4552,1603,2019,447,0,0,2,0,71,0.0,0,0,0,98,0,0,108.7,1103,0
348,2034,2008,1234,0,0,1,0,124,0.0,2,0,0,306,0,0,185.0,61,0
5332,4803,2015,200,0,0,3,7,49,0.0,2,2,0,41,0,0,90.1,1278,0
260,3251,2019,200,0,0,2,1,399,0.0,15,0,0,195,0,0,137.7,49,0
5546,3449,2010,200,0,0,0,82,2,0.0,0,0,0,9,0,0,50.0,578,1
5570,3155,2018,375,0,0,2,76,61,0.0,1,0,3,72,0,0,128.1,46,0
6249,4057,2009,200,0,0,1,167,123,0.0,3,2,1,130,0,0,139.0,122,1
10070,2080,2010,200,0,0,1,2,7,0.0,0,230,0,14,0,0,116.9,1232,0
7368,1171,2013,200,0,0,0,6,12,0.0,1,95,0,11,0,0,101.3,982,0
3663,2836,2015,200,0,0,4,4,24,0.0,0,1,0,23,0,0,62.3,369,0
13660,1247,2014,447,0,0,0,0,21,0.0,0,0,0,9,0,0,189.5,39,1
3285,8846,2017,200,0,0,1,1,25,0.0,0,44,0,19,0,0,92.7,1073,0
10229,2539,2013,200,0,0,0,6,185,0.0,1,0,0,219,0,0,133.4,20,0
1030,2134,2012,200,0,0,0,2,160,0.0,2,8,0,47,0,0,137.7,33,0
8786,2508,2015,200,0,0,2,16,42,0.0,2,3,0,10,0,0,88.6,897,0
13774,5242,2018,1614,0,0,8,4,46,0.0,0,9,2,25,0,0,91.6,965,0
10072,1385,2022,433,0,0,0,4,27,0.0,0,6,0,6,0,0,86.5,1018,0
10281,2449,2013,1649,0,0,8,0,145,0.0,3,1,0,337,0,0,150.3,40,0
10122,1406,2008,200,1,0,1,6,32,0.0,1,0,0,29,0,0,137.2,9,0
11387,1377,2015,577,0,0,0,1,14,0.0,0,0,0,6,0,0,149.0,94,0
2564,2062,2013,200,0,0,3,1,10,0.0,0,174,0,2,0,0,123.5,1066,0
7479,1641,2014,200,0,2,95,919,9555,0.1,78,14,51,9644,36,3,185.8,519,0
8504,1713,2015,200,0,0,2,14,574,0.0,5,6,2,200,0,0,187.7,32,0
13716,1431,2019,292,0,0,2,0,144,0.0,3,0,0,214,0,0,134.0,37,0
3505,1558,2014,408,0,0,0,0,61,0.0,0,0,0,146,0,0,133.6,12,0
5808,3592,2020,718,0,0,2,34,194,0.0,2,0,0,87,0,0,117.1,44,1
9574,2223,2019,200,0,0,3,242,348,0.0,23,19,2,326,0,0,51.2,1242,0
5031,1813,2018,200,0,0,8,677,230,0.0,6,0,27,968,0,0,124.8,388,0
13436,4929,2015,200,1,0,0,2,13,0.0,0,0,0,12,0,0,92.0,1170,0
8924,1702,2009,200,0,0,1,6,14,0.0,0,1,1,15,0,0,82.0,1101,0
5528,1751,2009,200,0,0,1,4,91,0.0,1,20,0,15,0,0,186.6,37,0
8670,2920,2015,200,0,0,7,4,981,1.4,8,0,3,1232,7,0,142.5,31,0
2868,3599,2009,200,0,0,1,4,29,0.0,0,1,0,13,0,0,77.5,1166,0
12421,2145,2012,200,0,0,0,2,46,0.0,0,3,0,13,0,0,140.2,20,0
3099,1350,2011,200,0,0,2,7,284,0.0,4,8,0,1186,0,0,142.1,81,0
3222,8766,2015,200,0,0,0,3,9,0.0,0,0,1,12,0,0,126.7,27,0
7144,3895,2015,200,0,0,1,2,6,0.0,0,38,0,4,0,0,104.0,1131,0
5216,1695,2011,200,0,0,2,4,192,0.0,1,0,0,241,0,0,150.8,40,0
10718,8700,2018,8231,0,0,0,1,15,0.0,0,6,0,22,0,0,103.8,1193,0
6886,1359,2012,200,0,0,1,2,8,0.0,0,248,0,13,0,0,106.2,1361,0
9008,3062,2011,200,0,0,0,0,100,0.0,1,0,0,4072,1,0,146.4,6,0
8201,1693,2019,200,0,0,1,7,191,0.0,3,0,0,52,0,0,152.0,21,0
9379,1168,2011,368,0,0,0,84,0,0.0,0,0,0,3,0,0,45.1,674,0
5048,9761,2021,200,0,0,0,2,10,0.0,0,3,0,10,0,0,89.6,1037,1
9718,2129,2014,200,0,0,1,1,11,0.0,0,149,0,11,0,0,122.7,916,0
1401,1262,2012,200,0,0,3,15,434,0.0,4,44,0,77,0,0,132.5,22,0
9488,1175,2011,200,0,0,2,0,178,0.0,2,7,0,139,7,1,133.8,105,0
7179,2068,2016,1268,0,0,1,0,186,0.0,2,1,0,238,0,0,128.4,45,0
5049,4471,2013,200,0,0,3,2,281,0.0,4,0,1,484,1,0,123.0,39,0
11213,1395,2012,409,0,0,1,2,19,0.0,0,39,0,5,0,0,102.8,1039,0
1575,4817,2013,200,0,0,2,2,294,0.0,2,0,2,1227,5,0,170.5,39,0
11968,2750,2020,419,0,0,1,10,132,0.0,0,0,0,234,1,0,132.0,36,0
6778,2452,2014,200,0,0,2,60,8,0.0,0,0,0,1,0,0,56.7,508,0
12008,1350,2015,375,0,0,8,0,145,0.0,6,0,0,368,0,0,173.4,93,0
9357,1669,2012,200,0,0,2,121,4,0.0,0,0,0,7,0,0,44.0,651,0
5562,6597,2021,200,0,0,0,13,65,0.0,2,1,0,105,0,0,113.6,1282,0
