,ANONYMOUS_1,YEAR,ANONYMOUS_2,AG,CO,CR,CU,FE,H2O,MN,MO,NI,PQINDEX,TI,V,V40,ZN,Y_LABEL
590,2089,2008,200,0,0,1,1,12,0.0,1,1,0,18,0,0,108.6,1305,0
9542,1408,2019,608,0,0,3,4,23,0.0,0,0,0,5,0,0,93.9,1123,0
7891,5588,2014,200,0,0,0,2,17,0.0,0,45,0,18,0,0,96.2,1110,0
13497,5769,2017,769,0,0,8,21,78,0.0,2,240,0,46,0,0,110.9,1392,0
7300,1166,2022,366,0,0,0,40,36,0.0,2,39,0,6,0,0,90.2,1116,0
8264,5622,2017,200,0,0,5,63,59,0.0,2,50,0,6,0,0,80.3,1331,0
10839,3114,2014,200,0,0,2,49,85,0.0,2,11,0,13,0,0,100.8,1189,0
6570,2815,2016,200,0,0,19,10,76,0.0,2,1,1,28,1,0,108.7,1246,1
7223,2437,2008,550,0,0,3,46,39,0.0,2,16,0,10,0,0,82.0,1092,0
4355,3333,2010,200,0,0,1,9,39,0.0,1,109,0,10,0,1,102.3,1201,0
9576,5552,2016,200,0,0,2,2,21,0.0,0,41,0,21,0,0,101.2,994,0
9752,4964,2016,200,0,0,1,1,38,0.0,0,274,0,52,0,0,106.8,1436,0
3273,1874,2008,697,0,1,1,5,20,0.0,1,218,0,17,0,0,117.1,1302,0
6962,4897,2008,200,0,0,1,3,15,0.0,1,242,0,20,0,0,115.9,1409,0
11407,2308,2008,398,1,0,1,2,11,0.0,0,2,0,24,0,0,109.1,1151,0
5427,5894,2016,200,0,0,0,2,9,0.0,0,6,0,17,0,0,98.0,1226,0
10871,1355,2013,376,0,0,1,2,22,0.0,0,269,0,12,0,0,116.7,1346,0
4370,5575,2015,200,0,0,0,3,20,0.0,0,208,0,4,0,0,105.6,1176,0
11331,4257,2015,200,0,0,2,11,18,0.0,0,34,0,9,0,0,102.1,1119,0
813,11531,2013,200,0,0,3,58,42,0.0,2,1,1,33,0,0,87.3,1081,0
4734,2400,2015,200,0,0,8,9,58,0.0,0,4,0,21,0,0,129.9,909,0
1161,2404,2008,375,0,0,1,6,29,0.0,1,10,0,19,0,0,105.6,1586,0
5239,1308,2008,508,0,0,2,6,24,0.0,1,187,1,14,0,0,111.7,1255,0
13845,2096,2009,200,0,0,2,17,29,0.0,2,15,1,10,0,0,97.7,1182,0
9378,1672,2014,550,0,0,1,0,12,0.0,0,2,0,14,0,0,95.6,1506,0
3828,2050,2018,325,0,0,0,0,9,0.0,0,0,0,5,0,0,98.3,1043,0
12037,5911,2018,550,0,0,58,8,263,0.0,3,1,6,305,2,0,105.0,891,0
3426,7969,2017,200,0,0,0,0,10,0.0,0,4,0,8,0,0,93.4,1093,1
4222,3075,2011,200,0,0,2,17,28,0.0,1,40,0,7,0,0,109.7,1092,0
9340,1346,2013,546,0,0,2,2,16,0.0,0,2,0,0,0,0,78.2,680,0
1847,1358,2017,550,0,0,3,11,35,0.0,2,5,0,7,0,0,98.5,1151,0
1193,7433,2013,200,0,0,2,65,61,0.0,0,183,0,9,0,0,117.1,1427,0
10067,2435,2012,200,0,0,1,13,30,0.0,0,230,0,7,0,0,110.8,1335,0
5911,1631,2011,200,0,0,0,8,4,0.0,0,270,0,5,0,0,114.8,1502,0
10522,4479,2015,200,0,0,0,9,35,0.0,0,4,0,7,0,0,100.8,1376,0
4607,3403,2009,200,0,0,0,0,5,0.0,0,0,0,13,0,0,100.1,1146,0
3525,3084,2011,200,0,0,4,8,56,0.0,1,8,1,17,0,1,111.6,1055,0
8595,1359,2008,200,0,0,1,65,44,0.0,2,32,0,14,0,0,96.5,1138,0
3914,1390,2008,375,0,0,1,3,15,0.0,0,20,0,17,0,0,108.6,1119,0
8009,4001,2018,200,0,0,2,2,29,0.0,2,40,0,11,0,0,109.0,1060,0
11164,1328,2009,200,0,0,2,5,70,0.0,0,47,0,10,0,0,85.6,863,0
2231,2794,2015,200,0,0,0,0,20,0.0,0,191,0,20,0,0,62.5,1133,0
3515,1177,2016,377,2,0,0,0,9,0.0,0,2,0,16,0,0,101.5,1320,0
7124,3116,2014,200,0,0,0,2,9,0.0,0,38,0,9,0,0,103.8,1027,0
406,1962,2016,200,0,0,0,2,19,0.0,0,1,0,2,0,0,87.2,1115,0
8045,2256,2022,439,0,0,0,2,39,0.0,0,33,0,6,0,0,103.4,912,0
1002,4304,2021,530,0,0,1,0,11,0.0,0,1,1,20,0,0,95.2,1053,0
3106,3923,2010,200,0,0,1,1,13,0.0,0,132,0,10,0,0,95.2,1580,0
12946,6415,2018,200,0,0,2,26,37,0.0,0,0,0,5,0,0,99.3,1155,0
11493,1428,2011,200,0,0,1,3,23,0.0,0,43,0,5,0,0,90.2,1093,0
13038,3139,2021,200,0,0,0,2,42,0.0,0,1,0,10,0,0,101.4,887,0
1312,1407,2012,200,0,0,1,5,16,0.0,0,263,0,17,0,0,114.3,1421,0
8233,2502,2014,200,0,0,1,5,13,0.0,0,8,0,19,0,0,84.9,1246,0
11788,2603,2010,200,0,0,33,11,37,0.0,1,1,0,6,0,0,99.4,1200,0
10161,1735,2017,900,0,0,1,10,49,0.0,0,6,0,5,0,0,103.4,937,0
9371,1706,2019,200,0,0,4,11,36,0.0,2,4,0,16,0,0,100.5,1064,0
8858,1149,2014,349,0,0,0,17,6,0.0,0,6,0,10,0,0,92.3,983,0
7551,4516,2014,200,0,0,2,5,47,0.0,0,40,0,21,0,0,109.3,1027,0
7285,2005,2011,200,0,0,3,3,25,0.0,0,1,0,16,0,0,104.3,1178,0
7627,3770,2009,200,0,0,3,6,31,0.0,1,12,0,19,0,0,102.7,1109,0
7087,1373,2016,200,0,0,0,4,18,0.0,0,226,0,13,0,0,113.3,1405,0
13386,3029,2017,2300,0,0,6,13,43,0.0,1,25,3,20,0,0,94.5,1149,0
395,1542,2013,200,0,0,2,3,33,0.0,0,0,0,21,0,0,95.4,1172,0
7171,1308,2010,200,0,0,1,0,21,0.0,1,99,0,6,0,0,85.97,1206,0
4724,2033,2019,407,0,0,3,7,41,0.0,1,229,0,19,0,0,114.8,1393,0
7082,2620,2013,200,0,0,2,2,16,0.0,0,181,0,5,0,0,124.0,1086,0
12254,1533,2013,200,0,0,1,2,14,0.0,0,223,0,10,0,0,116.8,1243,0
456,1996,2019,200,0,0,2,2,29,0.0,0,0,0,22,0,0,100.4,1268,0
6659,2990,2019,455,0,0,1,3,8,0.0,0,13,0,14,0,0,88.2,1106,0
6426,1182,2017,382,0,0,3,20,58,0.0,2,1,0,16,0,0,84.9,1126,0
10931,4542,2014,200,0,0,3,14,53,0.0,3,6,0,16,0,0,99.1,1155,1
12160,4967,2010,200,0,0,1,16,82,0.0,1,292,1,18,0,0,126.1,1673,0
9750,2393,2015,1593,0,0,0,1,13,0.0,0,0,0,210,0,0,104.7,1002,0
2997,8987,2015,200,0,0,5,49,65,0.0,2,4,0,12,0,0,100.4,1305,1
9514,4089,2011,200,0,0,1,91,22,0.0,0,200,0,9,0,0,99.0,1275,0
12763,1171,2022,375,0,0,0,20,13,0.0,2,30,0,6,0,0,88.2,1222,0
4957,1084,2015,200,0,0,0,1,16,0.0,0,248,0,17,0,0,124.0,1304,0
1650,2603,2017,200,0,0,0,1,16,0.0,0,44,0,12,0,0,99.2,1093,0
10055,3075,2018,200,0,0,1,9,37,0.0,0,6,0,10,0,0,106.2,1244,0
392,4929,2018,200,0,0,1,2,20,0.0,0,159,0,7,0,0,126.1,962,0
10342,3794,2013,200,0,0,0,0,8,0.0,0,235,0,10,0,0,112.8,1323,0
11753,3213,2022,900,0,0,0,1,13,0.0,0,22,0,6,0,0,108.1,604,0
8917,1315,2022,515,0,0,2,22,27,0.0,2,42,0,5,0,0,80.3,1164,0
1252,1577,2010,200,0,0,0,0,2,0.0,0,35,0,7,0,0,118.3,883,0
1876,1361,2017,200,0,0,0,3,27,0.0,0,0,0,20,0,0,81.6,1153,0
1640,2110,2007,550,0,0,0,11,37,0.0,1,4,0,23,0,0,105.0,1263,0
4134,6247,2018,550,0,0,0,0,12,0.0,0,224,0,14,0,0,90.9,1203,0
11749,3455,2017,555,0,0,1,3,18,0.0,0,0,0,6,0,0,99.5,1218,0
7402,11643,2022,200,0,0,0,19,29,0.0,0,40,0,22,0,0,102.0,1133,1
9801,5343,2015,421,0,0,0,3,17,0.0,0,257,0,14,0,0,111.8,1333,0
10739,3661,2013,200,0,0,4,49,72,0.0,3,3,0,12,0,0,91.6,1156,0
11701,1795,2017,900,0,0,2,2,17,0.0,0,0,0,16,0,0,99.4,1208,0
4977,1709,2009,200,0,0,5,5,34,0.0,0,183,0,9,0,0,120.7,1176,0
117,2872,2008,200,0,0,1,2,15,0.0,0,1,0,4,0,0,94.5,1105,0
284,1333,2018,200,0,0,0,0,16,0.0,0,232,0,6,0,0,111.2,1232,0
11829,1358,2017,550,0,0,2,4,26,0.0,0,283,0,6,0,0,116.5,1569,0
12889,1548,2009,200,0,0,1,61,70,0.0,2,40,0,12,1,0,95.1,1139,0
11340,1206,2014,406,0,0,0,2,11,0.0,0,0,0,19,0,0,98.4,1239,0
13348,1511,2012,200,0,0,2,1,11,0.0,0,11,0,9,0,0,97.4,1246,0
4769,1647,2019,200,0,0,0,17,51,0.0,0,0,0,11,0,0,89.0,1210,0
9519,3066,2014,200,0,0,1,6,19,0.0,0,59,0,8,0,0,106.1,1135,0
6108,1880,2014,200,0,0,0,10,17,0.0,2,2,0,28,0,0,99.3,1129,0
2097,4749,2016,200,0,0,4,14,54,0.0,3,7,0,11,0,0,90.9,1036,0
13515,1813,2018,200,0,0,0,0,9,0.0,0,0,0,5,0,0,93.8,697,0
9865,1697,2020,514,0,0,2,27,15,0.0,0,0,0,9,0,0,102.6,1103,0
3101,5644,2012,200,0,0,0,4,20,0.0,0,1,0,2,0,0,95.8,1266,0
2400,6516,2012,200,0,0,1,2,13,0.0,0,41,0,7,0,0,120.6,1050,0
1607,1313,2009,200,0,0,0,1,9,0.0,0,135,0,18,0,0,127.9,948,0
5325,5027,2018,200,0,0,1,2,13,0.0,1,1,0,13,0,0,103.4,1191,0
8894,2038,2013,200,0,0,9,5,34,0.0,0,167,0,9,0,0,109.9,1243,0
11586,1689,2013,200,0,0,4,32,72,0.0,4,3,0,0,0,0,100.8,961,0
4689,1394,2007,594,0,0,2,44,55,0.0,2,14,1,18,0,0,84.2,1019,0
8523,1324,2010,524,0,0,1,0,10,0.0,0,208,0,6,0,0,126.6,1257,0
2092,2547,2009,200,0,1,4,10,49,0.0,1,223,0,27,0,0,119.6,1287,0
5266,5355,2011,200,0,0,0,2,13,0.0,0,43,0,6,0,0,99.5,1040,0
750,4059,2013,200,0,0,3,5,27,0.0,1,196,0,5,0,0,116.2,1231,0
2638,1354,2011,376,0,0,0,2,13,0.0,0,156,0,11,0,0,109.2,980,0
1820,1988,2008,550,0,0,1,2,28,0.0,1,2,0,18,0,0,121.8,1216,0
3049,1716,2008,550,1,0,1,2,23,0.0,1,2,0,14,0,0,99.4,856,0
13446,1378,2021,382,0,0,1,4,11,0.0,0,1,0,5,0,0,103.3,953,0
11291,1766,2021,593,0,0,0,3,12,0.0,0,0,0,5,0,0,97.4,1076,0
1797,4787,2016,200,0,0,0,3,13,0.0,0,238,0,10,0,0,117.6,1362,0
4520,1357,2019,200,0,0,5,3,42,0.0,0,0,0,9,0,0,102.6,913,0
2580,1709,2008,550,1,0,2,2,40,0.0,1,101,0,15,0,0,117.6,856,0
8252,1373,2016,200,0,0,2,6,28,0.0,0,225,0,13,0,0,113.7,1257,0
3103,1679,2010,200,0,0,2,3,34,0.0,1,84,1,33,0,0,96.0,1076,0
5438,1884,2009,1084,0,0,0,0,8,0.0,0,36,0,12,0,0,92.2,1033,0
11996,2719,2008,200,0,0,1,2,10,0.0,0,3,0,18,0,0,107.6,1261,0
3560,1191,2016,391,0,0,3,1,16,0.0,0,3,1,24,0,0,148.4,822,0
5981,1181,2012,381,0,0,2,2,20,0.0,0,262,0,7,0,0,116.6,1471,0
12014,3051,2012,200,0,0,1,3,8,0.2,0,3,0,4,0,0,98.7,1267,0
6690,2787,2008,550,0,0,1,2,33,0.0,1,233,0,17,0,0,106.7,1287,0
257,2364,2009,200,0,0,1,4,23,0.0,0,0,0,1,0,0,81.3,1191,0
1245,8001,2018,200,0,0,3,4,44,0.0,0,44,0,23,0,0,83.6,1056,0
13031,1670,2010,515,0,0,3,14,37,0.0,0,129,0,10,0,0,113.4,873,1
11730,2090,2015,200,0,0,1,3,23,0.0,0,0,0,13,0,0,90.6,996,0
7653,4466,2016,200,0,0,1,8,42,0.0,0,0,0,44,0,0,131.4,40,0
9256,3245,2021,583,0,0,1,2,8,0.0,0,1,0,8,0,0,101.7,1018,0
11507,1212,2021,412,0,0,0,1,33,0.0,0,1,0,5,0,0,91.1,1064,0
7707,3543,2012,200,0,0,20,5,58,0.0,2,141,0,21,3,1,118.4,1156,0
704,4465,2019,500,0,0,0,2,12,0.0,0,4,0,7,0,0,99.7,1034,0
11373,2442,2011,200,0,0,3,3,30,0.0,0,2,0,165,0,0,105.7,652,0
1089,2607,2017,200,0,0,0,0,2,0.0,0,271,0,23,0,0,119.9,1412,0
10955,4192,2014,200,0,0,2,2,35,0.0,1,26,0,22,0,0,85.9,853,0
4650,3625,2013,200,0,0,4,15,38,0.0,2,4,0,11,0,0,102.8,1171,0
1586,3459,2013,200,0,0,1,7,12,0.0,0,1,0,11,0,0,94.9,1056,0
13000,4303,2014,200,0,0,0,2,24,0.0,0,37,0,37,0,0,95.3,1016,0
5283,5028,2014,200,0,0,7,3,41,0.0,0,49,0,36,0,0,83.7,1158,1
6573,4220,2009,200,0,0,4,30,39,0.0,2,1,1,17,0,0,87.8,1117,1
11102,1000,2009,550,0,0,2,28,28,0.0,2,24,1,12,0,0,83.5,1118,1
7768,2403,2011,547,0,0,1,18,38,0.0,0,228,0,15,0,0,117.2,1333,0
12365,2397,2022,438,0,0,0,2,23,0.0,0,37,0,5,0,0,94.7,1000,0
2471,5631,2017,631,0,0,3,48,65,0.0,2,10,1,18,0,0,86.4,1006,0
9885,2171,2010,200,0,0,7,2,25,0.0,0,135,0,19,0,0,113.6,1004,0
953,2515,2016,200,0,0,4,1,22,0.0,1,93,6,27,0,0,99.7,1060,0
8549,2736,2015,375,0,0,0,0,6,0.0,0,5,0,5,0,0,112.3,1325,0
4220,1219,2012,200,0,0,2,2,25,0.0,2,4,0,48,0,0,97.9,1347,0
2877,3135,2014,200,0,0,0,4,11,0.0,0,2,0,7,0,0,89.3,1108,0
5301,2807,2011,200,0,0,1,2,18,0.0,0,9,0,74,1,0,79.8,1015,0
11443,3926,2018,200,0,0,0,0,4,0.0,0,6,0,11,0,0,112.9,1256,0
13807,4246,2013,200,0,0,1,4,20,0.0,0,176,0,5,0,0,116.0,1038,0
13610,1456,2014,656,0,0,0,4,29,0.0,0,1,0,12,0,0,83.4,865,0
6548,2022,2009,1222,0,0,4,2,19,0.0,0,124,2,17,1,1,104.8,1279,0
12727,1706,2012,200,0,0,5,3,38,0.0,0,104,0,16,0,0,101.8,1082,0
11036,1692,2008,550,0,0,4,1,17,0.0,0,235,0,3,0,0,103.1,1377,0
7655,2080,2007,200,0,0,2,3,21,0.0,0,12,0,6,0,0,107.2,1102,0
5896,1728,2019,200,0,0,1,0,15,0.0,0,0,0,7,0,0,94.8,1326,0
11239,4845,2015,200,0,0,0,7,24,0.0,0,51,0,6,0,0,96.6,1166,0
9558,4124,2014,200,0,0,1,3,24,0.0,0,199,0,13,0,0,114.5,1274,1
8738,2029,2015,200,0,0,2,2,49,0.0,1,0,0,11,0,0,98.5,1070,0
3928,1148,2010,348,0,0,1,2,21,0.0,0,44,0,12,0,0,85.2,1173,0
3243,1332,2015,200,0,0,3,2,30,0.0,0,12,0,12,0,0,94.2,939,0
4548,5317,2011,200,0,0,7,9,54,0.0,0,3,1,17,0,0,105.3,1246,0
7889,2366,2011,200,0,0,2,5,26,0.0,0,315,0,14,0,0,119.8,1769,0
11827,1891,2013,200,0,0,0,2,20,0.0,0,34,0,6,0,0,87.2,1003,0
1802,3222,2012,200,0,0,2,3,23,0.0,1,13,1,25,0,0,103.3,1223,1
11978,1178,2017,200,0,0,0,10,32,0.0,0,7,0,5,0,0,91.6,927,0
3996,3622,2014,200,0,0,0,4,15,0.0,0,0,0,16,0,0,95.4,1106,1
8010,1181,2008,200,0,0,0,11,21,0.0,0,2,0,10,0,0,96.6,1094,0
1419,3457,2012,200,0,0,4,30,61,0.0,2,11,0,20,1,1,95.3,1060,0
6723,2442,2008,942,0,0,1,3,17,0.0,1,187,0,17,0,0,97.1,1251,0
2562,1750,2009,950,0,0,1,83,29,0.0,1,2,0,13,0,0,89.9,733,0
7083,5170,2017,520,0,0,2,2,16,0.0,0,221,0,24,0,0,105.4,1279,0
9051,5204,2018,200,0,0,1,47,25,0.0,0,26,0,8,0,0,84.6,1211,0
11405,2393,2010,200,0,0,5,53,67,0.0,2,1,0,21,0,0,83.7,1066,0
7624,3065,2014,200,0,0,6,6,27,0.0,1,170,0,10,0,0,127.7,1083,0
8986,2227,2016,200,0,0,1,2,9,0.0,0,4,0,13,0,0,101.6,1138,0
7599,12735,2021,200,0,0,0,10,60,0.0,0,0,0,12,0,0,92.4,1063,0
2841,3845,2015,200,0,0,1,0,10,0.0,0,251,0,11,0,0,121.9,1476,1
8470,3146,2020,377,0,0,11,83,71,0.0,2,90,2,1060,2,0,88.6,1209,0
6594,3149,2014,200,0,0,0,0,8,0.0,0,35,0,18,0,0,107.8,952,0
3904,1692,2008,550,1,0,1,4,19,0.0,1,232,0,11,0,0,117.5,1293,0
11228,1196,2012,200,0,0,3,4,53,0.0,1,40,0,30,0,0,134.1,1033,0
3607,1648,2015,200,0,0,0,0,8,0.0,0,3,0,7,0,0,110.6,1252,0
1027,4109,2007,550,0,0,1,4,18,0.0,1,1,0,11,0,0,93.4,1154,0
13555,1703,2007,550,0,0,3,8,40,0.0,1,87,1,35,0,0,116.8,1118,0
5200,2092,2011,200,0,0,0,2,8,0.0,0,248,0,19,0,0,102.1,1277,0
3145,1343,2009,200,0,0,1,6,20,0.0,1,82,0,20,0,0,104.7,1392,0
10527,2918,2008,200,0,0,2,1,15,0.0,0,0,0,13,0,0,91.8,1088,1
1800,2038,2013,200,0,0,25,5,25,0.0,0,172,0,11,0,0,114.2,1093,0
9609,1359,2014,200,0,0,0,0,4,0.0,0,0,0,7,0,0,98.5,999,0
13475,1714,2014,200,0,0,3,1,21,0.0,1,160,0,20,0,0,116.6,1132,0
3575,1392,2014,200,0,0,5,2,38,0.0,1,253,1,46,0,0,113.4,1314,0
3952,1679,2008,550,1,0,0,1,15,0.0,1,61,0,17,0,0,103.7,1097,0
6893,5046,2018,375,0,0,0,3,30,0.0,0,0,0,7,0,0,110.6,1099,0
5781,2047,2012,200,0,0,1,1,21,0.0,0,38,0,11,0,0,94.9,938,0
11462,4425,2012,200,0,0,1,3,14,0.0,0,1,0,10,0,0,87.0,1259,0
4884,6348,2016,200,0,0,2,41,61,0.0,2,2,0,11,0,0,88.1,944,1
13352,1735,2018,200,0,0,0,3,11,0.0,0,2,0,22,0,0,127.2,1344,0
11542,3062,2021,400,0,0,1,1,8,0.0,0,43,0,7,0,0,99.0,1068,0
9861,1972,2015,200,0,0,1,21,32,0.0,2,16,0,13,0,0,85.3,1069,0
3115,3282,2016,389,0,0,1,0,7,0.0,0,0,0,6,0,0,92.9,1359,0
3935,1248,2016,200,0,0,1,8,31,0.0,1,126,0,1,0,0,86.8,1439,0
5895,1355,2018,200,0,1,4,15,26,0.0,1,79,0,21,1,1,68.9,808,0
4093,1343,2012,200,0,0,2,2,19,0.0,0,39,0,3,0,0,87.8,1028,0
9036,1701,2016,200,0,0,0,0,7,0.0,0,0,0,5,0,0,102.9,968,0
12907,1883,2018,375,0,0,0,3,31,0.0,0,41,0,16,0,0,86.3,984,0
9329,1342,2014,542,0,0,1,11,17,0.0,0,235,0,14,0,0,109.0,1303,0
3679,4040,2020,200,0,0,0,4,18,0.0,0,42,0,8,0,0,94.6,991,0
11223,8001,2018,200,0,0,0,2,16,0.0,0,256,0,12,0,0,116.7,1385,0
6928,3183,2019,956,0,0,17,5,31,0.0,1,4,0,28,0,0,99.2,909,0
4988,1000,2014,200,0,0,0,0,6,0.0,0,0,0,0,0,0,91.3,1283,0
2699,1393,2020,593,0,0,0,2,17,0.0,0,0,0,12,0,0,96.5,1216,0
8498,1718,2021,315,0,0,1,2,35,0.0,0,1,0,15,0,0,89.4,1068,0
13217,4192,2016,200,0,0,4,9,47,0.0,1,260,0,16,0,0,110.5,1470,0
730,5909,2019,564,0,0,0,96,32,0.0,2,39,0,12,0,0,87.4,1045,1
6380,4653,2014,200,0,0,1,1,16,0.0,1,74,0,13,0,0,87.6,866,0
2039,1347,2008,547,0,0,1,5,19,0.0,0,216,0,20,0,0,122.5,1347,1
8273,1373,2013,573,0,0,0,1,9,0.0,0,49,0,7,0,0,101.1,816,0
2200,1755,2012,200,0,0,0,2,13,0.0,0,3,0,24,0,0,95.5,994,0
12266,2077,2008,550,0,0,4,45,61,0.0,3,10,0,13,0,0,104.1,1188,0
