,ANONYMOUS_1,YEAR,ANONYMOUS_2,AG,CO,CR,CU,FE,H2O,MN,MO,NI,PQINDEX,TI,V,V40,ZN,Y_LABEL
8171,1351,2018,550,0,0,0,0,71,0.0,1,0,0,830,0,0,140.1,12,0
10942,1321,2016,200,2,0,1,11,283,0.0,3,3,1,414,0,0,61.7,991,0
8192,1739,2008,939,0,0,1,0,207,0.0,5,6,0,200,0,0,107.1,129,0
9127,3132,2014,200,0,0,3,6,141,0.0,2,2,0,270,0,0,176.7,35,0
7127,1672,2014,872,0,0,1,0,153,0.0,2,0,0,1653,0,0,139.4,18,0
7777,1193,2019,393,0,0,0,0,60,0.0,8,0,0,48,0,0,135.2,14,0
11738,1698,2008,200,0,0,4,2,599,0.0,21,1,1,1128,0,0,142.3,61,0
8901,2893,2018,200,0,0,0,0,25,0.0,0,0,0,85,0,0,145.9,26,0
12459,3804,2014,200,0,0,1,2,206,0.0,2,0,0,1073,0,0,135.3,14,0
7670,2080,2010,200,0,0,4,1,167,0.0,5,1,1,113,0,0,138.9,53,0
6782,1364,2011,200,0,0,0,10,57,0.0,1,0,0,10,0,0,126.1,30,0
1638,1165,2007,365,0,0,2,0,72,0.0,1,0,0,544,0,0,156.1,33,0
11324,6293,2019,200,0,0,5,2,151,0.0,4,0,0,385,0,0,55.0,1244,0
13536,1661,2013,200,0,0,4,52,366,0.0,6,0,0,1360,0,0,161.2,42,0
4179,1539,2007,739,0,0,0,1,46,0.0,0,0,0,46,0,0,140.9,105,0
10167,1354,2011,376,0,0,17,2,820,0.0,19,2,2,1017,11,0,147.5,40,0
9810,1679,2021,200,0,0,2,0,84,0.0,0,0,0,151,0,0,128.5,11,0
12210,1284,2008,484,0,1,3,2,105,0.0,3,7,1,3339,0,0,144.9,45,0
3703,4649,2017,200,0,0,0,0,74,0.0,0,0,0,457,0,0,127.1,6,0
1575,4817,2013,200,0,0,2,2,294,0.0,2,0,2,1227,5,0,170.5,39,0
2884,1460,2015,375,0,0,3,6,144,0.0,4,3,0,108,0,0,46.2,1270,0
2022,2901,2015,200,0,0,1,0,99,0.0,2,0,0,90,0,0,141.6,13,0
1602,4668,2013,200,0,0,0,0,44,0.0,0,0,0,27,0,0,128.1,23,0
8546,4197,2021,705,0,0,0,3,15,0.0,0,0,0,24,0,0,118.2,1127,0
4533,3455,2016,200,0,0,0,2,79,0.0,1,2,0,33,0,0,180.3,31,1
9828,1364,2011,200,0,0,3,0,58,0.0,0,1,0,67,0,0,134.5,27,0
3848,2742,2018,375,0,0,7,2,554,0.0,7,0,1,1140,0,0,139.2,11,0
9111,1651,2008,200,0,0,4,9,489,0.0,7,8,1,379,0,0,53.1,915,1
2655,2849,2017,649,0,0,13,156,690,0.0,11,1,6,692,0,0,152.0,108,0
3729,1704,2012,200,0,0,25,39,1479,0.0,17,3,1,1918,0,0,141.2,35,0
12,3076,2013,200,0,0,0,5,30,0.0,0,0,0,23,0,0,133.0,28,0
3375,5063,2017,413,0,0,0,2,30,0.0,0,0,0,84,0,0,126.5,4,0
4713,5166,2015,200,0,0,1,1,15,0.0,0,2,0,11,2,2,132.0,40,0
3097,1726,2018,375,0,0,6,47,453,0.0,5,0,2,282,0,0,129.8,36,0
5489,1199,2007,399,0,0,7,12,1275,0.0,10,10,2,1267,0,0,68.5,1394,0
10540,1168,2015,368,0,0,3,0,39,0.0,1,0,0,235,0,0,138.9,22,0
4511,1997,2009,200,0,0,9,23,852,0.0,7,1,1,57,2,0,186.3,23,0
5528,1751,2009,200,0,0,1,4,91,0.0,1,20,0,15,0,0,186.6,37,0
1857,5412,2022,471,0,0,0,2,46,0.0,0,0,0,78,0,0,111.3,1569,0
9266,49120,2009,200,0,0,3,1,190,0.0,3,0,2,701,1,1,179.1,36,0
8475,1366,2011,200,0,0,0,0,54,0.0,1,0,0,199,0,0,126.4,17,0
7453,1335,2014,535,0,0,0,0,64,0.0,0,8,0,70,0,0,141.8,56,0
6775,2902,2022,683,0,0,0,16,63,0.0,2,0,0,51,0,0,110.8,1425,0
12991,2436,2012,200,0,0,0,6,87,0.0,0,3,0,38,0,0,144.0,7,0
8483,2403,2015,200,0,0,0,0,71,0.0,0,0,0,949,0,0,138.0,23,0
4831,2045,2008,375,0,0,1,9,114,0.0,2,2,0,66,0,0,147.1,20,0
2876,1368,2009,200,0,0,8,16,157,0.0,7,0,0,969,0,0,141.0,29,0
11482,1000,2009,550,0,0,7,20,474,0.0,5,2,1,662,0,0,149.2,154,1
3454,1660,2008,550,0,0,9,24,570,0.0,9,2,4,1501,4,0,163.6,35,1
11095,1718,2013,200,0,0,1,7,44,0.0,0,1,0,30,0,0,156.8,16,0
1706,3800,2016,200,2,0,0,196,66,0.0,0,0,0,67,0,0,109.2,1327,0
7609,2401,2010,200,0,0,9,3,871,0.0,5,2,1,52,1,0,155.6,15,0
159,1191,2012,391,0,0,1,8,61,0.0,1,0,0,22,0,0,137.7,25,0
11698,6500,2019,200,0,0,1,3,93,0.0,2,2,0,135,0,0,156.7,223,0
12768,1000,2009,200,0,0,0,2,158,0.0,2,2,0,128,0,0,59.0,1173,0
5449,1358,2010,558,0,0,8,39,368,0.0,5,4,3,434,1,0,96.2,347,0
10594,1701,2010,200,0,0,3,2,156,0.0,2,1,1,407,1,0,146.6,11,0
2605,1403,2020,603,0,0,0,2,70,0.0,0,1,0,53,0,0,181.1,13,0
3673,2400,2015,375,0,0,3,53,254,0.0,3,0,3,294,0,0,142.0,57,0
6596,2398,2016,200,0,0,11,4,1757,0.0,17,14,1,810,0,0,127.7,31,0
13508,4129,2016,200,0,0,0,0,67,0.0,0,0,0,77,0,0,149.8,10,1
3520,3476,2015,200,0,0,0,2,62,0.0,0,1,0,171,0,0,113.5,141,1
10587,3141,2014,200,0,0,3,1,113,0.0,1,0,0,40,0,0,157.6,12,0
8799,4136,2010,200,0,0,3,7,382,0.0,3,8,1,96,0,0,134.4,141,1
8535,1674,2022,552,0,0,5,8,750,0.0,25,12,0,2874,0,0,46.6,1242,0
8359,9283,2010,200,0,0,1,1,19,0.0,0,0,1,49,0,0,137.0,7,0
3335,8926,2020,200,0,0,4,181,1980,0.0,46,12,0,15181,0,0,57.8,1229,0
8555,5368,2016,200,0,0,28,8,1720,1.2,18,0,8,1883,8,0,148.1,28,0
12379,1721,2010,200,0,0,3,1,148,0.0,2,0,0,194,0,0,295.1,10,0
8778,1377,2011,200,0,0,2,1,57,0.0,1,3,0,90,0,0,142.5,25,0
8179,6376,2015,200,0,0,5,0,88,0.0,0,0,0,421,0,0,102.5,157,0
1012,2299,2009,200,1,0,3,6,286,0.0,3,1,1,703,0,0,124.0,233,0
10827,1000,2010,200,0,0,12,10,1445,0.0,13,11,3,850,0,0,70.7,1204,1
5401,2339,2013,200,0,0,0,20,31,0.0,0,0,0,43,0,0,131.1,17,0
11615,2740,2014,200,0,0,6,143,602,0.3,6,0,6,105,0,0,136.5,112,0
5655,4304,2021,530,0,0,4,52,211,0.0,5,0,2,7810,0,0,138.1,39,0
5634,1335,2014,200,0,0,3,0,238,0.0,2,0,2,42,2,0,136.3,45,0
12700,3235,2011,200,0,0,0,1,77,0.0,1,0,0,93,0,0,138.4,7,0
4733,1532,2012,200,0,0,2,3,152,0.0,3,3,0,112,0,0,134.2,173,0
13248,1508,2009,200,0,0,5,1,289,0.0,3,1,1,1538,0,0,141.6,26,0
4842,1969,2010,200,0,0,3,94,800,0.0,76,15,3,5451,0,0,69.4,1273,0
6313,1808,2014,200,0,0,3,5,732,0.0,6,0,0,62,0,0,124.5,259,1
9567,2038,2014,200,0,0,30,9,2553,0.0,37,0,5,1787,113,17,142.6,30,1
4939,4678,2008,200,0,0,0,5,93,0.0,1,1,1,671,0,0,132.3,93,0
3897,3676,2018,200,0,0,1,0,70,0.0,0,0,0,178,0,0,139.2,10,0
2117,1413,2016,200,0,0,2,0,104,0.0,1,0,0,270,0,0,118.5,1164,0
8156,2407,2018,200,0,0,2,1,266,0.2,2,0,0,144,1,0,406.0,13,0
9923,2667,2008,200,0,0,6,22,294,0.0,7,0,1,14180,1,0,148.7,28,0
3127,3103,2018,200,0,0,0,0,29,0.0,0,0,0,13,0,0,183.4,39,0
420,1341,2009,200,0,0,10,68,234,0.0,9,1,1,2195,0,0,132.5,54,0
12923,1368,2014,200,0,0,0,3,149,0.0,2,2,0,200,0,0,132.7,12,0
3514,3198,2009,200,0,0,14,777,928,0.0,13,1,30,1113,0,0,118.3,473,0
10909,2364,2012,200,0,0,0,0,135,0.0,0,0,0,264,0,0,163.0,19,0
7366,2421,2010,200,0,0,6,3,429,0.0,2,3,0,340,0,0,58.5,1247,0
12073,4014,2015,200,0,0,6,7,122,0.0,5,0,0,223,0,0,54.6,1231,0
10990,1348,2022,548,0,0,1,0,131,0.0,2,0,1,55,2,0,129.4,37,0
1494,3114,2008,200,0,1,38,580,3671,0.2,31,4,33,2895,36,1,181.2,340,0
10588,1696,2008,896,0,0,6,2,420,0.0,4,0,1,442,0,0,142.4,16,0
4381,2062,2013,200,0,0,59,23,2483,0.0,67,8,14,9968,43,0,177.9,7,0
10977,1355,2010,356,0,0,2,15,93,0.0,1,0,0,52,0,0,137.4,24,0
7196,1555,2011,200,0,0,2,4,185,0.0,1,0,0,206,0,0,148.8,29,0
6514,1367,2009,567,0,0,20,6,1602,0.0,11,4,3,1406,16,0,117.6,328,0
3261,1772,2016,200,0,0,1,5,128,0.0,1,0,0,22,0,0,173.7,36,0
3793,3818,2014,200,0,0,0,3,93,0.0,1,13,0,27,0,0,138.1,84,0
9424,1345,2011,200,0,0,0,0,48,0.0,0,0,0,253,0,0,137.8,9,0
7519,1334,2010,360,0,0,20,6,1456,0.0,19,1,5,2401,9,0,126.6,22,0
4007,1326,2014,200,0,0,2,6,78,0.0,2,0,0,90,0,0,171.9,34,0
6389,2407,2013,200,0,0,4,11,212,0.0,4,6,0,433,0,0,70.4,1360,0
4483,1399,2009,599,0,0,0,1,22,0.0,0,0,0,6,0,0,60.4,1352,0
9773,1786,2013,200,0,0,4,0,480,0.0,6,0,2,522,2,0,133.8,11,1
11685,6971,2014,200,0,0,0,18,27,0.0,0,0,0,15,0,0,204.4,32,0
474,1784,2012,200,0,0,1,4,212,0.0,2,1,0,133,0,0,140.2,27,0
1978,1174,2013,373,0,0,10,0,243,0.0,4,2,1,341,1,0,134.6,27,0
5848,1413,2021,613,0,0,0,11,62,0.0,2,0,0,175,0,0,111.2,1552,0
3681,1735,2022,641,0,0,0,32,102,0.0,2,0,3,163,0,0,110.7,1256,0
10648,1932,2019,200,0,0,10,36,543,0.3,10,1,2,135,1,0,131.0,34,0
13742,6518,2014,200,0,0,2,16,93,0.0,1,0,0,102,0,0,129.4,14,0
10661,1424,2021,449,0,0,0,3,38,0.0,0,3,1,70,0,0,113.4,1215,0
12643,8068,2018,204,0,0,0,0,47,0.0,0,0,0,81,0,0,155.0,14,0
13647,3448,2017,548,0,0,1,0,58,0.0,0,0,0,133,0,0,143.6,7,0
5069,2050,2010,200,0,0,1,8,74,0.0,1,0,0,111,0,0,157.6,17,0
10371,1385,2012,200,0,0,4,109,217,0.0,6,0,4,79,0,0,132.6,75,0
5556,2437,2014,200,0,0,1,2,144,0.0,0,0,0,74,0,0,137.6,42,0
785,7722,2014,200,0,0,2,2,404,0.0,3,9,0,43,0,0,148.0,5,0
6215,1000,2014,200,0,0,2,2,239,0.0,2,7,0,100,0,0,127.2,31,0
3323,1185,2014,385,0,0,0,0,76,0.0,0,0,0,310,0,0,139.3,18,0
11628,1340,2013,200,0,0,5,519,992,0.0,9,0,0,133,0,0,54.1,1004,0
11878,2451,2020,959,0,0,3,0,103,0.0,1,0,0,128,0,0,131.8,15,0
9084,1405,2015,200,0,0,3,75,217,0.0,4,0,3,992,0,0,141.5,68,0
11056,1336,2018,536,0,0,0,2,87,0.0,1,1,0,315,0,0,138.1,17,0
10532,5572,2013,200,0,0,194,8,1863,0.1,19,0,10,1213,7,0,136.1,61,0
8563,3509,2020,299,0,0,5,9,482,0.0,4,1,1,302,1,0,309.5,22,0
5860,1884,2011,200,0,0,0,0,24,0.0,0,2,0,135,0,0,135.1,23,0
1645,1402,2016,200,1,0,0,1,9,0.0,0,0,0,22,0,0,142.7,12,0
13869,6259,2011,200,0,0,4,23,160,0.0,5,0,1,1726,0,0,182.8,55,0
11568,1350,2016,550,0,0,2,2,126,0.2,2,2,0,131,0,0,182.4,61,0
11766,4131,2016,200,0,0,1,0,35,0.0,0,0,0,125,0,0,144.9,22,0
12082,1851,2022,641,0,0,0,19,88,0.0,5,1,1,129,0,0,113.5,1450,0
9193,2417,2010,200,0,0,5,0,207,0.0,4,2,0,2887,0,0,161.5,21,0
9515,9488,2013,200,0,0,2,1,87,0.0,0,3,0,133,0,0,131.6,85,0
1330,2589,2008,1789,0,0,1,2,178,0.0,1,2,1,595,0,0,143.0,93,0
11875,3823,2017,3000,0,0,1,0,122,0.0,1,0,0,136,0,0,62.9,1243,0
13392,3382,2012,200,0,0,4,12,340,0.0,4,52,5,181,0,0,140.3,87,0
7026,1770,2008,550,1,0,5,13,578,0.0,7,13,12,293,0,0,69.6,1469,0
557,1724,2009,924,0,0,8,1,255,0.0,2,4,1,1855,0,0,144.7,39,0
8773,3755,2016,200,0,0,14,59,809,0.0,12,2,4,12149,3,0,132.0,42,0
8700,2140,2019,481,0,0,1,19,240,0.0,15,3,0,207,0,0,109.4,1247,0
411,2076,2015,200,0,0,0,2,115,0.0,0,0,0,113,0,0,200.3,49,0
5504,2223,2010,200,0,0,2,6,86,0.0,1,7,0,2165,0,0,125.2,47,0
4851,5960,2014,200,0,0,3,3,806,0.2,7,8,0,39,0,0,141.4,39,0
9098,3073,2016,200,0,0,4,20,261,0.0,4,0,1,238,0,0,133.7,31,0
3917,1351,2013,200,0,0,3,133,145,0.0,4,0,6,75,0,0,140.4,95,0
7813,4528,2021,200,0,0,3,0,52,0.0,0,0,0,79,0,0,126.0,6,0
10693,1880,2011,200,0,0,2,46,69,0.0,1,5,1,30,0,0,129.4,65,0
952,3767,2010,200,0,0,3,0,232,0.0,2,0,0,185,0,0,131.8,30,0
5436,1728,2013,200,0,0,15,6,2045,0.0,15,2,5,3553,12,0,134.3,7,0
153,4942,2018,200,0,0,1,16,259,0.0,4,3,0,314,0,0,107.9,1443,0
12839,1343,2011,200,0,0,0,0,79,0.0,1,2,0,37,0,0,144.0,16,0
1389,1000,2015,200,0,0,8,157,395,0.0,9,2,7,424,0,0,145.2,115,0
227,1350,2011,200,0,0,2,0,64,0.0,1,10,0,210,0,0,133.9,70,0
4614,1686,2011,526,0,0,0,26,190,0.0,8,2,0,125,0,0,58.5,1153,0
7428,1361,2011,200,0,0,1,10,79,0.0,0,0,0,52,0,0,123.7,19,0
11187,1419,2013,200,0,0,0,0,20,0.0,0,0,0,11,0,0,142.9,21,0
900,2096,2008,550,1,0,1,3,63,0.0,0,4,0,56,0,0,151.2,14,0
7725,2243,2012,200,0,0,0,0,32,0.0,0,0,0,58,0,0,152.9,20,1
1721,1131,2018,200,0,0,1,1,110,0.0,1,0,0,56,0,0,143.2,13,0
10851,1394,2007,594,0,1,3,37,226,0.0,4,1,2,436,0,0,141.4,87,0
9492,2758,2014,200,0,0,0,0,98,0.0,4,17,0,134,0,0,140.1,20,0
6554,2003,2016,200,0,0,1,3,69,0.0,1,1,0,226,0,0,139.3,156,0
2738,1182,2012,382,0,0,13,7,1626,0.0,18,9,2,1093,0,0,57.5,1140,0
7332,1356,2015,200,0,0,3,0,779,0.0,6,0,2,5508,2,0,134.1,13,0
296,3124,2009,200,0,0,1,1,83,0.0,1,1,1,74,0,0,133.2,126,0
5256,6990,2021,593,0,0,0,2,64,0.0,0,0,0,144,0,0,136.1,10,0
10311,4268,2010,200,0,0,26,183,1518,0.0,20,2,11,1207,1,0,121.5,116,0
5260,5212,2020,1536,0,0,1,0,73,0.0,0,0,0,332,0,0,125.1,26,0
10044,3074,2007,200,0,0,3,1,341,0.0,7,0,0,1345,0,0,155.9,28,0
7888,1726,2018,375,0,0,0,2,8,0.0,0,0,0,2,0,0,133.5,14,0
11902,2456,2008,1656,0,0,5,17,221,0.0,7,0,1,1313,1,0,182.0,36,0
9688,4147,2016,550,0,0,2,18,151,0.0,5,0,0,263,0,0,63.9,1084,0
11750,8132,2009,200,0,0,2,5,113,0.0,1,0,1,210,0,0,135.3,14,0
12594,8926,2020,200,0,0,4,70,754,0.0,14,4,0,816,0,0,62.0,1142,0
13527,5729,2014,200,0,0,5,232,273,0.0,7,1,9,60,0,0,135.0,157,0
9309,2009,2008,1209,0,0,6,30,271,0.0,4,17,2,2155,1,0,136.7,77,0
2834,2890,2010,200,0,0,0,0,35,0.0,0,0,0,33,0,0,127.2,26,0
9325,1760,2012,200,0,0,2,6,514,0.0,4,6,1,536,0,0,142.0,28,0
11979,2466,2014,200,0,0,3,18,342,0.0,4,9,0,266,1,0,169.4,92,0
7184,2094,2007,200,0,0,2,6,227,0.0,2,5,0,52,0,0,134.9,129,0
133,3468,2014,200,0,0,2,7,194,0.0,1,0,0,45,0,0,123.6,15,0
3787,1247,2014,447,0,0,3,32,146,0.0,3,5,1,86,0,0,178.6,208,0
4232,5546,2016,200,0,0,1,1,203,0.0,1,0,0,179,0,0,141.1,17,0
1968,1361,2011,200,0,0,3,6,107,0.0,4,8,0,289,0,0,70.8,1412,0
8246,5038,2012,200,0,0,0,0,60,0.0,1,0,0,192,0,0,125.4,16,0
9408,13548,2009,200,0,0,2,27,63,0.0,2,0,1,23,0,0,123.3,79,0
13245,1924,2011,200,0,0,0,26,41,0.0,0,0,1,49,0,0,136.7,35,0
13241,2113,2009,200,0,0,3,5,271,0.0,2,1,0,6626,0,0,136.4,20,0
505,3993,2021,1709,0,0,3,43,85,0.0,4,2,0,88,0,0,109.7,1142,0
6885,1705,2009,200,0,0,1,0,57,0.0,1,1,0,850,0,0,223.2,10,0
4745,1612,2011,200,0,0,0,0,57,0.0,0,0,0,122,0,0,153.1,141,1
2653,7293,2020,493,0,0,0,7,102,0.0,1,2,0,176,0,0,117.1,1294,0
1738,2390,2009,1590,0,0,8,117,306,0.0,7,0,4,207,0,0,133.7,69,0
1304,1358,2010,383,0,0,1,3,37,0.0,0,1,1,111,0,0,171.2,18,0
110,3821,2014,200,0,0,0,0,22,0.0,0,0,0,24,0,0,150.8,35,0
9088,1739,2021,560,0,0,33,13,2189,0.0,37,40,2,1214,0,0,184.8,38,0
1780,3514,2014,550,0,0,1,24,80,0.0,2,0,1,44,0,0,126.7,19,0
9372,1329,2014,340,0,0,1,7,80,0.0,1,6,0,149,0,0,141.0,84,0
5910,2369,2010,200,0,0,9,25,581,0.0,10,1,1,105,1,0,187.8,36,0
10195,1371,2010,375,0,0,1,4,91,0.0,2,0,0,176,0,0,147.1,20,0
13042,1909,2008,853,0,0,0,4,12,0.0,0,0,0,8,0,0,150.8,79,0
5879,3933,2021,1677,0,0,0,0,29,0.0,0,0,0,41,0,0,131.8,42,0
960,1905,2013,200,0,0,5,1,377,0.0,4,0,0,1256,1,0,126.3,71,0
11310,1714,2009,200,0,0,34,803,2391,0.0,24,2,47,7835,5,0,129.2,392,0
4401,2376,2013,200,0,0,0,0,98,0.0,0,8,0,189,0,0,124.0,69,0
2602,2969,2012,200,0,0,2,1,154,0.0,3,0,0,333,0,0,130.1,34,0
1614,1470,2007,670,0,0,3,8,281,0.0,4,8,1,238,0,0,69.7,1368,0
1147,2383,2017,533,0,0,2,8,114,0.0,1,0,0,144,0,0,162.8,45,0
2476,7402,2017,900,0,0,0,2,123,0.0,1,0,0,32,0,0,137.4,19,0
11383,1539,2015,375,0,0,3,0,235,0.0,3,0,0,536,1,0,131.8,26,0
9903,1679,2019,200,0,0,0,0,70,0.0,1,0,0,462,0,0,136.5,17,0
2122,1871,2017,200,0,0,3,14,160,0.0,3,0,0,154,0,0,116.3,18,0
5075,1704,2012,200,0,0,2,0,121,0.0,1,0,0,187,0,0,133.0,19,0
4841,1475,2021,200,0,0,0,15,41,0.0,0,0,0,80,0,0,112.3,980,0
993,1722,2016,200,0,0,0,1,76,0.0,4,1,0,1163,0,0,144.6,36,0
2688,4192,2007,200,1,0,1,151,132,0.0,2,4,0,244,0,0,145.8,127,1
536,1355,2008,375,0,0,2,6,162,0.0,4,6,1,300,0,0,71.7,1352,0
11602,6453,2015,200,0,0,4,527,668,0.0,5,1,0,150,0,0,57.1,890,0
4921,1354,2008,550,1,0,34,309,1896,0.1,22,4,20,1001,26,0,131.7,167,0
13200,8250,2014,200,0,0,2,9,169,0.0,3,0,0,98,0,0,127.8,25,0
2785,1387,2021,587,0,0,7,0,269,0.0,2,1,0,152,2,0,127.6,123,0
3333,2425,2019,200,0,0,0,0,114,0.0,2,0,0,373,0,0,140.0,10,1
11416,7927,2015,200,0,0,3,0,228,0.0,3,0,0,197,0,0,144.1,16,0
1071,1686,2016,200,0,0,0,0,63,0.0,0,0,0,256,0,0,137.3,32,0
4092,3931,2014,200,0,0,4,21,319,0.0,4,3,2,181,0,0,137.0,55,1
4239,3854,2020,420,0,0,1,0,69,0.0,0,0,0,244,0,0,121.1,24,0
8873,1366,2009,566,1,0,0,2,221,0.0,2,0,0,306,0,0,136.3,22,0
13488,12713,2018,200,0,0,34,431,2722,0.0,31,8,30,6533,27,1,166.2,274,0
9669,1725,2012,200,0,0,0,13,37,0.0,0,0,0,22,0,0,141.4,29,0
1448,1511,2013,200,0,0,2,6,94,0.0,3,2,0,1606,0,0,57.9,1482,0
433,1254,2014,200,0,0,3,10,123,0.0,2,1,1,101,0,0,226.6,20,0
3447,1350,2013,550,0,0,2,10,73,0.0,2,3,0,120,0,0,112.0,994,0
1223,1697,2016,200,0,0,0,3,57,0.0,0,2,0,110,0,0,103.2,1318,0
7359,1234,2008,434,0,0,0,1,59,0.0,2,5,1,214,0,0,150.2,27,0
3855,1343,2013,200,0,0,6,2,452,0.0,7,13,2,1034,2,0,158.5,185,0
10779,3452,2016,200,0,0,4,0,182,0.0,4,0,0,405,0,0,135.7,23,0
8014,1000,2014,200,0,0,0,0,48,0.0,0,2,0,204,0,0,123.9,35,0
12242,2619,2014,200,0,0,0,1,124,0.0,0,0,0,191,0,0,156.1,5,0
8559,6817,2017,200,0,0,2,18,73,0.0,1,2,1,51,0,0,130.5,26,0
12012,6943,2008,200,0,0,5,1,469,0.0,5,0,0,229,13,0,147.2,50,0
1664,4402,2019,804,0,0,1,20,264,0.0,3,12,0,457,0,0,68.8,1018,1
350,2012,2010,200,0,0,4,65,355,0.0,7,4,2,142,0,0,56.6,1088,0
3756,3096,2018,1600,0,0,12,88,1112,0.0,12,1,3,2691,2,0,130.3,70,0
7081,12862,2016,200,0,0,7,19,261,0.0,7,0,2,4039,0,0,183.5,44,0
103,2031,2019,1231,0,0,0,36,39,0.0,0,0,0,44,0,0,109.3,1056,0
4172,4278,2020,613,0,0,5,6,222,0.0,6,7,0,340,0,0,47.9,1333,0
1927,2712,2018,550,0,0,1,68,126,0.8,2,0,4,146,0,0,123.0,78,0
8510,4507,2007,550,0,0,3,6,151,0.0,7,4,1,348,1,0,146.6,57,0
1032,1758,2008,550,0,0,1,1,83,0.0,1,3,0,64,0,0,59.6,1208,0
3383,1338,2015,200,0,0,2,5,546,0.0,4,26,0,224,0,0,177.9,25,0
11605,1175,2011,375,0,0,1,0,103,0.0,25,31,0,348,0,0,197.1,15,0
2559,1385,2015,200,0,0,0,8,47,0.0,0,1,0,59,0,0,113.4,1295,0
3661,4556,2008,200,0,0,1,1,88,0.0,1,11,0,202,0,0,158.6,253,1
10305,4567,2015,200,0,0,0,267,50,0.0,3,0,10,15,0,0,130.2,125,0
7033,3875,2017,900,0,0,3,0,347,0.0,6,0,0,424,4,0,305.5,36,0
9834,5192,2016,200,0,0,4,6,260,0.0,6,7,0,276,0,0,58.9,1368,0
3870,1546,2016,200,0,0,1,0,139,0.0,0,2,0,144,0,0,160.9,105,0
7027,1368,2015,568,0,0,0,23,28,0.0,0,0,0,6,0,0,134.2,106,0
7508,7330,2013,200,0,0,0,2,31,0.0,0,0,0,164,0,0,145.0,23,0
1940,1000,2015,200,0,0,2,2,232,0.0,2,6,0,155,0,0,128.0,21,0
8885,1714,2011,200,0,0,1,9,52,0.0,0,0,0,58,0,0,145.5,22,0
7253,2927,2022,587,0,0,0,15,67,0.0,2,0,1,82,0,0,110.2,1407,0
