,ID,Y_LABEL
473,TEST_0473,0
476,TEST_0476,0
481,TEST_0481,0
483,TEST_0483,0
488,TEST_0488,0
489,TEST_0489,0
491,TEST_0491,0
492,TEST_0492,0
494,TEST_0494,0
495,TEST_0495,0
496,TEST_0496,0
498,TEST_0498,0
506,TEST_0506,0
508,TEST_0508,0
512,TEST_0512,0
517,TEST_0517,0
520,TEST_0520,0
522,TEST_0522,0
523,TEST_0523,0
524,TEST_0524,0
526,TEST_0526,0
527,TEST_0527,0
529,TEST_0529,0
531,TEST_0531,0
532,TEST_0532,0
534,TEST_0534,0
537,TEST_0537,0
538,TEST_0538,0
539,TEST_0539,0
540,TEST_0540,0
541,TEST_0541,1
543,TEST_0543,0
545,TEST_0545,0
546,TEST_0546,0
547,TEST_0547,0
548,TEST_0548,0
550,TEST_0550,1
551,TEST_0551,0
552,TEST_0552,0
553,TEST_0553,0
555,TEST_0555,0
556,TEST_0556,0
559,TEST_0559,0
561,TEST_0561,0
564,TEST_0564,0
565,TEST_0565,0
566,TEST_0566,0
567,TEST_0567,1
569,TEST_0569,0
570,TEST_0570,0
574,TEST_0574,0
578,TEST_0578,0
582,TEST_0582,0
584,TEST_0584,0
586,TEST_0586,0
590,TEST_0590,0
593,TEST_0593,0
594,TEST_0594,0
597,TEST_0597,0
598,TEST_0598,0
601,TEST_0601,0
602,TEST_0602,0
603,TEST_0603,0
604,TEST_0604,0
605,TEST_0605,0
607,TEST_0607,0
608,TEST_0608,0
617,TEST_0617,0
618,TEST_0618,0
619,TEST_0619,0
620,TEST_0620,0
621,TEST_0621,1
625,TEST_0625,0
627,TEST_0627,0
629,TEST_0629,0
630,TEST_0630,0
632,TEST_0632,0
633,TEST_0633,0
634,TEST_0634,0
638,TEST_0638,0
641,TEST_0641,0
642,TEST_0642,0
647,TEST_0647,0
649,TEST_0649,0
650,TEST_0650,0
653,TEST_0653,0
656,TEST_0656,0
659,TEST_0659,0
660,TEST_0660,0
662,TEST_0662,0
663,TEST_0663,0
664,TEST_0664,0
665,TEST_0665,0
666,TEST_0666,0
668,TEST_0668,0
672,TEST_0672,0
673,TEST_0673,0
676,TEST_0676,0
677,TEST_0677,0
678,TEST_0678,0
680,TEST_0680,0
682,TEST_0682,0
684,TEST_0684,0
687,TEST_0687,0
689,TEST_0689,0
690,TEST_0690,0
692,TEST_0692,1
695,TEST_0695,0
698,TEST_0698,0
704,TEST_0704,1
705,TEST_0705,0
708,TEST_0708,0
709,TEST_0709,0
710,TEST_0710,0
711,TEST_0711,0
713,TEST_0713,0
716,TEST_0716,0
720,TEST_0720,0
721,TEST_0721,0
723,TEST_0723,0
729,TEST_0729,1
731,TEST_0731,0
732,TEST_0732,0
733,TEST_0733,0
736,TEST_0736,0
739,TEST_0739,0
741,TEST_0741,0
743,TEST_0743,1
747,TEST_0747,0
751,TEST_0751,0
752,TEST_0752,0
753,TEST_0753,0
754,TEST_0754,0
758,TEST_0758,0
759,TEST_0759,0
760,TEST_0760,0
761,TEST_0761,0
762,TEST_0762,0
764,TEST_0764,0
765,TEST_0765,0
766,TEST_0766,0
770,TEST_0770,0
771,TEST_0771,0
774,TEST_0774,0
783,TEST_0783,0
784,TEST_0784,0
786,TEST_0786,0
787,TEST_0787,0
789,TEST_0789,0
791,TEST_0791,0
793,TEST_0793,0
797,TEST_0797,0
798,TEST_0798,0
799,TEST_0799,0
800,TEST_0800,0
801,TEST_0801,0
802,TEST_0802,0
804,TEST_0804,0
807,TEST_0807,0
809,TEST_0809,0
810,TEST_0810,0
813,TEST_0813,0
814,TEST_0814,0
815,TEST_0815,0
817,TEST_0817,0
819,TEST_0819,0
822,TEST_0822,0
823,TEST_0823,0
824,TEST_0824,0
828,TEST_0828,0
830,TEST_0830,0
832,TEST_0832,0
835,TEST_0835,0
836,TEST_0836,0
839,TEST_0839,0
840,TEST_0840,1
841,TEST_0841,0
843,TEST_0843,0
848,TEST_0848,0
849,TEST_0849,0
850,TEST_0850,0
851,TEST_0851,0
852,TEST_0852,0
854,TEST_0854,0
856,TEST_0856,0
857,TEST_0857,0
858,TEST_0858,0
859,TEST_0859,0
860,TEST_0860,0
861,TEST_0861,0
862,TEST_0862,0
863,TEST_0863,0
864,TEST_0864,0
865,TEST_0865,0
866,TEST_0866,0
868,TEST_0868,1
869,TEST_0869,0
871,TEST_0871,0
872,TEST_0872,0
873,TEST_0873,0
880,TEST_0880,0
882,TEST_0882,0
883,TEST_0883,1
885,TEST_0885,0
886,TEST_0886,0
887,TEST_0887,0
888,TEST_0888,0
891,TEST_0891,1
896,TEST_0896,0
897,TEST_0897,0
899,TEST_0899,0
901,TEST_0901,0
904,TEST_0904,0
908,TEST_0908,0
909,TEST_0909,0
910,TEST_0910,0
913,TEST_0913,0
915,TEST_0915,0
916,TEST_0916,0
917,TEST_0917,0
919,TEST_0919,0
920,TEST_0920,0
921,TEST_0921,0
922,TEST_0922,0
925,TEST_0925,0
928,TEST_0928,0
931,TEST_0931,0
934,TEST_0934,0
938,TEST_0938,0
940,TEST_0940,0
941,TEST_0941,0
942,TEST_0942,0
943,TEST_0943,0
944,TEST_0944,0
950,TEST_0950,0
951,TEST_0951,0
953,TEST_0953,0
955,TEST_0955,0
958,TEST_0958,0
959,TEST_0959,0
961,TEST_0961,0
964,TEST_0964,0
965,TEST_0965,0
967,TEST_0967,0
970,TEST_0970,0
971,TEST_0971,0
976,TEST_0976,0
977,TEST_0977,0
980,TEST_0980,0
981,TEST_0981,0
982,TEST_0982,0
983,TEST_0983,0
986,TEST_0986,1
987,TEST_0987,0
991,TEST_0991,0
992,TEST_0992,0
993,TEST_0993,0
995,TEST_0995,0
999,TEST_0999,0
1000,TEST_1000,0
1002,TEST_1002,0
1003,TEST_1003,0
1006,TEST_1006,0
1007,TEST_1007,0
1008,TEST_1008,0
1009,TEST_1009,0
1010,TEST_1010,0
1011,TEST_1011,0
1012,TEST_1012,0
1014,TEST_1014,0
1015,TEST_1015,0
1017,TEST_1017,0
1018,TEST_1018,0
1019,TEST_1019,0
1023,TEST_1023,0
1027,TEST_1027,0
1029,TEST_1029,0
1030,TEST_1030,0
1031,TEST_1031,0
1032,TEST_1032,0
1034,TEST_1034,0
1040,TEST_1040,0
1041,TEST_1041,0
1043,TEST_1043,0
1045,TEST_1045,0
1048,TEST_1048,0
1049,TEST_1049,0
1050,TEST_1050,0
1051,TEST_1051,0
1052,TEST_1052,0
1053,TEST_1053,0
1054,TEST_1054,0
1058,TEST_1058,0
1059,TEST_1059,0
1063,TEST_1063,0
1065,TEST_1065,0
1066,TEST_1066,0
1068,TEST_1068,0
1069,TEST_1069,0
1070,TEST_1070,0
1071,TEST_1071,0
1073,TEST_1073,0
1074,TEST_1074,1
1075,TEST_1075,0
1076,TEST_1076,0
1077,TEST_1077,0
1081,TEST_1081,0
1082,TEST_1082,0
1084,TEST_1084,0
1087,TEST_1087,1
1088,TEST_1088,0
1090,TEST_1090,0
1092,TEST_1092,0
1093,TEST_1093,0
1095,TEST_1095,0
1098,TEST_1098,0
1099,TEST_1099,0
1100,TEST_1100,0
1102,TEST_1102,0
1106,TEST_1106,0
1107,TEST_1107,0
1108,TEST_1108,1
1109,TEST_1109,0
1110,TEST_1110,0
1112,TEST_1112,0
1113,TEST_1113,0
1119,TEST_1119,0
1120,TEST_1120,0
1123,TEST_1123,0
1125,TEST_1125,0
1126,TEST_1126,0
1127,TEST_1127,0
1128,TEST_1128,0
1129,TEST_1129,0
1130,TEST_1130,0
1132,TEST_1132,0
1134,TEST_1134,0
1136,TEST_1136,0
1139,TEST_1139,0
1141,TEST_1141,0
1142,TEST_1142,0
1144,TEST_1144,0
1148,TEST_1148,0
1149,TEST_1149,0
1153,TEST_1153,0
1155,TEST_1155,0
1156,TEST_1156,0
1158,TEST_1158,0
1159,TEST_1159,1
1160,TEST_1160,0
1162,TEST_1162,0
1164,TEST_1164,0
1166,TEST_1166,0
1167,TEST_1167,0
1168,TEST_1168,0
1169,TEST_1169,0
1170,TEST_1170,0
1171,TEST_1171,0
1172,TEST_1172,0
1174,TEST_1174,0
1181,TEST_1181,0
1183,TEST_1183,0
1185,TEST_1185,0
1188,TEST_1188,0
1191,TEST_1191,0
1192,TEST_1192,0
1193,TEST_1193,0
1194,TEST_1194,0
1195,TEST_1195,0
1196,TEST_1196,0
1200,TEST_1200,0
1201,TEST_1201,0
1202,TEST_1202,0
1204,TEST_1204,0
1205,TEST_1205,0
1207,TEST_1207,0
1211,TEST_1211,0
1212,TEST_1212,0
1213,TEST_1213,0
1215,TEST_1215,0
1216,TEST_1216,0
1218,TEST_1218,0
1229,TEST_1229,0
1230,TEST_1230,0
1231,TEST_1231,0
1233,TEST_1233,0
1236,TEST_1236,0
1240,TEST_1240,0
1244,TEST_1244,0
1246,TEST_1246,0
1248,TEST_1248,0
1249,TEST_1249,0
1252,TEST_1252,0
1254,TEST_1254,0
1255,TEST_1255,0
1260,TEST_1260,0
1261,TEST_1261,0
1264,TEST_1264,0
1267,TEST_1267,0
1269,TEST_1269,0
1271,TEST_1271,0
1273,TEST_1273,0
1274,TEST_1274,0
1275,TEST_1275,0
1276,TEST_1276,0
1278,TEST_1278,0
1290,TEST_1290,0
1292,TEST_1292,0
1293,TEST_1293,0
1294,TEST_1294,0
1295,TEST_1295,0
1296,TEST_1296,0
1297,TEST_1297,0
1300,TEST_1300,0
1303,TEST_1303,0
1304,TEST_1304,0
1307,TEST_1307,0
1308,TEST_1308,0
1309,TEST_1309,1
1310,TEST_1310,0
1311,TEST_1311,0
1312,TEST_1312,0
1316,TEST_1316,0
1317,TEST_1317,0
1320,TEST_1320,0
1322,TEST_1322,1
1323,TEST_1323,0
1324,TEST_1324,0
1327,TEST_1327,0
1329,TEST_1329,0
1330,TEST_1330,0
1332,TEST_1332,0
1334,TEST_1334,0
1335,TEST_1335,0
1337,TEST_1337,0
1340,TEST_1340,0
1343,TEST_1343,0
1348,TEST_1348,0
1350,TEST_1350,0
1352,TEST_1352,0
1353,TEST_1353,0
1355,TEST_1355,0
1356,TEST_1356,0
1357,TEST_1357,0
1358,TEST_1358,0
1359,TEST_1359,0
1360,TEST_1360,0
1361,TEST_1361,0
1362,TEST_1362,0
1364,TEST_1364,0
1372,TEST_1372,0
1373,TEST_1373,0
1374,TEST_1374,0
1375,TEST_1375,0
1382,TEST_1382,0
1383,TEST_1383,0
1385,TEST_1385,0
1386,TEST_1386,0
1388,TEST_1388,0
1389,TEST_1389,0
1393,TEST_1393,0
1394,TEST_1394,0
1396,TEST_1396,0
1398,TEST_1398,0
1401,TEST_1401,0
1404,TEST_1404,0
1405,TEST_1405,0
1409,TEST_1409,0
1410,TEST_1410,0
1414,TEST_1414,0
1417,TEST_1417,0
1419,TEST_1419,0
1420,TEST_1420,0
1421,TEST_1421,0
1422,TEST_1422,1
1425,TEST_1425,0
1427,TEST_1427,0
1429,TEST_1429,0
1431,TEST_1431,0
1434,TEST_1434,0
1435,TEST_1435,0
1437,TEST_1437,0
1438,TEST_1438,0
1440,TEST_1440,0
1442,TEST_1442,1
1443,TEST_1443,0
1447,TEST_1447,0
1448,TEST_1448,0
1452,TEST_1452,0
1453,TEST_1453,0
1455,TEST_1455,0
1457,TEST_1457,1
1459,TEST_1459,0
1460,TEST_1460,0
1462,TEST_1462,0
1463,TEST_1463,0
1468,TEST_1468,0
1471,TEST_1471,0
1472,TEST_1472,0
1474,TEST_1474,0
1476,TEST_1476,0
1477,TEST_1477,0
1479,TEST_1479,0
1481,TEST_1481,0
1482,TEST_1482,0
1485,TEST_1485,1
1486,TEST_1486,0
1488,TEST_1488,0
1492,TEST_1492,0
1495,TEST_1495,0
1496,TEST_1496,0
1497,TEST_1497,0
1501,TEST_1501,0
1503,TEST_1503,0
1507,TEST_1507,0
1508,TEST_1508,0
1512,TEST_1512,0
1513,TEST_1513,1
1514,TEST_1514,0
1515,TEST_1515,0
1519,TEST_1519,0
1520,TEST_1520,0
1521,TEST_1521,0
1523,TEST_1523,0
1526,TEST_1526,0
1527,TEST_1527,0
1530,TEST_1530,0
1532,TEST_1532,0
1534,TEST_1534,0
1536,TEST_1536,0
1542,TEST_1542,0
1548,TEST_1548,0
1552,TEST_1552,0
1554,TEST_1554,0
1557,TEST_1557,1
1560,TEST_1560,0
1562,TEST_1562,0
1563,TEST_1563,0
1564,TEST_1564,0
1565,TEST_1565,0
1566,TEST_1566,0
1569,TEST_1569,1
1570,TEST_1570,0
1574,TEST_1574,0
1575,TEST_1575,0
1576,TEST_1576,0
1577,TEST_1577,0
1578,TEST_1578,0
1579,TEST_1579,0
1585,TEST_1585,0
1591,TEST_1591,0
1594,TEST_1594,0
1595,TEST_1595,0
1596,TEST_1596,0
1597,TEST_1597,0
1599,TEST_1599,0
1602,TEST_1602,0
1603,TEST_1603,0
1607,TEST_1607,1
1608,TEST_1608,0
1609,TEST_1609,0
1610,TEST_1610,0
1612,TEST_1612,0
1616,TEST_1616,0
1618,TEST_1618,0
1619,TEST_1619,0
1622,TEST_1622,0
1623,TEST_1623,0
1627,TEST_1627,0
1628,TEST_1628,0
1629,TEST_1629,1
1630,TEST_1630,0
1633,TEST_1633,0
1635,TEST_1635,0
1636,TEST_1636,0
1638,TEST_1638,0
1641,TEST_1641,0
1645,TEST_1645,0
1648,TEST_1648,0
1650,TEST_1650,0
1652,TEST_1652,0
1653,TEST_1653,0
1657,TEST_1657,0
1658,TEST_1658,0
1660,TEST_1660,0
1663,TEST_1663,0
1664,TEST_1664,0
1666,TEST_1666,0
1667,TEST_1667,1
1668,TEST_1668,0
1670,TEST_1670,0
1671,TEST_1671,0
1672,TEST_1672,0
1673,TEST_1673,0
1675,TEST_1675,0
1676,TEST_1676,0
1679,TEST_1679,0
1681,TEST_1681,0
1683,TEST_1683,1
1685,TEST_1685,0
1687,TEST_1687,0
1689,TEST_1689,0
1692,TEST_1692,0
1699,TEST_1699,0
1700,TEST_1700,0
1702,TEST_1702,0
1703,TEST_1703,0
1705,TEST_1705,0
1709,TEST_1709,0
1713,TEST_1713,0
1715,TEST_1715,0
1716,TEST_1716,0
1717,TEST_1717,0
1718,TEST_1718,0
1720,TEST_1720,0
1725,TEST_1725,0
1727,TEST_1727,0
1728,TEST_1728,0
1729,TEST_1729,0
1731,TEST_1731,0
1732,TEST_1732,0
1734,TEST_1734,0
1736,TEST_1736,0
1737,TEST_1737,0
1738,TEST_1738,0
1741,TEST_1741,0
1743,TEST_1743,0
1745,TEST_1745,0
1749,TEST_1749,0
1752,TEST_1752,0
1756,TEST_1756,0
1757,TEST_1757,0
1758,TEST_1758,0
1759,TEST_1759,0
1770,TEST_1770,0
1771,TEST_1771,0
1773,TEST_1773,0
1775,TEST_1775,0
1779,TEST_1779,0
1780,TEST_1780,0
1782,TEST_1782,0
1783,TEST_1783,0
1790,TEST_1790,0
1791,TEST_1791,0
1793,TEST_1793,0
1794,TEST_1794,0
1797,TEST_1797,0
1800,TEST_1800,0
1802,TEST_1802,0
1804,TEST_1804,0
1805,TEST_1805,1
1807,TEST_1807,0
1808,TEST_1808,0
1813,TEST_1813,0
1814,TEST_1814,0
1815,TEST_1815,0
1817,TEST_1817,0
1818,TEST_1818,0
1819,TEST_1819,0
1820,TEST_1820,0
1823,TEST_1823,0
1824,TEST_1824,0
1825,TEST_1825,0
1826,TEST_1826,1
1831,TEST_1831,0
1832,TEST_1832,0
1833,TEST_1833,0
1834,TEST_1834,1
1835,TEST_1835,0
1837,TEST_1837,0
1838,TEST_1838,0
1839,TEST_1839,0
1841,TEST_1841,0
1842,TEST_1842,0
1843,TEST_1843,0
1844,TEST_1844,0
1845,TEST_1845,0
1846,TEST_1846,0
1849,TEST_1849,0
1851,TEST_1851,0
1854,TEST_1854,0
1859,TEST_1859,0
1861,TEST_1861,0
1862,TEST_1862,0
1863,TEST_1863,0
1866,TEST_1866,0
1869,TEST_1869,1
1870,TEST_1870,0
1871,TEST_1871,0
1872,TEST_1872,0
1873,TEST_1873,0
1874,TEST_1874,0
1875,TEST_1875,0
1878,TEST_1878,0
1879,TEST_1879,0
1881,TEST_1881,0
1888,TEST_1888,0
1889,TEST_1889,0
1891,TEST_1891,0
1893,TEST_1893,0
1894,TEST_1894,0
1897,TEST_1897,0
1898,TEST_1898,0
1900,TEST_1900,0
1901,TEST_1901,0
1903,TEST_1903,0
1904,TEST_1904,0
1906,TEST_1906,0
1908,TEST_1908,1
1909,TEST_1909,0
1910,TEST_1910,0
1911,TEST_1911,0
1912,TEST_1912,0
1913,TEST_1913,0
1914,TEST_1914,0
1918,TEST_1918,0
1922,TEST_1922,0
1923,TEST_1923,1
1924,TEST_1924,0
1926,TEST_1926,0
1928,TEST_1928,0
1929,TEST_1929,0
1930,TEST_1930,0
1934,TEST_1934,0
1936,TEST_1936,0
1938,TEST_1938,0
1940,TEST_1940,0
1941,TEST_1941,0
1942,TEST_1942,1
1943,TEST_1943,0
1946,TEST_1946,0
1949,TEST_1949,0
1951,TEST_1951,0
1952,TEST_1952,0
1953,TEST_1953,0
1957,TEST_1957,0
1960,TEST_1960,0
1961,TEST_1961,0
1962,TEST_1962,0
1964,TEST_1964,0
1965,TEST_1965,0
1967,TEST_1967,0
1968,TEST_1968,0
1970,TEST_1970,0
1971,TEST_1971,0
1975,TEST_1975,0
1977,TEST_1977,0
1980,TEST_1980,0
1981,TEST_1981,0
1985,TEST_1985,0
1986,TEST_1986,0
1987,TEST_1987,0
1988,TEST_1988,0
1989,TEST_1989,0
1991,TEST_1991,0
1995,TEST_1995,0
1997,TEST_1997,0
1998,TEST_1998,0
2002,TEST_2002,0
2010,TEST_2010,0
2012,TEST_2012,0
2015,TEST_2015,0
2019,TEST_2019,1
2020,TEST_2020,0
2022,TEST_2022,0
2023,TEST_2023,0
2024,TEST_2024,0
2026,TEST_2026,0
2027,TEST_2027,0
2028,TEST_2028,0
2030,TEST_2030,0
2031,TEST_2031,0
2032,TEST_2032,0
2033,TEST_2033,0
2034,TEST_2034,0
2035,TEST_2035,0
2036,TEST_2036,0
2037,TEST_2037,0
2038,TEST_2038,0
2039,TEST_2039,0
2040,TEST_2040,0
2041,TEST_2041,0
2042,TEST_2042,0
2043,TEST_2043,0
2045,TEST_2045,0
2046,TEST_2046,0
2048,TEST_2048,0
2052,TEST_2052,0
2053,TEST_2053,0
2054,TEST_2054,0
2055,TEST_2055,0
2056,TEST_2056,0
2058,TEST_2058,0
2059,TEST_2059,0
2062,TEST_2062,0
2063,TEST_2063,0
2064,TEST_2064,0
2066,TEST_2066,0
2069,TEST_2069,0
2070,TEST_2070,0
2072,TEST_2072,0
2073,TEST_2073,0
2076,TEST_2076,0
2082,TEST_2082,0
2083,TEST_2083,0
2085,TEST_2085,0
2086,TEST_2086,0
2089,TEST_2089,0
2090,TEST_2090,0
2091,TEST_2091,0
2093,TEST_2093,0
2094,TEST_2094,1
2099,TEST_2099,0
2105,TEST_2105,0
2107,TEST_2107,0
2108,TEST_2108,0
2109,TEST_2109,0
2112,TEST_2112,0
2113,TEST_2113,0
2123,TEST_2123,0
2124,TEST_2124,0
2127,TEST_2127,0
2128,TEST_2128,0
2130,TEST_2130,0
2132,TEST_2132,0
2134,TEST_2134,0
2135,TEST_2135,0
2136,TEST_2136,0
2137,TEST_2137,0
2142,TEST_2142,0
2144,TEST_2144,0
2145,TEST_2145,0
2146,TEST_2146,0
2147,TEST_2147,0
2148,TEST_2148,0
2152,TEST_2152,0
2155,TEST_2155,0
2158,TEST_2158,0
2159,TEST_2159,0
2161,TEST_2161,0
2167,TEST_2167,0
2168,TEST_2168,0
2170,TEST_2170,0
2172,TEST_2172,0
2177,TEST_2177,0
2178,TEST_2178,0
2185,TEST_2185,0
2188,TEST_2188,0
2189,TEST_2189,0
2191,TEST_2191,0
2194,TEST_2194,0
2197,TEST_2197,0
2198,TEST_2198,0
2200,TEST_2200,0
2201,TEST_2201,0
2204,TEST_2204,0
2207,TEST_2207,0
2208,TEST_2208,0
2214,TEST_2214,0
2215,TEST_2215,0
2219,TEST_2219,0
2220,TEST_2220,0
2221,TEST_2221,0
2222,TEST_2222,0
2224,TEST_2224,0
2226,TEST_2226,0
2229,TEST_2229,0
2231,TEST_2231,0
2232,TEST_2232,0
2234,TEST_2234,1
2235,TEST_2235,0
2236,TEST_2236,0
2238,TEST_2238,0
2240,TEST_2240,0
2242,TEST_2242,0
2246,TEST_2246,0
2250,TEST_2250,0
2256,TEST_2256,0
2259,TEST_2259,0
2260,TEST_2260,0
2263,TEST_2263,1
2264,TEST_2264,0
2267,TEST_2267,0
2269,TEST_2269,0
2270,TEST_2270,0
2271,TEST_2271,0
2273,TEST_2273,0
2274,TEST_2274,0
2276,TEST_2276,0
2279,TEST_2279,0
2280,TEST_2280,1
2283,TEST_2283,0
2287,TEST_2287,0
2291,TEST_2291,0
2292,TEST_2292,0
2293,TEST_2293,0
2294,TEST_2294,0
2297,TEST_2297,0
2298,TEST_2298,0
2299,TEST_2299,0
2300,TEST_2300,0
2304,TEST_2304,0
2305,TEST_2305,0
2306,TEST_2306,0
2307,TEST_2307,0
2308,TEST_2308,0
2311,TEST_2311,0
2313,TEST_2313,0
2314,TEST_2314,0
2315,TEST_2315,0
2317,TEST_2317,0
2319,TEST_2319,0
2322,TEST_2322,0
2323,TEST_2323,0
2325,TEST_2325,0
2329,TEST_2329,0
2331,TEST_2331,0
2332,TEST_2332,0
2334,TEST_2334,0
2335,TEST_2335,0
2336,TEST_2336,0
2337,TEST_2337,0
2338,TEST_2338,0
2339,TEST_2339,0
2340,TEST_2340,1
2341,TEST_2341,0
2342,TEST_2342,0
2343,TEST_2343,0
2344,TEST_2344,1
2346,TEST_2346,1
2347,TEST_2347,0
2348,TEST_2348,0
2350,TEST_2350,0
2351,TEST_2351,1
2354,TEST_2354,0
2355,TEST_2355,0
2356,TEST_2356,0
2358,TEST_2358,0
2361,TEST_2361,0
2362,TEST_2362,0
2364,TEST_2364,0
2366,TEST_2366,0
2367,TEST_2367,0
2368,TEST_2368,0
2369,TEST_2369,0
2371,TEST_2371,0
2372,TEST_2372,0
2375,TEST_2375,0
2377,TEST_2377,1
2378,TEST_2378,0
2381,TEST_2381,0
2382,TEST_2382,0
2383,TEST_2383,0
2386,TEST_2386,0
2387,TEST_2387,0
2388,TEST_2388,0
