sentence_id,sentence,answer,label
2224fc4922b123d84d3ad4ef15cd7bd2,"Take a ""tea pill"" instead.",차 알약을 대신 복용해라.,1
93dd103d07b559effdd9d2ed22376f88,Imagine the grocery store where you shop the most.,너가 가장많이 쇼핑하는 식료품점 을 상상해라,1
604d29f959d5b919152c84397e06227a,"④ If lobster were as cheap as chicken, we might enjoy it less.",바닷가재가 치킨만큼 싸지면 우리는 그것을 덜 즐길지도 모른다,1
721310ff13b3e4b9456e40bcf6d3b73b,Security is another concern: Cookies make shared computers far less secure and offer hackers many ways to break into systems.,보안은 또다른 걱정 : 쿠키는 공유된 컴퓨터들을 훨씬 덜 안전하게 만들고 해커에게 시스템에 침입하는 방법들을 제공한다,1
cff20d24223312967217706a7bb4c90e,ⅲ lazy and easygoing .,게으르고 태평스러운,1
23e3fe97388fd20408f9e9b08a9f6269,Strong writing is specific.,강한 글은 구체적이다,1
863d02e60662d3e968fb2d864f58e14c,"In 2013, a state of emergency in Beijing resulting from the dangerously high levels of pollution led to chaos in the transportation system, forcing airlines to cancel flights due to low visibility.","2013년, 베이징에서 위험하게 높은 오염의 수준으로부터 초래된 비상사태는 교통시스템에서의 혼란에 이르렀다. 낮은 가시성 때문에 항공사들이 비행을 취소하도록 강요하며",1
eb08c274b4a15d93146eb24d40e0114c,The status and rights of British nationals living in the EU and of EU nationals living in the UK are a primary concern.,유럽연합에 사는 영국시민과 영국에 사는 유럽연합 시민의 신분과 권리가 주된 관심사이다,1
fcf5e74b7ec530678303ef7e70723589,"In hindsight, it usually seems obvious.",지나고 나서 보면 그것은 대게 분명해 보인다,1
4884a861f421dc77c655aedb3b7f5f0b,They also measure an earthquake's power and intensity.,그들은 또한 지진의 힘과 강도를 측정한다,1
294db83c27c7398930c05e5d2dd2360c,They want to know what volcanoes can reveal about how Earth was formed and how it moves today.,"그들은 어떻게 지구가 형성되는지, 어떻게 오늘날 그것이 움직이는지에 대해 화산이 드러낼 수 있는것을 알기를 원한다",1
e44040782b72ce6fda2fe19fe2500e56,"Like other reptiles, they are cold-blooded, and their temperatures change with the environment.",다른 파충류들처럼 그들은 냉혈동물이고 그들의 온도는 환경과 함께 변한다,1
9af64cc93fd7585ac037edf6c53db4cb,My twelve-year-­old son and I were returning home after a trip.,12살아들과 나는 여행 후에 집에 돌아온 중이었다.,1
b818afd5e228abbd665a41670459532b,"The window above the sink was broken, and hundreds of pieces of glass made a mess on my kitchen floor.",싱크대 위의 창문들은 부서져서 수백의 유리조각들은 내 부엌 바닥을 엉망으로 만들었다,1
ed03062fcf97807e8393557660277bfe,"Secondly, they could not bite.",두번째로 그들은 깨물수 없다,1
bca765cd7c6837e739d166b6af77f245,"Since William Shakespeare lived more than 400 years ago, and many records from that time are lost or never existed in the first place, we don't know everything about his life.",윌리엄셰익스피어는 400년전보다 더 전에 살았기 때문에 애초에 그시대의 많은 기록들이 잃어버리고 존재하지 않아서 우리는 그의 사람의 모든것을 알지 못한다,1
5348efef4cecc009970016825a131b94,That kind of gesture in Muslim society was considered the worst kind of insult.,무슬림사회에서 그 제스처의 일종은 모욕을 주는 행위중 가장 나쁜것으로 고려되어졌다,1
01b55d15ae4b0029f944c7d00295e875,"In April, the average retail price for a lime hit 56 cents, more than double the price last year.",4월에 라임의 평균 도매가는 56센트였는데 작년 가격에 2배이다,1
e4c6158c73c2a2fac007d62ef0e805f4,"It is something tangible, clearly defined and measurable.",그것은 실체가 있고 정의 되며 측정 가능하다,1
002b0ee4f3fe2f1c85b7b3949afcbee7,Take the choice of which kind of soup to buy.,어떤 종류의 스프를 살지 선택해라,1
bafeb5ad9c028f05101c9103be1271ff,"What is the significance of $75,000?",75000달러의 의미는 무엇인가,1
9d65bc96632160fb344910f82cdb8a17,Some companies provide their employees with cafeteria incentive programs.,몇몇 회사들은 그들의 직원에게 카페테리아 장려 프로그램을 제공한다,1
67ae00924359c75316c973bc72e58287,Computers create experiences that engage a user's psychology and motivate a response.,"컴퓨터는 사용자의 심리를 관여하고, 반응을 유발하는 경험을 만든다",1
d8c162503f057f4bb6628cef73806256,"They know that artistic representation is always explaining, refining, and making clear the object depicted.",그들은 예술적 표현이 항상 묘사되는 사물을 설명하고 다듬고 명화하게 만들고 있다는 것을 안다.,1
123e9f02b12b1c285db6e98f42570e48,Sea snakes are some of the most venomous creatures on Earth.,바다 뱀들을 지구상의 독성이 강한 생명체들중에 속한다.,1
cc543e6117159c6b7c1397c9cac34864,The brownish tablet weighs 0.3 grams and is composed of 80 percent tea and 20 percent their flavors.,갈색 알약은 0.3그램이고 80퍼센트의 차와 20퍼센트의 차 맛으로 구성 돼 있다.,1
a0bbc28ca1af91e5bdb75cd3687d6a6a,"These tricks are made possible by cookies, small files that an Internet server stores inside individuals' web browsers so it can remember them.","그 기술을은 인터넷 서버가 개인들의 웹브라우저 안에 저장하는 작은파일인 쿠키에의해 가능하게 된다 , 그것을 기억할수 있도록",1
bd65b7345e32e28d0eeb3ec5120bed57,"Later on, when your dad found out about your younger brother's autism, he said one thing I will never forget.",나중에 너의 아빠가 너의 남동생의 자폐증에 대해 알게됐을때 그는 내가 잊지 못할 한가지를 말했다,1
f75bbcf000633bc91ce994c66aa46f7e,➂ Teaching is a common way for writers to make a living today.,가르치는 것은 오늘날 작가들이 생계를 꾸리는 일반적인 방법이다,1
d21c03efec882fad35d69f1a47517f19,Or was it work experience?,일 경험일까 ?,1
1f1e06e470ff514dcef1fba1af522d89,It has been proven that smoking is a direct cause of lung cancer.,흡연이 직접적인 폐암의 원인이라고 입증되었다,1
84b22d342199480834b286f18b85c748,④ the least conservative people .,가장 덜 보수적인 사람들,1
8ea4b93aaf92d148e3482c8e40fc5a0d,"Eligible voters were British, Irish, and Commonwealth citizens (18 and over) living in the UK.","자격이 있는 투표자는 영국인 , 아일랜드인 그리고 영국에 살고있는 18세 이상의 영연방 시민이었다",1
7dccc0af37a161f192791df822491fdf,Negotiating the exit will take approximately two years.,탈퇴를 협상하는 것은 약 2년이 필요할 것이다,1
36d750b59b6927510267fcb09e651785,② Because we know everything about him .,우리는 그에 대해 모든것을 알기 때문에,1
44499549f2fab70e9fcd2a14f5c8134b,Taichi‚ which has roots in Chinese martial arts‚ uses a series of slow‚ flowing motions and deep‚ slow breathing to exercise the body and calm the mind.,중국 무술에 뿌리를 둔 태극권은 몸을 운동시키고 마음을 진정시키기 위해서 일련의 느리고 흐르는 듯한 움직임과 깊고 느린 호흡을 사용한다,1
fa8c26229782792a33984184515b4ed1,ⅲ The Best Way to Improve Your Dancing .,당신의 춤을 향상시키는 최고의 방법,1
05e82df099817c759db188dc9dd948ab,Wan also explained that the sounds of the Gayageum cannot be emulated on any other string instrument.,완은 또한 가야금의 소리는 어떤 다른 현악기에서 모방될 수 없다고 설명했다,1
72c5db4d9e4e64bdea64b2b2d19c28fc,she asked.,그녀는 물었다,1
c6bf57b7b09b8fbd4656da20385af6f1,Most geologists specialize in a particular area.,대부분의 지질학자들은 특정한 분야에서 전공한다,1
182688ee783ade277e18d131ed548070,Focusing closely on one area of study allows geologists to gain detailed knowledge.,한 연구분야에 밀접하게 집중하는 것은 지질학자들이 상세한 지식을 얻도록 허락한다,1
e56d454f0b1010ebae6fdea5d8450eaf,They look for evidence of what occurs below the surface before earthquakes happen.,그들은 지진이 발생하기 전에 표면아래에서 무엇이 발생하는지의 증거를 찾는다,1
049dfbb62bfef6a2bdc40932c15a9908,ⅲ What is Geology?,무엇이 지질학인가 ?,1
9909603e370f2e779c7905b87c4afcf4,"Instead, it's a result of the way lucky people think and act, which means that anyone can learn to be lucky!",대신 그것은 운이 좋은 사람들이 생각하고 행동하는 방법의 결과이다 . 그런데 그것은 운이 좋아지는 것을 누구든 배울 수 있다는 것을 의미한다,1
4bd099fe226cb22e7f12fe623e65bfed,You could even make some awesome new friends.,당신은 심지어 몇몇 굉장한 새로운 친구들을 사귈 수 있다,1
28923dd23e5c8b451cbd47305c85c17d,"The average grocery store carries over 10,000 items, yet you can quickly tell me where to find most of them.","보통 식료품점은 만개 아이템이 옮겨져있지만, 너는 그것들 대부분을 찾을 수 있다고 빨리 나에게 말할 수 있다",1
07ad3dda02c20043f180d046c04e4754,"According to Veblen, these goods must signal high status.",베블런에 따르면 이런 상품들은 높은 지위를 나타내야 한다. ,1
c26548271b9c9564bdf4c878eca9a745,"Attack and defense against other minds, gathering, storing, and analyzing information―this is what it is good at, but it is not at all creative.","다른 마음들, 모으고 저장하고 정보를 분석하는 것에 반대하여 공격하고 방어하는 것은 잘하는 것 같지만 조금도 창조적이지 않다",1
737824b6008ef586f4b5c5df7a8d1b99,"Just as in modern times, people loved extreme sports.",지금 현대시간에서는 사람들은 익스트림 스포츠를 사랑한다,1
e13b25ad74302d5bf9d9d24341e44668,"This was the pankration, or an extreme mix of wrestling and boxing.",이건은 판크라티온으로 극단적인 레슬링과 복싱의 혼합물이다,1
ea69e84904b6b7bcc012ccf76631c611,"In this event, only two rules applied.",이 사건에서는 오직 2개의 규칙만이 적용된다,1
c21112e4fd6ad06096b0e40a27f00ba8,The aggregate of many readings will provide a more comprehensive picture.,많은 측정치의 총계는 더 포괄적인 상황을 제공할 것이다,1
da12da99b52ad245bc59be5b03f74636,"There is, thus, a risk of sudden sliding and subsequent accidents.",그러므로 갑작스런 미끄러움과 다음의 사고의 위험이 있다,1
f57c569f0495979a9a6dd66c39a92669,"To ensure safe driving, it is best to examine your car before starting.",운전의 안전을 보장하기 위해 차를 타기전에 검사하는 것이 최선이다,1
3f19025135a2bb7da3f5d568f9036c8f,"Basically, those who never make mistakes are perceived as being less attractive and ""likable"" than those who make occasional mistakes.",기본적으로 실수를 절대 만들지 않는 사람들은 우연한 실수를 만드는 사람보다 덜 매력적이거나 덜 호감적으로 인식된다,1
8a6efba2a4cb4f3eb2f0f6358b33b806,In this instance the ball went through the net and the scoreboard increased by two points.,"이 경우에도 공은 네트를 통과했고, 점수판은 2점이 늘었다",1
cb86d1bd762fa4284c6e79ea64bbe458,Bull died from cancer in his home in 1880.,그는 암때문에 1880년에 그의 집에서 죽었다.,1
3638c1f0cd11c4dbb5e7f7f23e097c6e,Most writers lead double lives.,대부분 작가들은 이중생활을 한다.,1
46608922eab67e77fda3eb541b0ed0e7,"Consumers can collect additional information by conducting online research, reading news articles, talking to friends or consulting an expert.","소비자들은 온라인 조사, 뉴스기사보기,친구와 대화, 전문가와 상담함으로써 정보를 모을 수 있다",1
e4fe12f6eda751469299c82d56dbb289,ⅰ Too Much Information Causes Stress .,지나치게 많은 정보는 스트레스를 야기함,1
e2a70103a418731795d964c91c3666e8,"As temperatures rise further, regions such as Africa will face declining crop yields and will struggle to produce sufficient food for domestic consumption, while their major exports will likely fall in volume.",기후가 더 상승할 수록 아프리카와 같은 지역은 농산물 생산의 감소를 직면하고 충분한 식량을 생산하느라 애쓸것이다. 그들의 수출은 아마 떨어질 것이다,1
e4c48ba42517bca9ffbec71e84f1b20b,Of course you could.,당연히 넌 할수있다,1
afb9f87551f70876718e9d9f145a7345,"By this time some of his preserved food had been tested by the French navy, which was impressed by its quality.",이때까지 보존된 음식의 일부는 테스트 되었고 프랑스해군은 음식의 질에 감동받았다,1
3d671efa499a6ac85b29c118136043d9,③ the law of supply and demand does not work anymore .,공급과수요의 법칙은 더이상 작용하지 않는다,1
4063529fad4961ead6c3bd15ac2463d1,"③ If lobster went cheaper, restaurants would cut its price down.",바닷가재가 더 싸지면 레스토랑은 그것의 가격을 내릴 것이다,1
41d327932e4558ee9bf3b479fb8ec2a7,③ you can't teach an old dog new tricks .,넌 늙은 개에게 새로운 재주를 가르칠수없다,1
b04c726225986dcec559daedd4802144,"T.S.Elliot was a banker, then a publisher.",일리엇은 은행원이었다가 출판업자가 되었다,1
24beb8e24a80efc83d889ecd590fb2fc,Other writers teach.,다른작가들은 가르쳤다 (교사 ),1
e8120572c808976ff887d4859fee9b6a,Chimpanzees' performance seems quite primitive when compared to that of a human child.,침팬지의 수행은 인간아이와 비교될때 원시적으로 보인다,1
7193cad4a3eb649e4d1e758c25d50aa1,ⅳ Linguistic Similarity between Human and Chimpanzees .,인간과 침팬지의 언어적 유사성,1
3c27921b8b517ef9f746d6f8aa78d86d,"Many people are so focused on sharing their thoughts, opinions, and ideas that they forget to think about how their message will be received, or whether it's a good idea to speak at all.","많은 사람들은 그들의 생각을 나누는데 너무 집중해서 그들의 메세지가 어떻게 받아들여지는지, 말하는것이 좋은 생각인지에 대해 생각하는 것을 잊는다",1
87d4e8fe851e06f5e9ec7dbbda1abec9,③ you should think learning is important .,배우는것이 중요하다고 생각해야한다,1
a2f35fc44d6905ca70e440b9531750e9,"Like coral snakes, many sea snakes solve this problem by warning predators up front.",많은 바다뱀들은 포식자들에게 경고함으로써 이 문제를 해결한다,1
edca2d9db1973716a4dab48e0a969590,The possibility of Britain leaving the EU became known as Brexit.,영국이 유럽을 떠날 가능성은 브렉시트로 알려졌다,1
28a1cae33016088f1061964f5de80525,ⅳ The value of the Euro had risen after the vote .,투표후에 유로의 가치가 올랐다,1
6394fc99d77ae04cc14d3a8adb398b5b,"There are no methods for successful prediction, especially in areas involving complex social and technological changes, where many of the determining factors are not known and, in any event, are certainly not under any single group's control.",복잡한 사회와 기술적인 변화들을 포함하는 지역에서 성공적인 예측을 위한 방법은 없다 . 그런데 그곳에서 많은 요인을 결정하는 것은 알려지지 않았고 어떤사건에서 확실하게 어떤 단일 그룹의 통제 아래에 있지 않았다,1
64e1f5bb30806119f5dc3040d8d12383,"Global hyperconnectivity and increased system integration have led to vast benefits, including worldwide growth in incomes, education, innovation, and technology.","세계적인 초연결과 체계통합은 수입,교육,혁신,기술에서 엄청난 이익으로 이끌어왔다",1
8a155e2a5d98fae32aeef45344884a7c,"But the inclusion of quantum mechanics modifies this conclusion in a profound way, and Hawking found that black holes do emit radiation, quantum mechanically.",그러나 양자역학의 포함은 엄청난 방식으로 이결론을 수정한다 그리고 호킹은 블랙홀이 양자역학적으로 복사열을 방출한다는 것을 발견했다,1
cdc17239b98baa3be5cae656f7d43352,"""For me‚ this class is very useful.""",나이게 이 수업은 매우 유용합니다,1
7fb1005a50c03650ad2266e8f25cb651,"""Because I mainly study traditional Chinese music‚ it's interesting to compare traditional Korean music with traditional Chinese music‚ because there are some elements that have actually remained with traditional Korean music that are no longer found in the traditional Chinese music.""",난 주로 전통적인 중국음악을 공부했기 때문에 전통적인 한국음악과 중국음악을 비교하는 것은 흥미롭다. 그곳에는 전통적인 한국음악에 실제로 남아있고 중국음악에서 더이상 발견할 수 없는 몇몇 요소들이 있기 때문에,1
505f017c61922a8b76e9d00904559bcf,Many artists can work only when they concentrate on their own endeavor completely alone and many refuse to show their unfinished pieces to anyone.,많은 예술가들은 오직 그들이 그들 자신의 노력에 홀로 집중할 수 있을 때 일할 수있다. 그리고 많은 이들이 그들의 완성되지 않은 작품을 보여주는 것을 거절한다,1
6681c50ec9390df1c4ae104a36c01936,② luck brings you closer relationships .,행운은 당신에게 더 가까운 관계를 가져온다,1
73011a726ab88f05cc6e686749e77cfd,"If you want to comment nonverbally on your disgust for a situation, a nose wrinkle or raising your upper lip should get your message across.",만약 당신이 상황에 대한 당신의 혐오감을 비언어적으로 언급하기를 원한다면 코의 주름 또는 올라간 당신의 윗입술이 당신의 메세지를 이해시킬 것이다,1
fc3cfee99700769918a2a11893252bb8,"At such short durations of exposure－known as subliminal exposure－people cannot register the stimuli and hence, participants in the experiment were not expected to recall seeing the ideograms.",잠재노출로서 알려진 그런 짧은 노출의 지속에서 사람들은 자극을 기록할 수 없다 . 그리고 따라서 참가자들은 표의문자를 본 것을 기억할 거라고 기대되지 않았다,1
9fd507ccfb4c1801884c1c9a13d550c4,"Other behavioral options include making loud noises, retreating into a shell, rolling into a tight ball, choosing to live in a predator-free area such as underground, or relying on safety in numbers by living in a group.","또 다른 행동 옵션은 큰 소리내고, 껍질을 통해 후퇴하고, 촘촘한 볼을 구르고, 땅처럼 포식자가 없는 지역을 선택해서 사는 것 혹은 단체로 살면서 많은 안전에 의지하는 것을 포함한다.",1
c2f03e3bb93651190328404d32cc203e,"Before I could turn on the light, I realized the house was incredibly cold.",내가 불을 켜기전에 집이 놀라울정도로 춥다는것을 깨달았다,1
9d6de4d7c9847f9ac2efccf9e2a12d6b,The ancient Olympic events were designed to eliminate the weak and glorify the strong.,고대 올림픽은 약한사람은 제거하고 강한사람에게는 영광을 주기 위하여 계획되어있다,1
4bf05e44a344f048c2c6323f28e6dced,"But we don't know his exact birthdate, which must have been a few days earlier.",하지만 우리는 그의 정확한 생일은 모르지만 적어도 그날보다 며칠전에 태어났음에 틀림없다,1
53fcbe65dc651955f1ec17b4f7004880,"In some cultures, such as in Korea and Egypt, politeness norms require that when someone is offered something to eat or drink, it must be refused the first time around.",한국과 이집트와 같은 일부 문화에서는 공손함의 표준으로 누군가가 먹는것이나 마시는것 같은 어떤것을 주었을때 첫번째는 반드시 거절해야한다고 요구한다,1
52645dc60d2c7ef2814faf6b2bca56c6,"Because in most places such a standard does not hold, anorexia is not prevalent outside the United States.",왜냐하면 대부분 장소에서는 이러한 표준이 유효화되어있지않고 거식증은 미국밖에서는 만연하지 않다,1
bc393bbb22ea8812956a57fb6f42f7c0,"Furthermore, anorexia nervosa is a fairly recent disorder.",게다가 식욕부진증은 꽤 최근 장애이다,1
dcd32f91450c514676b6af8c22851093,This is why a dog is generally more sensitive to movement but sees only about 75 percent of the detail we see.,개들은 움직임에 더 예민하지만 우리가 보는 부분의 75퍼센트만 본다,1
0a64369ac60d624a4df2de83450fb1f5,Let them know honestly how you are feeling and allow yourself some opportunities to avoid responsibility and give yourself a chance to relax.,"그들에게 너의 감정을 솔직하게 하고, 너 스스로 책임으로부터 벗어나고, 휴식을 취할 기회를 가져라",1
31e64b2b277ed02d071e6b867df1cbab,"Some knowledge, on the other hand, is general―it applies to many different situations.",몇 지식들은 일반적이며 그 지식은 많은 다양한 상황에 적용된다,1
a1708821e633370819a0916d84739bde,It was the world's first university.,그곳은 세계 최초의 대학이였다,1
7e128eca526aa522091fe27ae317523c,The immune system is so complicated that it would take a whole book to explain it.,면역체계는 너무 복잡해서 그것을 설명하기 위해서는 책 한 권이 필요할 정도다,1
8363c06d04ae685fe7d5277a4248dd1c,And then the good feeling turned bad.,좋은 감정이 안 좋은 감정으로 변했다,1
a1755f9b22994da887b4648416055fae,"He forgot every word of his poem, including the title, but he didn't have a copy of it to read from.","그는 시의 모든 것을 잊었지만, 복사본을 가지고 있지 않았다",1
1b1f1c9ec251f29eecbfde662259265b,"It appears to be the income considered ""adequate"" to meet people's basic needs.",그것은 사람의 기본 필요를 충족할 적절하다고 여겨지는 수입으로 나타난다,1
c718c14a79753f775e8a7217c48d244d,Another individual might purchase additional life insurance or medical coverage to meet his or her specific needs.,"누군가는 그들의 요구에 따라 부가적인 생명 보험, 의료 혜택을 구매할 지도 모른다",1
b858dc721c8f5fb814e459ddb67558ee,Sadness in our culture is often considered an unnecessary and undesirable emotion.,우리 문화에서 슬픔은 종종 필요없고 원하지 않는 감정이다,1
52cd48280b1edf2ad57d846ddc768f4d,Conservation involves protecting existing natural habitats.,보존은 자연서식지의 보호를 포함한다.,1
aa995385e677c5bc09e8053a3f86c8aa,Beaches were closed.,해변들은 폐쇄됐다,1
c2b930ac36466119f97ab213d576877a,That doesn't mean you have to plan your vacation at the beach in December.,그 조언들은 너가 12월 방학을 해변에서 보내라는것은 아니다,1
3981f5a1a7ccd44aa76ab5cbfa4eda8f,ⅱ Advertisement: Noise for TV Viewers .,광고 : 티비시청자에게는 소음,1
f2ee748ab302a058f15a5b063ecd66ba,"And at seventeen, she opened her very own school for girls, where she taught them science and math.",17살때 그녀는 여자들을 위한 자신만의 학교를 열어서 과학과 수학을 가르쳤다,1
ea3d1c9ab4e82dc2d73ff2bfad08b4f1,Mitchell rocketed to the forefront of American astronomy when she spotted a comet through her telescope.,그녀가 망원경을 통해 혜성을 발견했을때 미국천문학의 중심으로 급부상했다,1
8e1c4c3d68c149ed4e121c8f3c0902e7,"Reason, on the other hand, aims at understanding; it tries to find out what is beneath the surface, to recognize the kernel, the essence of the reality which surrounds us.",반면에 이성은 이해하는것을 목적으로 두고 무엇이 표면아래에 있는지 알아내려고 한다,1
c9cf70e671c7c755d94ffd9443cef86b,"Studies have shown that people prefer inexpensive wines in blind taste tests, but that they actually get more pleasure from drinking wine they are told is expensive.",블라인드 테스트에서는 비싸지않은 와인을 선호하지만 실제로 사람들은 비싼 와인을 마시는 것에서 기쁨을 얻는다,1
186583cc36583dfa28de47c035ba5c3b,Some of it may freeze to hail.,그것중의 일부는 우박으로 얼지도 모른다,1
2a211492f952cf3be9d21ff03bdb61a7,"Plus kohlrabi contains fiber, useful amounts of vitamin C, together with vitamin B, potassium and calcium.","콜라비는 섬유, 비타민c , 비타민 b , 칼륨, 칼슘을 함유한다",1
00e7d38cfdba66c3e2373e1919e1ff7a,Afterwards I ate with the other teachers.,그후 다른선생님들과 식사를 했다,1
268aa38da90310089f1e83801ca67a3a,It's often said that you can't teach an old dog new tricks.,늙은개에게 새로운 재주를 가르칠 수 없다고 종종 말한다,1
01e5d2a7aaa3806ee4762b41480d1267,"I will teach him everything he needs to know in those two years.""",난 그가 2년 동안 알 필요가 있는 모든것을 가르쳐줄 것이다,1
56387a6cc5b31e6c5f0303d3d5116a23,ⅱ funny and humorous .,재밌고 유머러스한,1
5b7309a7931e904eff88502a186e11ba,Others had praised the organization.,다른사람들은 조직을 칭찬했다,1
96a40c8619b7136cb3d02ff7aa80b342,"ⅰ To get a job, be a pleasant person .",직업을 얻기위해 유쾌한 사람이 되라,1
20cbfc0884c1c2ff5c9fb2288474aeee,ⅰ Necessities to Protect Chimpanzees .,침팬지를 보호 할 필요성,1
32c69e7d56d60219238d26a477b0c398,"That is why our brain stem is surrounded by the R-complex, then the limbic system and finally the cerebral cortex.","그것이 우리의 뇌간이 R영역으로, 변연계로, 대뇌 피질로 둘러쌓여있는 이유이다",1
c7a29ffc651b369c7c8fd15d636dcb91,"This was the case until Hawking, in 1974, discovered something truly amazing.",이것은 1974년 호킹이 정말 놀라운 어떤 것을 발견했을 때까지 사실이었다,1
ad584c5c97747b3bf5b96c185a1d538e,"Black holes, Hawking announced, are not completely black.",호킹은 블랙홀이 완전히 검지 않다고 발표했다,1
a68f8ae5b0091d9e612ac11dfd16fa17,ⅱ Mystery of the Quantum World .,양자세계의 미스테리,1
0d4c3f54e50681ea43d1779b96c33efc,ⅲ The Birth of General Relativity .,일반적인 상대성의 탄생,1
6f988b582970b29849513ae42cad28ee,"In an early demonstration of the mere exposure effect, participants in an experiment were exposed to a set of alphabets from the Japanese language.",단순한 노출 효과의 초기 논증에서 실험에서의 참가자들은 일본어로부터 일련의 알파벳에 노출되었다,1
4c58110f9bdb0e91d1d070a42629d5a5,"Like freezing, this behavior can help prevent attack, but whereas in freezing muscles are contracted and poised to be used in fight or flight, in tonic immobility the muscles of the body are relaxed.","움직이지 않는 것처럼, 이 행동은 공격을 막는데 도와줄 수 있는데, 그러나 반면에, 근육이 어는 것은 싸움 혹은 나는 데 사용되는 포즈와 대조적이다. 토닉 멈춤에 있어서 몸의 근육은 유연해진다.",1
177d214b684b215fe5761a5dfefc7d5b,"If I asked you to tell me where the eggs are, would you be able to do so?","내가 너에게 달걀에 어디있냐고 나에게 말해라고 하면, 너는 그렇게 할 수 있니?",1
e806f0fb814bdbfe1962575a3a3d7a87,"If the price falls so much that it is no longer high enough to exclude the less well off, the rich will stop buying it.","가격이 더이상 더 많이 충분하게 적어져서 덜 부유한 사람들도 살 수 있다면, 부자들은 사는 것을 멈출거다.",1
c9cf70e671c7c755d94ffd9443cef86b,"Studies have shown that people prefer inexpensive wines in blind taste tests, but that they actually get more pleasure from drinking wine they are told is expensive.","블라인드 테스트에서 저렴한게 선호되었으나, 그들은 비싼 와인을 마시는 것이 더 기쁘다는 것을 보여주었다.",1
b475fc96492b2a5cf00e97acde1cb4c1,Two major techniques for dealing with environmental problems are conservation and restoration.,환경문제 다루는 2가지 방식은 보존 그리고 복원이다.,1
52cd48280b1edf2ad57d846ddc768f4d,Conservation involves protecting existing natural habitats.,보존 방법은 현존하는 서식지를 보호하는 것을 포함한다.,1
3b22141ec94ad866cc306e6b26b4edb7,Conserving habitats prevents environmental issues that arise from ecosystem disruption.,서식지 보호는 생태계 파과로부터 생기는 환경이슈를 막는다,1
f11fec669eef517f838bc1f2279da07a,She looked out her window and saw the rain slowly beginning to fade.,그녀는 그녀의 창문에서 비가 천천히시들해지기 시작하는 것을 내려다 보았다,1
