,KEY_ID,YEAR,MONTH,DAY,ID_1,ID_2,ID_3,VAR_7,VAR_8,VAR_9,VAR_10,VAR_11,VAR_12,VAR_13,VAR_14,VAR_15,VAR_16,VAR_17,VAR_18,VAR_19,VAR_20,VAR_21,VAR_22,VAR_23,VAR_24,VAR_25,VAR_26,VAR_27,VAR_28,VAR_29,VAR_30,VAR_31,VAR_32,VAR_33,VAR_34,VAR_35,VAR_36,VAR_37,VAR_38,VAR_39,VAR_40,VAR_41,VAR_42,VAR_43,VAR_44,VAR_45,VAR_46,VAR_47,VAR_48,VAR_49,VAR_50,VAR_51,VAR_52,VAR_53,VAR_54,target
10,531173500030,2021,11,26,5311735,6QUEM1590059600,1S,4,2,3,7,8201, , , , , , ,3, ,5,30, ,1,G,39.54,150,17.2588,334.7364,345.286,289.8771,0.024,0.008499999999999999,1,620.4,775.5,824.5,824.5,,180.1,760.4,190.1,800.4,1000.5,1025.0,1025.0,645.0,215.0,1150.0,,1275.5,255.0,274.9,1099.6,70,0.0
11,531173500011,2021,11,26,5311735,6QUEM1590059600,1S,4,2,3,7,8201, , , , , , ,3, ,5,30, ,1,G,39.839999999999996,150,14.6896,376.6719,352.925,319.1595,0.0544,0.0225,1,621.2,776.0,825.5,826.0,,180.1,760.0,190.0,800.0,999.5,1024.5,1025.0,645.0,215.0,1150.0,,1275.0,255.0,275.0,1100.0,70,0.0
12,532477200027,2021,11,26,5324772,5QUE093600R1,1B,1,2,3,7,8356,9,1, , ,40, ,3, ,5,30, ,1,G,19.200000000000003,120,20.308,379.08389999999997,285.0316,318.6627,0.0044,-0.005999999999999999,1,620.0,,825.0,825.5,700.0,175.0,740.0,185.0,,975.0,1025.0,1025.0,645.0,215.0,1150.5,229.8,1225.0,245.0,270.0,1080.0,70,0.0
13,532477200013,2021,November,26,5324772,5QUE093600R1,1B,1,2,3,7,8356, , , , , , ,3, ,5,30, ,1,G,19.86,120,19.6128,380.4561,274.3036,332.364,0.0152,0.002,1,620.0,,825.5,825.0,700.0,175.0,740.0,185.0,,975.0,1025.0,1025.5,645.0,215.0,1150.0,230.0,1224.5,245.0,270.1,1080.4,70,0.0
14,532477200017,2021,11,26,5324772,5QUE093600R1,1B,1,2,3,7,8356, , , , , , ,3, ,5,30, ,1,G,19.740000000000002,120,17.812,390.30449999999996,280.5836,333.2964,0.0276,0.0045,1,620.4,,825.5,825.5,700.4,175.1,740.4,185.0,,975.5,1025.0,1025.0,645.0,214.9,1150.0,230.0,1225.5,245.0,270.2,1080.4,70,0.0
15,532477200020,2021,11,26,5324772,5QUE093600R1,1B,1,2,3,7,8356,9,1, , ,40, ,3, ,5,30, ,1,G,19.59,120,18.2192,348.9729,278.11,300.5169,0.0072,-0.007,1,620.4,,824.5,824.5,700.4,175.0,740.0,185.0,,975.0,1025.5,1025.0,645.0,215.0,1149.5,230.0,1225.0,245.0,269.8,1080.0,70,0.0
16,532477200021,2021,November,26,5324772,5QUE093600R1,1B,1,2,3,7,8356, , , , , , ,3, ,5,30, ,1,G,19.62,120,19.7424,370.22580000000005,282.0786,314.6313,0.0124,0.0005,1,619.6,,825.5,825.0,700.0,174.9,740.0,185.0,,975.0,1025.0,1025.0,645.0,215.0,1150.0,230.0,1225.0,245.0,270.0,1079.2,70,0.0
17,532477200025,2021,11,26,5324772,5QUE093600R1,1B,1,2,3,7,8356, , , , , , ,3, ,5,30, ,1,G,19.68,120,18.5,389.0607,284.2534,327.86879999999996,0.0232,0.002,1,620.0,,825.0,825.0,700.0,174.9,740.4,185.1,,975.5,1025.0,1025.0,645.0,215.0,1150.0,230.0,1225.5,245.0,270.0,1079.6,70,0.0
18,531173600003,2021,11,26,5311736,5QUE125600R1,1B,1,2,3,7,8358,9,1, , ,40, ,3, ,5,30, ,1,G,19.830000000000002,120,15.7476,350.652,286.6046,292.7235,-0.002,-0.01,1,620.0,,824.5,824.5,700.0,175.0,740.0,185.0,,974.5,1025.0,1025.0,645.0,215.0,1150.5,230.0,1224.5,245.0,269.9,1080.0,70,0.0
19,531173600028,2021,11,26,5311736,5QUE125600R1,1B,1,2,3,7,8358, , , , , , ,3, ,5,30, ,1,G,19.62,120,17.3848,394.35900000000004,288.8772,326.8797,0.0152,0.002,1,619.6,,825.0,825.0,700.4,175.0,739.6,185.0,,975.0,1024.5,1025.0,645.0,215.0,1150.0,229.9,1224.5,245.0,270.0,1080.0,70,0.0
20,531173600030,2021,November,26,5311736,5QUE125600R1,1B,1,2,3,7,8358, , , , , , ,3, ,5,30, ,1,G,19.71,120,18.7316,380.3841,289.0426,315.06629999999996,0.0108,0.0014999999999999998,1,620.0,,824.5,825.0,700.0,174.9,739.6,185.0,,975.0,1025.0,1025.0,645.0,215.0,1150.0,230.1,1225.0,245.0,270.0,1080.0,70,0.0
21,531173600027,2021,11,26,5311736,5QUE125600R1,1B,1,2,3,7,8358,9,1, , ,40, ,3, ,5,30, ,1,G,19.799999999999997,120,21.1908,374.8302,283.9234,316.01640000000003,0.0072,-0.032,1,620.0,,825.0,824.5,700.0,175.0,739.6,185.0,,975.0,1025.0,1024.5,645.0,214.9,1150.0,230.0,1225.0,245.0,270.0,1080.0,70,0.0
22,531173600004,2021,11,26,5311736,5QUE125600R1,1B,1,2,3,7,8358,9,1, , ,40, ,3, ,5,30, ,1,G,19.56,120,21.15,382.374,281.1982,325.4919,0.0108,-0.04,1,620.0,,824.5,824.5,700.4,175.1,740.0,184.9,,975.5,1025.0,1025.0,645.0,215.0,1150.0,229.9,1225.0,245.0,270.0,1080.4,70,0.0
23,531173600010,2021,November,26,5311736,5QUE125600R1,1B,1,2,3,7,8358,9,1, , ,40, ,3, ,5,30, ,1,G,19.41,120,20.9724,384.3135,282.8792,325.28909999999996,0.0172,-0.0365,1,620.4,,825.0,824.5,700.0,175.0,739.6,185.0,,975.0,1024.5,1025.0,644.7,215.0,1149.5,230.0,1225.5,245.0,270.1,1080.0,70,0.0
24,531173600011,2021,11,26,5311736,5QUE125600R1,1B,1,2,3,7,8358, , , , , , ,3, ,5,30, ,1,G,19.77,120,19.8148,390.62520000000006,283.617,329.8689,0.0216,0.0005,1,620.0,,825.0,825.0,700.0,175.0,739.6,185.0,,975.5,1025.0,1025.0,645.0,215.0,1150.0,230.0,1225.0,245.1,270.1,1080.0,70,0.0
25,531173600013,2021,11,26,5311736,5QUE125600R1,1B,1,2,3,7,8358, , , , , , ,3, ,5,30, ,1,G,19.68,120,17.1748,382.27200000000005,291.8804,313.5546,0.0208,0.0005,1,620.4,,824.5,825.0,700.0,175.1,739.6,185.0,,975.5,1025.0,1025.0,645.3,215.0,1149.5,230.0,1225.0,245.1,270.1,1080.0,70,0.0
26,531173600016,2021,11,26,5311736,5QUE125600R1,1B,1,2,3,7,8358,9,1, , ,40, ,3, ,5,30, ,1,G,20.009999999999998,120,20.0688,387.5067,283.8492,326.841,0.0116,-0.053,1,620.4,,825.0,825.0,700.0,175.0,739.6,185.0,,975.5,1025.0,1025.5,645.3,215.0,1150.0,230.0,1225.0,245.0,270.0,1080.0,70,0.0
27,531173600018,2021,11,26,5311736,5QUE125600R1,1B,1,2,3,7,8358,9,1, , ,40, ,3, ,5,30, ,1,G,19.62,120,21.1404,373.959,284.3434,314.8308,0.0092,-0.0445,1,620.4,,824.5,824.5,700.0,175.0,739.6,184.9,,975.0,1025.0,1025.5,645.0,215.0,1149.5,229.9,1225.0,245.0,270.1,1080.4,70,0.0
28,531173600020,2021,11,26,5311736,5QUE125600R1,1B,1,2,3,7,8358,9,1, , ,40, ,3, ,5,30, ,1,G,19.740000000000002,120,21.7704,383.6985,280.325,327.71729999999997,0.0112,-0.025,1,620.4,,824.5,824.5,700.0,175.0,740.0,185.0,,975.0,1025.0,1025.0,645.0,215.0,1150.0,229.9,1225.0,245.1,270.0,1079.6,70,0.0
29,531174300010,2021,11,26,5311743,6ASA00000008,1S,16,2,3,7,8289, , , , , , , , , , , ,1,G,20.88,120,17.6924,375.9081,291.0032,309.2235,-0.01,0.0485,1,700.0,875.0,874.5,875.0,,180.0,720.0,180.0,740.0,925.0,950.0,950.5,630.0,209.9,1150.0,,1200.0,240.0,260.0,1040.0,80,0.0
30,531174300002,2021,11,26,5311743,6ASA00000008,1S,16,2,3,7,8289, , , , , , , , , , , ,1,G,20.759999999999998,120,18.9564,339.1449,290.9732,279.0309,0.0044,0.0065,1,700.0,875.0,875.0,875.0,,180.0,720.0,179.9,740.0,925.0,950.0,950.0,630.0,209.9,1150.0,,1200.0,240.0,260.1,1040.0,80,0.0
31,531174300004,2021,November,26,5311743,6ASA00000008,1S,16,2,3,7,8289, , , , , , , , , , , ,1,G,20.91,120,15.126,375.72389999999996,289.5474,310.6116,-0.004,0.0585,1,700.0,874.5,874.5,874.5,,179.9,719.6,179.9,739.6,924.5,949.5,950.0,630.0,210.0,1150.0,,1200.0,240.0,260.1,1040.0,80,0.0
32,531174300006,2021,11,26,5311743,6ASA00000008,1S,16,2,3,7,8289, , , , , , , , , , , ,1,G,20.88,120,15.782,380.96999999999997,296.389,307.8534,-0.0116,0.0555,1,699.6,874.5,875.0,875.0,,180.0,719.6,180.0,740.0,924.5,950.0,950.0,629.7,210.1,1150.0,,1200.0,240.0,260.0,1039.6,80,0.0
33,531174300008,2021,11,26,5311743,6ASA00000008,1S,16,2,3,7,8289, , , , , , , , , , , ,1,G,20.669999999999998,120,14.6268,389.3682,294.6934,316.3281,-0.0256,0.067,1,700.4,875.0,875.0,875.0,,180.1,720.0,180.0,740.0,925.0,950.0,950.0,630.0,210.1,1150.0,,1200.0,240.0,260.0,1040.0,80,0.0
34,531174300007,2021,11,26,5311743,6ASA00000008,1S,16,2,3,7,8289, , , , , , , , , , , ,1,G,21.06,120,17.5832,365.1951,295.9836,295.4298,-0.0048,0.0095,1,699.6,875.0,875.0,874.5,,180.0,720.0,180.0,740.4,925.0,949.5,950.0,629.7,210.0,1150.0,,1200.0,240.1,260.1,1040.0,80,0.0
35,531174300009,2021,11,26,5311743,6ASA00000008,1S,16,2,3,7,8289, , , , , , , , , , , ,1,G,20.759999999999998,120,16.9364,373.4688,291.243,307.0041,-0.0072,0.0075,1,700.0,875.0,875.5,875.0,,180.1,720.0,180.0,740.0,925.0,950.0,950.5,630.0,210.0,1149.5,,1200.0,240.0,260.1,1040.0,80,0.0
36,532476200006,2021,11,26,5324762,6QUEM1590086600,1S,4,2,3,7,8201,9,1, , ,40, ,3, ,5,30, ,1,G,39.660000000000004,150,16.3176,360.8904,344.2458,313.3524,0.0244,-0.1035,1,620.0,775.0,825.5,825.5,,180.0,759.6,190.0,799.6,1000.0,1025.0,1024.5,645.0,215.0,1149.5,,1275.0,255.0,275.0,1100.4,70,0.0
37,532476200028,2021,November,26,5324762,6QUEM1590086600,1S,4,2,3,7,8201,9,1, , ,40, ,3, ,5,30, ,1,G,39.839999999999996,150,15.7788,367.63169999999997,348.359,315.53369999999995,0.0208,-0.052,1,620.0,775.0,825.0,825.0,,180.0,760.0,190.0,800.0,999.5,1024.5,1024.5,645.0,215.0,1150.0,,1275.0,255.0,275.1,1100.0,70,0.0
38,532476200027,2021,11,26,5324762,6QUEM1590086600,1S,4,2,3,7,8201, , , , , , ,3, ,5,30, ,1,G,39.69,150,15.6332,377.1345,356.1172,316.7631,0.0272,0.011999999999999999,1,619.6,774.5,825.5,825.5,,180.0,760.0,190.0,800.0,1000.0,1025.0,1025.0,645.0,214.9,1150.0,,1275.0,254.9,275.0,1100.0,70,0.0
39,532476200019,2021,11,26,5324762,6QUEM1590086600,1S,4,2,3,7,8201, , , , , , ,3, ,5,30, ,1,G,39.660000000000004,150,15.7916,373.3308,354.9702,314.60519999999997,0.0364,0.0035,1,620.0,775.5,825.5,825.0,,180.0,760.4,190.1,800.0,1000.0,1025.5,1025.5,645.0,215.0,1150.5,,1275.5,255.1,275.1,1100.0,70,0.0
40,532476300002,2021,11,27,5324763,6QUEM1590061600,1S,4,2,3,7,8201,9,1, , ,40, ,3, ,5,30, ,1,G,39.72,150,10.7244,337.4385,359.4596,280.4715,0.0236,0.007,1,620.0,775.0,825.0,825.0,,180.1,760.0,190.0,799.6,1000.0,1025.0,1025.0,645.0,215.0,1150.0,,1274.5,255.0,275.1,1100.0,70,0.0
41,532476300018,2021,11,27,5324763,6QUEM1590061600,1S,4,2,3,7,8201,9,1, , ,40, ,3, ,5,30, ,1,G,39.96,150,14.1924,359.48670000000004,347.1306,309.621,0.0284,-0.008,1,619.6,774.5,825.0,825.0,,180.0,760.0,190.0,800.0,1000.0,1025.0,1024.5,645.0,215.0,1150.0,,1274.5,255.0,275.0,1100.0,70,0.0
42,532476300003,2021,November,27,5324763,6QUEM1590061600,1S,4,2,3,7,8201, , , , , , ,3, ,5,30, ,1,G,39.72,150,14.16,357.1605,354.025,301.5693,0.034,0.0115,1,620.0,774.5,824.5,825.0,,180.0,760.0,190.0,800.0,1000.0,1025.0,1025.0,644.7,215.0,1149.5,,1274.5,254.9,275.1,1100.4,70,0.0
43,532476300024,2021,11,27,5324763,6QUEM1590061600,1S,4,2,3,7,8201,9,1, , ,40, ,3, ,5,30, ,1,G,39.599999999999994,150,14.5764,374.90999999999997,350.1814,320.1879,0.04,-0.016999999999999998,1,619.6,775.0,825.0,824.5,,180.0,760.0,190.0,800.0,1000.0,1025.0,1025.0,645.0,215.0,1150.0,,1275.0,255.0,274.9,1100.0,70,0.0
44,532476300026,2021,11,27,5324763,6QUEM1590061600,1S,4,2,3,7,8201,9,1, , ,40, ,3, ,5,30, ,1,G,39.75,150,13.4824,366.9507,347.7368,315.4287,0.0308,-0.0115,1,620.4,775.5,825.0,825.0,,180.0,760.0,190.0,800.0,1000.0,1025.0,1025.0,644.7,215.0,1150.0,,1275.0,255.0,275.1,1100.0,70,0.0
45,532476300023,2021,11,27,5324763,6QUEM1590061600,1S,4,2,3,7,8201, , , , , , ,3, ,5,30, ,1,G,39.69,150,13.9924,378.4458,356.758,317.27009999999996,0.0588,0.01,1,620.0,775.0,825.0,824.5,,180.0,760.0,190.0,800.0,1000.0,1024.5,1025.0,645.0,215.0,1150.5,,1275.0,255.0,274.9,1100.0,70,0.0
46,532476300012,2021,11,27,5324763,6QUEM1590061600,1S,4,2,3,7,8201, , , , , , ,3, ,5,30, ,1,G,39.660000000000004,150,12.336,387.51509999999996,357.1592,324.5286,0.0616,0.023,1,619.2,774.5,824.5,824.0,,179.9,759.6,190.0,800.0,999.5,1025.0,1025.0,645.0,215.1,1150.0,,1275.5,255.1,275.0,1100.4,70,0.0
47,532476300030,2021,11,27,5324763,6QUEM1590061600,1S,4,2,3,7,8201,9,1, , ,40, ,3, ,5,30, ,1,G,39.69,150,15.4016,374.8944,350.052,320.25690000000003,0.0516,-0.037000000000000005,1,619.2,774.5,825.0,825.5,,180.0,760.4,190.0,800.0,1000.0,1025.5,1025.0,645.0,215.0,1150.0,,1275.0,255.1,275.0,1100.0,70,0.0
48,532476300008,2021,11,27,5324763,6QUEM1590061600,1S,4,2,3,7,8201, , , , , , ,3, ,5,30, ,1,G,39.839999999999996,150,14.6292,379.57259999999997,357.3084,317.70000000000005,0.042,0.030500000000000003,1,620.4,776.0,826.0,826.0,,180.1,760.4,190.0,800.0,1000.0,1025.0,1025.0,645.0,215.0,1149.5,,1275.5,255.0,274.9,1100.0,70,0.0
49,532476300016,2021,11,27,5324763,6QUEM1590061600,1S,4,2,3,7,8201, , , , , , ,3, ,5,30, ,1,G,39.69,150,13.8016,380.8632,357.3914,318.7668,0.0584,0.0125,1,620.4,775.5,825.5,825.0,,180.0,760.4,190.1,800.4,1000.0,1025.5,1025.0,645.3,215.0,1150.5,,1275.5,255.1,275.1,1100.4,70,0.0
50,532476300014,2021,11,27,5324763,6QUEM1590061600,1S,4,2,3,7,8201, , , , , , ,3, ,5,30, ,1,G,39.69,150,13.6808,377.54999999999995,357.8126,315.4914,0.0428,0.0165,1,620.4,775.0,825.5,825.5,,180.1,760.4,190.0,800.4,1000.5,1025.0,1025.0,645.0,215.1,1150.0,,1275.0,255.0,275.1,1100.0,70,0.0
51,532476400001,2021,11,27,5324764,6QUEM1590085600,1S,4,2,3,7,8201,9,1, , ,40, ,3, ,5,30, ,1,G,39.45,150,10.7364,295.3044,336.8928,261.5712,0.0124,-0.002,1,620.0,775.0,825.0,825.0,,180.0,760.0,190.0,800.0,1000.0,1025.0,1025.0,645.0,215.1,1150.0,,1275.0,255.0,275.0,1100.0,70,0.0
52,532476400023,2021,11,27,5324764,6QUEM1590085600,1S,4,2,3,7,8201, , , , , , ,3, ,5,30, ,1,G,39.72,150,15.2936,369.666,350.9768,314.9796,0.05,0.005999999999999999,1,620.8,776.0,825.5,825.5,,180.1,760.0,190.1,800.4,1000.0,1024.5,1025.0,645.0,215.0,1150.0,,1275.0,255.0,275.0,1100.0,70,0.0
53,532476400024,2021,11,27,5324764,6QUEM1590085600,1S,4,2,3,7,8201,9,1, , ,40, ,3, ,5,30, ,1,G,39.63,150,15.59,356.7735,340.6228,313.0407,0.0312,-0.09050000000000001,1,620.0,774.5,825.5,826.0,,180.2,760.4,190.1,800.4,1000.5,1025.5,1025.0,645.0,215.0,1149.5,,1275.0,255.0,275.1,1100.4,70,0.0
54,532476400028,2021,11,27,5324764,6QUEM1590085600,1S,4,2,3,7,8201,9,1, , ,40, ,3, ,5,30, ,1,G,39.78,150,18.0348,357.7548,338.1252,316.3038,0.024,-0.0705,1,619.6,774.5,825.0,824.5,,179.9,759.6,190.0,800.0,1000.5,1024.5,1025.0,645.0,215.0,1150.5,,1276.0,255.1,275.2,1100.0,70,0.0
55,532476400029,2021,November,27,5324764,6QUEM1590085600,1S,4,2,3,7,8201, , , , , , ,3, ,5,30, ,1,G,39.75,150,15.5644,367.7061,354.0412,310.5321,0.0392,0.0,1,620.0,774.5,824.5,824.5,,179.9,760.0,189.9,800.0,999.5,1025.0,1025.0,645.0,215.0,1149.5,,1275.5,255.1,275.1,1100.0,70,0.0
56,532476400009,2021,11,27,5324764,6QUEM1590085600,1S,4,2,3,7,8201,9,1, , ,40, ,3, ,5,30, ,1,G,39.75,150,17.6412,363.726,343.745,316.3626,0.03,-0.1035,1,620.8,776.0,825.5,826.0,,180.1,760.4,190.1,800.0,1000.5,1025.0,1025.5,645.3,215.0,1150.5,,1275.0,255.0,275.1,1100.0,70,0.0
57,532476400004,2021,11,27,5324764,6QUEM1590085600,1S,4,2,3,7,8201, , , , , , ,3, ,5,30, ,1,G,39.75,150,15.4084,371.3589,354.421,313.3608,0.042,0.0065,1,619.2,774.5,825.0,825.0,,180.1,760.4,190.1,800.0,1000.0,1024.5,1024.5,644.7,215.0,1150.0,,1274.5,254.9,274.9,1099.6,70,0.0
58,532476400010,2021,November,27,5324764,6QUEM1590085600,1S,4,2,3,7,8201, , , , , , ,3, ,5,30, ,1,G,39.75,150,15.6924,373.1124,349.7114,319.0911,0.0504,0.004,1,619.6,775.0,826.0,826.0,,180.1,760.0,190.1,800.4,1000.5,1025.5,1025.0,645.0,214.9,1150.0,,1274.5,254.9,274.9,1100.0,70,0.0
59,532476400016,2021,11,27,5324764,6QUEM1590085600,1S,4,2,3,7,8201, , , , , , ,3, ,5,30, ,1,G,38.910000000000004,150,15.7088,371.7123,351.9544,315.8694,0.0528,0.005,1,620.8,776.0,825.5,826.0,,180.1,760.4,190.1,800.0,1000.5,1025.5,1025.0,645.3,215.0,1150.0,,1274.5,254.9,275.0,1099.6,70,0.0
60,532476400018,2021,November,27,5324764,6QUEM1590085600,1S,4,2,3,7,8201, , , , , , ,3, ,5,30, ,1,G,39.660000000000004,150,15.626,368.0934,350.48,314.0748,0.0576,0.005999999999999999,1,620.4,775.5,825.5,825.5,,180.1,760.4,190.1,800.4,1000.0,1025.0,1025.5,645.3,215.0,1150.0,,1276.0,255.1,275.2,1100.0,70,0.0
61,532476400013,2021,11,27,5324764,6QUEM1590085600,1S,4,2,3,7,8201,9,1, , ,40, ,3, ,5,30, ,1,G,39.660000000000004,150,17.0548,356.5068,334.9668,318.1473,0.036,-0.0755,1,619.6,774.0,824.5,824.5,,179.9,759.6,190.0,800.0,1000.0,1024.5,1025.0,645.3,215.1,1150.5,,1276.0,255.0,275.1,1100.4,70,0.0
62,532479400007,2021,11,30,5324794,5QUE126600R1,1B,1,2,3,7,8333, , , , , , ,3, ,5,30, ,1,G,449.70000000000005,150,12.7444,351.9219,333.5726,305.36879999999996,-0.0024,0.001,1,660.0,,824.5,824.5,720.0,180.0,760.0,189.9,,999.5,1025.0,1025.0,645.0,214.9,1149.5,229.9,1224.5,245.0,274.8,1100.4,70,0.0
63,532479400021,2021,11,30,5324794,5QUE126600R1,1B,1,2,3,7,8333, , , , , , ,3, ,5,30, ,1,G,8.129999999999999,150,10.7644,355.4682,333.747,308.2815,0.0,-0.0025,1,660.8,,825.5,825.5,720.0,180.1,760.4,190.0,,1000.5,1025.0,1025.0,645.3,215.0,1149.5,229.9,1225.0,245.0,274.9,1099.6,70,0.0
64,532480000002,2021,12,1,5324800,5QUE125600R1,1B,1,2,3,7,8358,9,1, , ,40, ,3, ,5,30, ,1,G,19.35,120,17.682,360.8493,289.5068,298.34069999999997,0.008,0.001,1,620.4,,825.0,825.0,700.0,175.0,740.0,185.0,,975.0,1025.0,1025.0,645.0,215.0,1150.0,229.9,1225.0,245.0,270.1,1080.0,70,0.0
65,532480000005,2021,12,1,5324800,5QUE125600R1,1B,1,2,3,7,8358, , , , , , ,3, ,5,30, ,1,G,19.47,120,18.502,398.47529999999995,286.8144,332.7249,0.0212,0.011000000000000001,1,620.4,,825.0,825.0,700.0,175.0,739.6,184.9,,975.0,1025.0,1025.0,645.0,215.0,1149.5,229.9,1224.5,245.0,269.8,1079.6,70,0.0
66,532480000011,2021,12,1,5324800,5QUE125600R1,1B,1,2,3,7,8358, , , , , , ,3, ,5,30, ,1,G,19.5,120,19.2772,396.45089999999993,287.6924,329.9922,0.0124,0.005,1,620.0,,825.5,825.5,700.0,175.0,740.0,185.0,,975.0,1025.0,1025.0,644.7,215.0,1150.0,230.1,1225.0,245.0,270.1,1079.6,70,0.0
67,532480000017,2021,12,1,5324800,5QUE125600R1,1B,1,2,3,7,8358, , , , , , ,3, ,5,30, ,1,G,19.89,120,18.5436,383.9235,286.405,321.0279,0.0124,0.0014999999999999998,1,620.4,,824.5,824.5,700.0,175.0,739.6,185.0,,975.0,1025.0,1025.0,645.3,215.1,1150.0,230.0,1225.0,245.0,270.1,1080.4,70,0.0
68,532480000016,2021,12,1,5324800,5QUE125600R1,1B,1,2,3,7,8358,9,1, , ,40, ,3, ,5,30, ,1,G,19.5,120,20.8256,383.2161,279.004,328.84950000000003,0.016,-0.025,1,620.4,,825.0,825.0,700.4,175.0,740.0,185.1,,975.5,1025.0,1025.0,645.0,215.0,1150.0,229.9,1225.5,245.0,270.0,1080.0,70,0.0
69,532480000027,2021,12,1,5324800,5QUE125600R1,1B,1,2,3,7,8358, , , , , , ,3, ,5,30, ,1,G,19.77,120,17.6556,387.5829,288.3962,321.8199,0.0068,0.0025,1,620.4,,825.5,825.5,700.0,175.0,740.0,185.0,,975.0,1024.5,1025.0,644.7,215.0,1150.0,230.0,1225.0,245.0,270.2,1080.8,70,0.0
